model_id,bs,seq_len,search_times,latency
3,8,0,0,39.48688507080078
0,16,0,0,47.78575897216797
3,4,0,0,46.92673683166504
3,2,0,0,-1
0,1,0,3,43.88928413391113
3,16,0,0,-1
0,1,0,0,22.28999137878418
3,1,0,0,42.342424392700195
3,16,0,0,52.95586585998535
0,8,0,0,-1
3,4,0,0,29.22224998474121
0,16,0,0,24.996519088745117
0,8,0,0,17.923593521118164
0,4,0,0,35.44116020202637
0,1,0,0,31.36610984802246
0,2,0,0,19.283533096313477
0,2,0,0,17.411470413208008
3,4,0,0,40.70591926574707
3,16,0,0,-1
3,16,0,0,-1
3,16,0,0,39.01171684265137
0,16,0,0,26.5958309173584
3,16,0,0,27.325868606567383
3,2,0,0,51.02872848510742
3,2,0,0,-1
0,4,0,0,-1
3,2,0,0,-1
0,1,0,0,-1
3,16,0,1,28.797149658203125
3,2,0,0,28.165102005004883
0,16,0,0,26.344776153564453
3,8,0,0,31.919002532958984
3,4,0,0,50.571441650390625
0,1,0,0,-1
3,4,0,0,-1
0,4,0,0,36.32664680480957
0,4,0,0,44.63315010070801
0,1,0,0,34.26480293273926
0,2,0,0,39.637088775634766
0,16,0,0,22.225618362426758
0,2,0,0,19.777297973632812
0,4,0,0,32.0587158203125
0,1,0,0,36.559343338012695
0,2,0,0,-1
0,1,0,0,17.923593521118164
0,16,0,0,17.663955688476562
0,1,0,0,16.39413833618164
0,4,0,0,16.765117645263672
3,1,0,0,52.72340774536133
3,1,0,0,67.45505332946777
3,4,0,0,-1
3,16,0,0,-1
0,2,0,0,46.677350997924805
0,2,0,0,36.30709648132324
0,4,0,0,18.61429214477539
0,8,0,0,23.681163787841797
0,8,0,0,-1
3,8,0,0,46.01240158081055
3,1,0,0,-1
3,4,0,0,48.020124435424805
0,2,0,0,-1
0,8,0,0,25.649070739746094
3,4,0,0,29.088497161865234
0,8,0,0,27.121305465698242
3,1,0,0,31.242847442626953
0,4,0,0,17.222166061401367
0,8,0,0,15.195369720458984
3,16,0,0,36.15450859069824
3,16,0,0,35.162925720214844
3,1,0,0,59.98039245605469
0,4,0,0,48.948049545288086
0,8,0,0,-1
0,8,0,0,38.95258903503418
3,8,0,0,29.73008155822754
0,8,0,0,-1
0,1,0,0,18.164873123168945
0,8,0,0,15.678167343139648
3,2,0,0,29.175996780395508
0,1,0,0,-1
0,16,0,0,18.97597312927246
0,4,0,0,28.403043746948242
0,8,0,0,18.64027976989746
0,8,0,0,29.385805130004883
0,2,0,0,42.45638847351074
3,2,0,0,36.86237335205078
3,1,0,0,59.478759765625
0,4,0,0,-1
3,16,0,0,-1
0,16,0,0,16.466379165649414
3,8,0,0,31.548023223876953
3,16,0,0,29.047012329101562
0,16,0,0,-1
3,2,0,0,45.56870460510254
3,4,0,1,69.43368911743164
0,16,0,0,-1
0,2,0,0,-1
0,4,0,0,-1
3,16,0,0,27.951717376708984
0,8,0,0,-1
0,4,0,0,31.379222869873047
0,1,0,0,17.57955551147461
3,4,0,0,31.266212463378906
3,1,0,0,-1
3,4,0,0,36.57937049865723
0,8,0,0,-1
3,4,0,0,38.580894470214844
0,16,0,0,47.93834686279297
3,1,0,0,29.4797420501709
0,2,0,0,21.142244338989258
0,1,0,0,17.85731315612793
0,16,0,0,29.613256454467773
3,8,0,0,46.776533126831055
0,4,0,0,51.087141036987305
0,4,0,0,-1
0,4,0,0,16.036033630371094
0,1,0,0,-1
3,2,0,0,39.54720497131348
0,4,0,0,28.43928337097168
0,2,0,0,31.048059463500977
0,8,0,0,52.11138725280762
3,2,0,3,53.73692512512207
0,8,0,0,-1
0,8,0,0,18.007278442382812
3,4,0,0,32.4702262878418
3,2,0,0,35.50148010253906
0,4,0,0,19.36030387878418
3,2,0,0,50.12178421020508
3,2,0,0,-1
3,8,0,0,-1
0,16,0,0,32.623291015625
0,2,0,0,14.691352844238281
0,8,0,0,45.53031921386719
3,2,0,0,44.49200630187988
3,16,0,0,27.817487716674805
3,16,0,0,27.161359786987305
0,16,0,0,16.89767837524414
0,2,0,0,14.303207397460938
3,16,0,0,29.01601791381836
3,8,0,0,37.96505928039551
3,2,0,0,28.626441955566406
0,1,0,0,27.9848575592041
0,16,0,0,19.39535140991211
3,8,0,0,39.00933265686035
