model_id,bs,seq_len,search_times,latency
2,8,0,0,-1
1,16,0,0,35.69459915161133
2,4,0,0,-1
2,2,0,0,-1
1,1,0,0,-1
2,16,0,0,-1
1,1,0,0,36.4689826965332
2,1,0,0,-1
2,16,0,0,-1
1,8,0,0,-1
2,4,0,0,48.65598678588867
1,16,0,0,-1
1,8,0,0,36.17262840270996
1,4,0,0,-1
1,1,0,0,45.58420181274414
1,2,0,0,-1
1,2,0,0,33.074140548706055
2,4,0,0,-1
2,16,0,0,42.64020919799805
2,16,0,0,-1
2,16,0,0,-1
1,16,0,0,32.03415870666504
2,16,0,0,-1
2,2,0,0,46.67377471923828
2,2,0,0,-1
1,4,0,0,-1
2,2,0,0,-1
1,1,0,0,-1
2,16,0,0,42.89722442626953
2,2,0,0,-1
1,16,0,0,32.13191032409668
2,8,0,0,-1
2,4,0,0,43.909549713134766
1,1,0,0,-1
2,4,0,0,-1
1,4,0,0,-1
1,4,0,0,35.53009033203125
1,1,0,0,-1
1,2,0,0,33.292293548583984
1,16,0,0,-1
1,2,0,0,34.78360176086426
1,4,0,0,-1
1,1,0,0,-1
1,2,0,0,-1
1,1,0,0,38.5890007019043
1,16,0,0,-1
1,1,0,0,39.92319107055664
1,4,0,0,-1
2,1,0,0,-1
2,1,0,0,56.896209716796875
2,4,0,0,-1
2,16,0,0,-1
1,2,0,0,-1
1,2,0,0,36.01551055908203
1,4,0,0,-1
1,8,0,0,29.344797134399414
1,8,0,0,-1
2,8,0,0,-1
2,1,0,0,45.105695724487305
2,4,0,0,-1
1,2,0,0,-1
1,8,0,0,39.40534591674805
2,4,0,0,-1
1,8,0,0,27.4355411529541
2,1,0,0,-1
1,4,0,0,36.72313690185547
1,8,0,0,-1
2,16,0,0,-1
2,16,0,0,50.21357536315918
2,1,0,0,-1
1,4,0,0,-1
1,8,0,0,44.664621353149414
1,8,0,0,-1
2,8,0,0,45.77302932739258
1,8,0,0,-1
1,1,0,0,39.756059646606445
1,8,0,0,-1
2,2,0,0,44.8756217956543
1,1,0,0,-1
1,16,0,0,44.82722282409668
1,4,0,0,-1
1,8,0,0,31.081438064575195
1,8,0,0,-1
1,2,0,0,-1
2,2,0,0,43.64919662475586
2,1,0,0,-1
1,4,0,0,-1
2,16,0,0,-1
1,16,0,0,32.42683410644531
2,8,0,0,-1
2,16,0,0,45.12596130371094
1,16,0,0,-1
2,2,0,0,-1
2,4,0,0,-1
1,16,0,0,-1
1,2,0,0,-1
1,4,0,0,-1
2,16,0,0,58.47334861755371
1,8,0,0,-1
1,4,0,0,-1
1,1,0,0,39.396047592163086
2,4,0,0,-1
2,1,0,0,48.88129234313965
2,4,0,0,-1
1,8,0,0,-1
2,4,0,0,-1
1,16,0,0,-1
2,1,0,0,43.205976486206055
1,2,0,0,-1
1,1,0,0,43.38264465332031
1,16,0,0,-1
2,8,0,0,-1
1,4,0,0,-1
1,4,0,0,-1
1,4,0,0,35.57324409484863
1,1,0,0,-1
2,2,0,0,-1
1,4,0,0,-1
1,2,0,0,33.18285942077637
1,8,0,0,-1
2,2,0,0,-1
1,8,0,0,-1
1,8,0,0,34.90090370178223
2,4,0,0,-1
2,2,0,0,48.79403114318848
1,4,0,0,-1
2,2,0,0,42.923927307128906
2,2,0,0,-1
2,8,0,0,-1
1,16,0,0,-1
1,2,0,0,33.48040580749512
1,8,0,0,-1
2,2,0,0,-1
2,16,0,0,45.8526611328125
2,16,0,0,-1
1,16,0,0,33.162593841552734
1,2,0,0,-1
2,16,0,0,37.59169578552246
2,8,0,0,-1
2,2,0,0,53.87401580810547
1,1,0,0,-1
1,16,0,0,-1
2,8,0,0,-1
2,4,0,0,-1
2,8,0,0,43.543100357055664
1,2,0,0,-1
1,4,0,0,-1
1,8,0,0,-1
2,16,0,0,37.27078437805176
1,2,0,0,-1
2,16,0,0,-1
2,1,0,0,46.94175720214844
1,2,0,0,-1
1,16,0,0,-1
1,1,0,0,-1
2,8,0,0,-1
1,16,0,0,-1
2,4,0,0,58.870553970336914
1,16,0,0,-1
2,2,0,0,47.16134071350098
2,1,0,0,-1
1,8,0,0,38.24019432067871
2,2,0,0,-1
2,1,0,0,-1
1,1,0,0,-1
2,1,0,0,48.955678939819336
1,16,0,0,-1
2,1,0,0,-1
1,16,0,0,-1
2,1,0,0,-1
2,8,0,0,42.04559326171875
1,1,0,0,-1
2,8,0,0,-1
1,4,0,0,-1
2,1,0,0,47.7907657623291
1,1,0,0,-1
2,1,0,0,-1
1,1,0,0,-1
1,2,0,0,46.99063301086426
1,4,0,0,-1
2,16,0,0,-1
1,2,0,0,33.34689140319824
2,4,0,0,-1
2,2,0,0,57.70230293273926
2,4,0,0,-1
2,16,0,0,-1
2,1,0,0,44.22473907470703
1,4,0,0,-1
1,2,0,0,-1
1,4,0,0,54.83865737915039
1,2,0,0,-1
2,1,0,0,-1
1,8,0,0,-1
1,2,0,0,39.88909721374512
2,8,0,0,-1
1,4,0,0,-1
2,8,0,0,43.49684715270996
2,16,0,0,-1
1,1,0,0,-1
2,4,0,0,-1
2,4,0,0,41.6412353515625
2,2,0,0,-1
1,16,0,0,-1
1,8,0,0,-1
2,8,0,0,-1
2,8,0,0,-1
2,2,0,0,52.14738845825195
2,1,0,0,-1
2,4,0,0,40.21096229553223
1,8,0,0,-1
2,4,0,0,40.91954231262207
1,4,0,0,-1
1,8,0,0,45.841217041015625
1,2,0,0,-1
2,1,0,0,56.86616897583008
1,1,0,0,-1
1,16,0,0,-1
2,4,0,0,-1
2,2,0,0,-1
1,4,0,0,-1
2,1,0,0,-1
1,2,0,0,57.58237838745117
1,4,0,0,-1
2,16,0,0,-1
1,8,0,0,31.296730041503906
2,4,0,0,-1
2,16,0,0,43.95699501037598
1,1,0,0,-1
2,8,0,0,-1
1,4,0,0,-1
2,8,0,0,-1
1,16,0,0,33.61320495605469
2,1,0,0,-1
2,8,0,0,-1
1,2,0,0,30.030012130737305
1,8,0,0,-1
1,1,0,0,38.50960731506348
1,8,0,0,-1
1,1,0,0,33.56456756591797
1,4,0,0,-1
1,16,0,0,30.14349937438965
2,8,0,0,-1
2,8,0,0,-1
1,8,0,0,27.849435806274414
1,2,0,0,-1
2,2,0,0,-1
2,8,0,0,-1
2,8,0,0,47.63460159301758
1,8,0,0,-1
1,1,0,0,36.455631256103516
2,1,0,0,-1
1,2,0,0,-1
1,16,0,0,38.51604461669922
1,16,0,0,-1
2,4,0,0,45.8369255065918
2,16,0,0,-1
2,8,0,0,41.37587547302246
2,2,0,0,-1
2,1,0,0,47.74332046508789
1,1,0,0,-1
2,2,0,0,-1
1,2,0,0,-1
2,2,0,0,49.2551326751709
2,16,0,0,-1
1,1,0,0,-1
2,8,0,0,-1
2,16,0,0,-1
1,1,0,0,-1
1,4,0,0,44.503211975097656
1,4,0,0,-1
2,8,0,0,41.28074645996094
2,2,0,0,-1
1,16,0,0,-1
1,8,0,0,-1
2,8,0,0,-1
2,1,0,0,-1
1,1,0,0,-1
1,2,0,0,-1
2,8,0,0,-1
2,2,0,0,45.46046257019043
1,2,0,0,-1
2,4,0,0,-1
2,4,0,0,41.74447059631348
1,8,0,0,-1
2,4,0,0,-1
2,1,0,0,-1
1,8,0,0,35.41302680969238
1,1,0,0,-1
2,1,0,0,-1
2,1,0,0,46.968698501586914
2,16,0,0,-1
2,2,0,0,-1
1,4,0,0,-1
1,8,0,0,40.79079627990723
2,2,0,0,-1
1,4,0,0,-1
2,1,0,0,-1
1,2,0,0,36.156415939331055
1,1,0,0,30.927181243896484
1,8,0,0,-1
1,2,0,0,35.4917049407959
1,4,0,0,-1
1,1,0,0,32.47785568237305
1,4,0,0,-1
2,1,0,0,47.07050323486328
1,2,0,0,-1
2,8,0,0,-1
2,1,0,0,47.80101776123047
2,8,0,0,-1
1,4,0,0,-1
2,2,0,0,42.3586368560791
1,2,0,0,-1
2,2,0,0,42.80591011047363
2,2,0,0,-1
2,16,0,0,36.48090362548828
1,2,0,0,-1
2,1,0,0,50.11940002441406
1,1,0,0,-1
1,4,0,0,-1
1,4,0,0,36.73863410949707
2,2,0,0,-1
2,4,0,0,53.6653995513916
2,4,0,0,-1
2,8,0,0,-1
2,8,0,0,-1
1,1,0,0,-1
2,2,0,0,-1
1,16,0,0,29.68454360961914
1,2,0,0,-1
1,1,0,0,46.40364646911621
1,16,0,0,-1
1,8,0,0,40.33041000366211
1,8,0,0,-1
1,1,0,0,30.54332733154297
2,8,0,0,-1
1,1,0,0,-1
2,4,0,0,44.275522232055664
1,16,0,0,-1
2,8,0,0,-1
2,8,0,0,-1
2,16,0,0,-1
2,1,0,0,-1
2,1,0,0,57.69705772399902
2,1,0,0,-1
2,1,0,0,49.764394760131836
1,1,0,0,-1
2,16,0,0,-1
2,2,0,0,-1
2,4,0,0,47.327280044555664
1,4,0,0,-1
1,16,0,0,-1
2,2,0,0,-1
2,1,0,0,-1
1,4,0,0,40.374755859375
2,4,0,0,-1
2,8,0,0,-1
2,1,0,0,51.37038230895996
1,8,0,0,-1
1,1,0,0,35.729169845581055
2,4,0,0,-1
1,8,0,0,27.239561080932617
2,2,0,0,-1
1,2,0,0,29.942035675048828
1,16,0,0,-1
2,4,0,0,51.018476486206055
2,8,0,0,-1
2,16,0,0,-1
2,2,0,0,49.07369613647461
2,1,0,0,-1
1,16,0,0,33.49184989929199
2,1,0,0,-1
2,2,0,0,49.24631118774414
1,2,0,0,-1
1,8,0,0,-1
1,2,0,0,31.356096267700195
1,8,0,0,-1
1,2,0,0,27.057409286499023
2,1,0,0,-1
1,1,0,0,30.42769432067871
2,4,0,0,-1
2,4,0,0,60.92691421508789
2,1,0,0,-1
2,4,0,0,-1
1,8,0,0,-1
2,8,0,0,-1
1,4,0,0,-1
1,4,0,0,33.57744216918945
2,8,0,0,-1
2,2,0,0,43.94650459289551
1,4,0,0,-1
2,2,0,0,50.14395713806152
1,8,0,0,-1
1,1,0,0,-1
2,2,0,0,-1
2,2,0,0,-1
1,4,0,0,42.76323318481445
1,2,0,0,-1
2,1,0,0,-1
1,8,0,0,-1
1,16,0,0,26.428937911987305
1,2,0,0,-1
2,4,0,0,-1
2,4,0,0,-1
2,8,0,0,45.66454887390137
1,8,0,0,-1
1,16,0,0,29.90865707397461
1,1,0,0,-1
2,1,0,0,70.06049156188965
1,8,0,0,-1
1,16,0,0,48.60973358154297
1,2,0,0,-1
2,1,0,0,47.32799530029297
1,4,0,0,-1
1,1,0,0,33.797264099121094
1,4,0,0,-1
2,8,0,0,49.32427406311035
2,1,0,0,-1
1,1,0,0,32.40513801574707
1,1,0,0,-1
2,2,0,0,50.687551498413086
1,1,0,0,-1
2,1,0,0,52.079200744628906
1,1,0,0,-1
2,4,0,0,-1
2,16,0,0,-1
2,1,0,0,45.915842056274414
2,2,0,0,-1
2,1,0,0,-1
1,1,0,0,-1
1,1,0,0,41.99576377868652
2,16,0,0,-1
2,1,0,0,-1
2,4,0,0,49.733877182006836
1,1,0,0,-1
1,1,0,0,31.924009323120117
2,2,0,0,-1
2,1,0,0,56.069135665893555
2,16,0,0,-1
1,2,0,0,30.158519744873047
1,16,0,0,-1
2,8,0,0,42.618513107299805
2,2,0,0,-1
2,2,0,0,56.78915977478027
2,8,0,0,-1
2,16,0,0,-1
1,1,0,0,-1
1,1,0,0,-1
2,2,0,0,47.58954048156738
1,4,0,0,-1
1,1,0,0,-1
1,8,0,0,-1
1,16,0,0,26.863813400268555
2,2,0,0,-1
2,16,0,0,44.463396072387695
2,8,0,0,-1
2,8,0,0,-1
2,8,0,0,41.769981384277344
1,2,0,0,-1
2,16,0,0,39.57390785217285
1,4,0,0,-1
2,16,0,0,48.74372482299805
2,4,0,0,-1
1,8,0,0,32.473087310791016
1,1,0,0,-1
1,1,0,0,30.282258987426758
2,8,0,0,-1
2,8,0,0,44.07238960266113
2,4,0,0,-1
2,16,0,0,40.044307708740234
2,1,0,0,-1
