model,bs,seq_len,latency
resnet152,16,0,61237
resnet152,16,0,41221
resnet152,16,0,39232
resnet152,16,0,40342
resnet152,16,0,38668
resnet152,16,0,38323
resnet152,16,0,38745
resnet152,16,0,38288
resnet152,16,0,38374
resnet152,16,0,50337
resnet152,16,0,43220
resnet152,16,0,38699
resnet152,16,0,38573
resnet152,16,0,57264
resnet152,16,0,42829
resnet152,16,0,38347
resnet152,16,0,39324
resnet152,16,0,38789
resnet152,16,0,54635
resnet152,16,0,53180
resnet152,16,0,47081
resnet152,16,0,46569
resnet152,16,0,38654
resnet152,16,0,54845
resnet152,16,0,44881
resnet152,16,0,47386
resnet152,16,0,47441
resnet152,16,0,49795
resnet152,16,0,53087
resnet152,16,0,43860
resnet152,16,0,58295
resnet152,16,0,44430
resnet152,16,0,60067
resnet152,16,0,50985
resnet152,16,0,65266
resnet152,16,0,53212
resnet152,16,0,43005
resnet152,16,0,38562
resnet152,16,0,38634
resnet152,16,0,54323
resnet152,16,0,42702
resnet152,16,0,43101
resnet152,16,0,39598
resnet152,16,0,48713
resnet152,16,0,54537
resnet152,16,0,43713
resnet152,16,0,52628
resnet152,16,0,44258
resnet152,16,0,55516
resnet152,16,0,43922
resnet152,16,0,52129
resnet152,16,0,49847
resnet152,16,0,43377
resnet152,16,0,56155
resnet152,16,0,49326
resnet152,16,0,54506
resnet152,16,0,45602
resnet152,16,0,56689
resnet152,16,0,43663
resnet152,16,0,52462
resnet152,16,0,44844
resnet152,16,0,48461
resnet152,16,0,45108
resnet152,16,0,42999
resnet152,16,0,38933
resnet152,16,0,38606
resnet152,16,0,40079
resnet152,16,0,38480
resnet152,16,0,39502
resnet152,16,0,48373
resnet152,16,0,44259
resnet152,16,0,46879
resnet152,16,0,38269
resnet152,16,0,38736
resnet152,16,0,38464
resnet152,16,0,47720
resnet152,16,0,43564
resnet152,16,0,38571
resnet152,16,0,38827
resnet152,16,0,38455
resnet152,16,0,38806
resnet152,16,0,38586
resnet152,16,0,38955
resnet152,16,0,46772
resnet152,16,0,42889
resnet152,16,0,38950
resnet152,16,0,38564
resnet152,16,0,52799
resnet152,16,0,42839
resnet152,16,0,38412
resnet152,16,0,38888
resnet152,16,0,39143
resnet152,16,0,38455
resnet152,16,0,39078
resnet152,16,0,39387
resnet152,16,0,38770
resnet152,16,0,38353
resnet152,16,0,51924
resnet152,16,0,43595
resnet152,16,0,38950
resnet152,16,0,38323
resnet152,16,0,44648
resnet152,16,0,42607
resnet152,16,0,39334
resnet152,16,0,38665
resnet152,16,0,51804
resnet152,16,0,42852
resnet152,16,0,38437
resnet152,16,0,38510
resnet152,16,0,38843
resnet152,16,0,38615
resnet152,16,0,38613
resnet152,16,0,38686
resnet152,16,0,51263
resnet152,16,0,42801
resnet152,16,0,38345
resnet152,16,0,47688
resnet152,16,0,43393
resnet152,16,0,38517
resnet152,16,0,39518
resnet152,16,0,39526
resnet152,16,0,38647
resnet152,16,0,38677
resnet152,16,0,38661
resnet152,16,0,38865
resnet152,16,0,38806
resnet152,16,0,39527
resnet152,16,0,38350
resnet152,16,0,38851
resnet152,16,0,48209
resnet152,16,0,57023
resnet152,16,0,44101
resnet152,16,0,52369
resnet152,16,0,42652
resnet152,16,0,42750
resnet152,16,0,49928
resnet152,16,0,42841
resnet152,16,0,58349
resnet152,16,0,44832
resnet152,16,0,38865
resnet152,16,0,38301
resnet152,16,0,46153
resnet152,16,0,62567
resnet152,16,0,44314
resnet152,16,0,56547
resnet152,16,0,46160
resnet152,16,0,61242
resnet152,16,0,44895
resnet152,16,0,60222
resnet152,16,0,44438
resnet152,16,0,56513
resnet152,16,0,45707
resnet152,16,0,57798
resnet152,16,0,44375
resnet152,16,0,57219
resnet152,16,0,44361
resnet152,16,0,46792
resnet152,16,0,39596
resnet152,16,0,38580
resnet152,16,0,38539
resnet152,16,0,49648
resnet152,16,0,47771
resnet152,16,0,38443
resnet152,16,0,38256
resnet152,16,0,38539
resnet152,16,0,38391
resnet152,16,0,40785
resnet152,16,0,42014
resnet152,16,0,40195
resnet152,16,0,38433
resnet152,16,0,38457
resnet152,16,0,38330
resnet152,16,0,38086
resnet152,16,0,38043
resnet152,16,0,38379
resnet152,16,0,38294
resnet152,16,0,38614
resnet152,16,0,37959
resnet152,16,0,38525
resnet152,16,0,39334
resnet152,16,0,40026
resnet152,16,0,38114
resnet152,16,0,38590
resnet152,16,0,40286
resnet152,16,0,39621
resnet152,16,0,38042
resnet152,16,0,38353
resnet152,16,0,38284
resnet152,16,0,38599
resnet152,16,0,38064
resnet152,16,0,38491
resnet152,16,0,38819
resnet152,16,0,38527
resnet152,16,0,37992
resnet152,16,0,38179
resnet152,16,0,38236
resnet152,16,0,41405
resnet152,16,0,41245
resnet152,16,0,38332
resnet152,16,0,38139
resnet152,16,0,39058
resnet152,16,0,39809
resnet152,16,0,39034
resnet152,16,0,38173
resnet152,16,0,38662
resnet152,16,0,38231
resnet152,16,0,38577
resnet152,16,0,38636
resnet152,16,0,38324
resnet152,16,0,38480
resnet152,16,0,38891
resnet152,16,0,38214
resnet152,16,0,38210
resnet152,16,0,38828
resnet152,16,0,38110
resnet152,16,0,38306
resnet152,16,0,38053
resnet152,16,0,40141
resnet152,16,0,41992
resnet152,16,0,39682
resnet152,16,0,38025
resnet152,16,0,38963
resnet152,16,0,38681
resnet152,16,0,38281
resnet152,16,0,38134
resnet152,16,0,38051
resnet152,16,0,41150
resnet152,16,0,39486
resnet152,16,0,38382
resnet152,16,0,39263
resnet152,16,0,38293
resnet152,16,0,39198
resnet152,16,0,38834
resnet152,16,0,39042
resnet152,16,0,39085
resnet152,16,0,39737
resnet152,16,0,39324
resnet152,16,0,38211
resnet152,16,0,38377
resnet152,16,0,38137
resnet152,16,0,38301
resnet152,16,0,38211
resnet152,16,0,38555
resnet152,16,0,38052
resnet152,16,0,38422
resnet152,16,0,38412
resnet152,16,0,38424
resnet152,16,0,41258
resnet152,16,0,41134
resnet152,16,0,37986
resnet152,16,0,38242
resnet152,16,0,38364
resnet152,16,0,41928
resnet152,16,0,38396
resnet152,16,0,38513
resnet152,16,0,40447
resnet152,16,0,38913
resnet152,16,0,43716
resnet152,16,0,39153
resnet152,16,0,39528
resnet152,16,0,38281
resnet152,16,0,38169
resnet152,16,0,38227
resnet152,16,0,41133
resnet152,16,0,38876
resnet152,16,0,38023
resnet152,16,0,40916
resnet152,16,0,39262
resnet152,16,0,41689
resnet152,16,0,42739
resnet152,16,0,38254
resnet152,16,0,41249
resnet152,16,0,40276
resnet152,16,0,39234
resnet152,16,0,42288
resnet152,16,0,38732
resnet152,16,0,38031
resnet152,16,0,40976
