model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,15,1,0,resnet152,0,52,1,0,vgg19,0,21,1,0,25577.0,27688.5,4441.831781656146
resnet101,1,35,1,0,resnet152,50,52,1,0,vgg19,0,22,1,0,17223.5,18864.377551020407,2454.87375923524
resnet101,0,22,1,0,resnet152,48,52,1,0,vgg19,0,22,1,0,11211.0,12180.877551020409,1428.0545655363119
resnet101,0,35,1,0,resnet152,0,9,1,0,vgg19,0,6,1,0,17105.5,18105.622448979593,1997.3235689511803
resnet101,0,35,1,0,resnet152,16,42,1,0,vgg19,21,22,1,0,21503.0,20791.38775510204,2430.926398673648
resnet101,0,20,1,0,resnet152,36,52,1,0,vgg19,0,22,1,0,11896.0,11983.969387755102,1819.2053852593906
resnet101,30,32,1,0,resnet152,7,29,1,0,vgg19,0,22,1,0,11273.0,11399.418367346938,446.83323199339253
resnet101,16,30,1,0,resnet152,41,52,1,0,vgg19,0,9,1,0,8662.5,8885.612244897959,1050.4133067284056
resnet101,9,35,1,0,resnet152,6,27,1,0,vgg19,0,22,1,0,15096.0,14666.918367346938,1925.7686494735794
resnet101,6,35,1,0,resnet152,3,4,1,0,vgg19,0,22,1,0,14444.0,14547.734693877552,812.574826080656
resnet101,0,15,1,0,resnet152,0,20,1,0,vgg19,5,22,1,0,11909.0,12227.040816326531,1702.3630630197622
resnet101,0,35,1,0,resnet152,0,52,1,0,vgg19,0,22,1,0,25378.5,25995.30612244898,1937.9523298625431
resnet101,0,35,1,0,resnet152,0,20,1,0,vgg19,0,22,1,0,17229.5,18226.724489795917,1842.87560223652
resnet101,0,35,1,0,resnet152,50,52,1,0,vgg19,0,22,1,0,17295.5,17332.938775510203,272.6817991698394
resnet101,0,1,1,0,resnet152,29,52,1,0,vgg19,0,13,1,0,11691.5,12478.795918367347,1499.7734451983458
resnet101,0,28,1,0,resnet152,0,52,1,0,vgg19,0,22,1,0,25430.0,25883.551020408162,1647.2229327732362
resnet101,18,29,1,0,resnet152,0,4,1,0,vgg19,9,22,1,0,6900.0,6916.59793814433,401.69215940018523
resnet101,31,35,1,0,resnet152,0,52,1,0,vgg19,16,19,1,0,25230.0,26989.48979591837,3299.840630798916
resnet101,0,20,1,0,resnet152,0,52,1,0,vgg19,0,22,1,0,25244.0,25315.938775510203,390.56209666787004
resnet101,9,9,1,0,resnet152,0,52,1,0,vgg19,0,22,1,0,25252.0,25717.755102040817,1506.2552637640229
resnet101,34,35,1,0,resnet152,0,52,1,0,vgg19,0,17,1,0,24876.5,25467.836734693876,1825.587569344303
resnet101,0,35,1,0,resnet152,11,52,1,0,vgg19,18,18,1,0,20816.5,22130.724489795917,2581.4521098642713
resnet101,0,35,1,0,resnet152,38,52,1,0,vgg19,0,22,1,0,18244.5,17793.602040816328,863.579472251277
resnet101,0,35,1,0,resnet152,40,52,1,0,vgg19,0,1,1,0,16608.0,16881.0,1099.0402213582838
resnet101,0,35,1,0,resnet152,0,9,1,0,vgg19,0,22,1,0,16796.0,17103.816326530614,707.1967850567966
resnet101,0,11,1,0,resnet152,20,50,1,0,vgg19,13,22,1,0,15084.5,16846.938775510203,2621.9210157016732
resnet101,0,11,1,0,resnet152,0,52,1,0,vgg19,0,22,1,0,24568.0,24873.80612244898,1189.1485777490193
resnet101,0,35,1,0,resnet152,49,52,1,0,vgg19,0,22,1,0,17574.0,18151.448979591838,1604.729191486577
resnet101,0,35,1,0,resnet152,0,52,1,0,vgg19,0,6,1,0,24652.0,25779.928571428572,2891.515096990235
resnet101,28,29,1,0,resnet152,0,52,1,0,vgg19,0,16,1,0,24374.0,24354.908163265307,315.06044404645417
resnet101,22,35,1,0,resnet152,0,50,1,0,vgg19,2,22,1,0,25561.0,25405.285714285714,609.8543486199079
resnet101,0,23,1,0,resnet152,0,14,1,0,vgg19,0,22,1,0,11267.5,12029.551020408164,1102.4919095676958
resnet101,0,35,1,0,resnet152,0,52,1,0,vgg19,0,1,1,0,24705.5,24845.14285714286,654.5375061360314
resnet101,0,27,1,0,resnet152,0,52,1,0,vgg19,0,22,1,0,24670.0,24675.448979591838,253.12822927943546
resnet101,33,35,1,0,resnet152,0,52,1,0,vgg19,6,22,1,0,24363.0,24427.98979591837,377.4149585221615
resnet101,0,9,1,0,resnet152,4,52,1,0,vgg19,3,22,1,0,23012.0,23057.785714285714,271.53036625010907
resnet101,0,35,1,0,resnet152,0,48,1,0,vgg19,0,20,1,0,23249.0,23645.80612244898,661.00326743092
resnet101,0,7,1,0,resnet152,0,23,1,0,vgg19,21,22,1,0,11677.5,11720.724489795919,210.28196719352923
resnet101,25,35,1,0,resnet152,0,1,1,0,vgg19,1,22,1,0,5941.5,5852.081632653061,729.0932679267517
resnet101,0,15,1,0,resnet152,40,52,1,0,vgg19,13,14,1,0,7837.0,8328.632653061224,1332.3485431997253
resnet101,14,35,1,0,resnet152,0,52,1,0,vgg19,0,12,1,0,24386.0,24442.15306122449,233.55960442071208
resnet101,4,35,1,0,resnet152,0,52,1,0,vgg19,14,14,1,0,24362.5,24424.102040816328,182.56502838077122
resnet101,16,35,1,0,resnet152,29,41,1,0,vgg19,0,21,1,0,11054.5,10350.744897959185,1041.6117741194046
resnet101,0,32,1,0,resnet152,0,52,1,0,vgg19,0,22,2,0,24891.5,24944.65306122449,237.0347043410679
resnet101,0,35,1,0,resnet152,32,47,1,0,vgg19,16,16,2,0,16737.0,17576.0,1582.5630141885508
resnet101,0,35,1,0,resnet152,0,10,1,0,vgg19,0,22,2,0,16813.5,16840.683673469386,253.66564032281386
resnet101,33,35,1,0,resnet152,0,11,1,0,vgg19,16,22,2,0,6444.5,6335.928571428572,634.3027547582286
resnet101,0,30,1,0,resnet152,32,47,1,0,vgg19,0,22,2,0,14638.5,15574.061224489797,1518.596981483214
resnet101,23,35,1,0,resnet152,37,52,1,0,vgg19,0,15,2,0,8819.0,8704.551020408164,1502.869195514197
resnet101,0,7,1,0,resnet152,0,14,1,0,vgg19,0,22,2,0,6960.0,7011.244897959184,252.01308118074755
resnet101,0,35,1,0,resnet152,8,52,1,0,vgg19,14,18,2,0,21443.0,22735.84693877551,2358.8592164652123
resnet101,24,27,1,0,resnet152,21,52,1,0,vgg19,0,14,2,0,15069.0,15350.530612244898,1064.4100138735632
resnet101,0,35,1,0,resnet152,0,52,1,0,vgg19,0,22,2,0,24584.0,24918.73469387755,1275.1930350152627
resnet101,0,17,1,0,resnet152,0,43,1,0,vgg19,0,22,2,0,20351.0,20406.81443298969,179.99881614140511
resnet101,0,35,1,0,resnet152,0,3,1,0,vgg19,0,5,2,0,17202.5,18513.38775510204,2526.7454166707
resnet101,0,5,1,0,resnet152,9,52,1,0,vgg19,18,19,2,0,20986.0,22328.020408163266,2865.2216069139163
resnet101,25,27,1,0,resnet152,25,52,1,0,vgg19,0,7,2,0,13170.0,13224.163265306122,363.00260565426623
resnet101,0,35,1,0,resnet152,34,52,1,0,vgg19,0,1,2,0,16796.0,17611.11224489796,1787.8910725771532
resnet101,0,35,1,0,resnet152,0,52,1,0,vgg19,20,22,2,0,24802.0,26154.744897959183,3015.413212660284
resnet101,25,35,1,0,resnet152,0,52,1,0,vgg19,0,22,2,0,24748.0,25508.969387755104,2289.0555375885774
resnet101,0,35,1,0,resnet152,0,21,1,0,vgg19,17,21,2,0,16928.0,18269.79591836735,2132.3179442788414
resnet101,30,35,1,0,resnet152,0,52,1,0,vgg19,7,22,2,0,24715.0,26196.35714285714,2837.4137701542973
resnet101,21,35,1,0,resnet152,0,18,1,0,vgg19,0,22,2,0,8972.0,9625.122448979591,1426.8571519059021
resnet101,0,6,1,0,resnet152,0,52,1,0,vgg19,0,2,2,0,24685.0,24885.35714285714,986.5090093406162
resnet101,0,35,1,0,resnet152,21,52,1,0,vgg19,0,21,2,0,17012.0,18927.134020618556,2934.2141842315614
resnet101,0,35,1,0,resnet152,21,33,1,0,vgg19,1,14,2,0,16683.5,16679.438775510203,186.71461724347714
resnet101,8,35,1,0,resnet152,17,26,1,0,vgg19,0,20,2,0,13313.5,14251.755102040815,1467.5819975786112
resnet101,0,9,1,0,resnet152,15,40,1,0,vgg19,0,22,2,0,12404.0,12472.214285714286,433.67605821556225
resnet101,0,7,1,0,resnet152,0,52,1,0,vgg19,17,22,2,0,24239.0,24397.51020408163,606.7526350169056
