model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,1,35,1,0,vgg19,0,22,1,0,bert,6,12,1,16,16865.0,18907.88775510204,3780.979737199787
resnet101,0,12,1,0,vgg19,0,22,1,0,bert,0,0,1,16,7156.0,6841.806122448979,719.0899954770395
resnet101,0,35,1,0,vgg19,19,22,1,0,bert,0,12,1,32,17494.0,19190.45918367347,2656.494122682042
resnet101,10,35,1,0,vgg19,4,22,1,0,bert,0,12,1,32,14701.5,14993.19387755102,2685.7782882121714
resnet101,0,35,1,0,vgg19,12,22,1,0,bert,10,12,1,64,16571.0,17901.01020408163,2998.150097993754
resnet101,25,35,1,0,vgg19,0,11,1,0,bert,10,12,1,16,5032.5,5150.3877551020405,474.58488053208595
resnet101,0,35,1,0,vgg19,4,22,1,0,bert,0,12,1,8,17041.5,18467.34693877551,2878.6119993668462
resnet101,21,35,1,0,vgg19,11,15,1,0,bert,0,12,1,8,11658.5,12218.408163265307,1407.8327521025162
resnet101,0,35,1,0,vgg19,0,22,1,0,bert,0,12,1,16,16811.0,17373.70408163265,1362.3750061309402
resnet101,0,35,1,0,vgg19,19,22,1,0,bert,1,12,1,32,16828.0,17760.173469387755,2513.386482967853
resnet101,0,35,1,0,vgg19,18,22,1,0,bert,1,12,1,32,17095.0,18510.285714285714,2972.984997593894
resnet101,0,28,1,0,vgg19,15,22,1,0,bert,0,12,1,8,13789.0,15145.34693877551,2640.9086720913624
resnet101,30,35,1,0,vgg19,0,22,1,0,bert,8,8,1,8,3370.0,3412.877551020408,304.5710354227603
resnet101,0,35,1,0,vgg19,0,0,1,0,bert,0,12,1,8,16987.5,18726.816326530614,3318.5444570176896
resnet101,27,35,1,0,vgg19,0,6,1,0,bert,6,6,1,8,4059.5,4146.683673469388,383.37935060216563
resnet101,0,32,1,0,vgg19,5,22,1,0,bert,0,12,1,8,15717.0,16184.520408163266,1537.6642784616465
resnet101,0,35,1,0,vgg19,0,22,1,0,bert,0,12,1,32,17033.5,18731.816326530614,2895.2616544790408
resnet101,0,35,1,0,vgg19,0,22,1,0,bert,0,12,1,8,16700.0,17730.95918367347,2630.9623478653293
