model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
inception_v3,3,10,1,0,vgg19,3,12,1,0,bert,0,9,1,16,12882.0,14236.724489795919,3183.737807058572
inception_v3,7,14,1,0,vgg19,8,15,1,0,bert,7,11,1,8,11004.0,11286.357142857143,914.1600276332634
inception_v3,3,13,1,0,vgg19,7,17,1,0,bert,7,12,1,16,16032.0,16153.816326530612,524.5897978992491
inception_v3,9,13,1,0,vgg19,11,17,1,0,bert,6,10,1,64,6973.5,7123.510204081633,563.7076106493863
inception_v3,6,14,1,0,vgg19,10,21,1,0,bert,4,8,1,16,12927.5,12969.897959183674,301.9780195337888
inception_v3,8,12,1,0,vgg19,4,15,1,0,bert,8,12,1,32,7184.0,7442.714285714285,855.4820576846764
inception_v3,7,13,1,0,vgg19,18,22,1,0,bert,8,12,1,8,10780.5,10826.326530612245,347.86919238474155
inception_v3,5,9,1,0,vgg19,16,20,1,0,bert,2,12,1,64,13609.5,13886.316326530612,1117.3619404919673
inception_v3,10,14,1,0,vgg19,5,11,1,0,bert,5,10,1,64,7109.0,7185.469387755102,363.80907765098135
inception_v3,2,8,1,0,vgg19,7,11,1,0,bert,5,12,1,16,9121.5,9722.051020408164,1805.792264209411
inception_v3,7,14,1,0,vgg19,12,19,1,0,bert,8,12,1,16,11047.0,11032.877551020409,77.56475442297472
inception_v3,7,13,1,0,vgg19,2,8,1,0,bert,8,12,1,64,10751.0,10777.07142857143,127.0802614773154
inception_v3,9,13,1,0,vgg19,12,19,1,0,bert,0,8,1,16,10395.5,10502.122448979591,484.65957472600735
inception_v3,9,14,1,0,vgg19,11,15,1,0,bert,1,5,1,32,7171.0,7417.622448979592,847.318718379602
inception_v3,1,9,1,0,vgg19,8,16,1,0,bert,4,11,1,8,11173.5,11497.173469387755,1096.5572658348995
inception_v3,0,14,1,0,vgg19,2,8,1,0,bert,1,12,1,8,18257.5,18544.14285714286,1040.7649365064258
inception_v3,0,5,1,0,vgg19,2,18,1,0,bert,3,10,1,8,9294.0,9348.285714285714,395.11088601163345
inception_v3,4,13,1,0,vgg19,2,10,1,0,bert,5,9,1,16,14831.0,14832.234693877552,113.43494053910538
inception_v3,7,13,1,0,vgg19,14,21,1,0,bert,4,10,1,8,10836.0,10879.438775510203,236.57294108930438
inception_v3,1,9,1,0,vgg19,14,18,1,0,bert,3,11,1,16,11097.5,11614.663265306122,1544.0920318867904
inception_v3,3,10,1,0,vgg19,14,18,1,0,bert,6,12,1,32,11370.5,11567.867346938776,811.7151234188253
inception_v3,2,12,1,0,vgg19,15,19,1,0,bert,0,8,1,32,15363.0,15640.0,920.3457646616364
inception_v3,6,13,1,0,vgg19,17,21,1,0,bert,4,8,1,64,12676.0,12677.265306122448,97.92349690097087
inception_v3,4,10,1,0,vgg19,10,22,1,0,bert,4,10,1,64,10347.0,10455.102040816326,502.5275602107264
inception_v3,0,12,1,0,vgg19,9,18,1,0,bert,1,10,1,16,16449.5,16491.48979591837,270.80587387360737
inception_v3,10,14,1,0,vgg19,10,18,1,0,bert,5,11,1,8,7995.0,8061.959183673469,402.29978968799753
inception_v3,4,11,1,0,vgg19,8,12,1,0,bert,0,6,1,8,11262.0,11460.755102040815,728.540966607225
inception_v3,0,5,1,0,vgg19,9,16,1,0,bert,5,12,1,8,8988.5,9223.989795918367,849.5287949005992
inception_v3,2,13,1,0,vgg19,0,16,1,0,bert,6,10,1,16,17271.5,17298.816326530614,447.2808629325531
inception_v3,8,12,1,0,vgg19,12,19,1,0,bert,7,12,1,64,7174.5,7372.091836734694,894.1529349937017
inception_v3,1,14,1,0,vgg19,12,22,1,0,bert,0,10,1,16,17847.5,18221.714285714286,1150.3741538636684
inception_v3,8,14,1,0,vgg19,14,21,1,0,bert,8,12,1,32,9067.0,9157.336734693878,434.9623709710604
inception_v3,10,14,1,0,vgg19,0,21,1,0,bert,8,12,1,64,5969.5,6208.571428571428,805.565297775166
inception_v3,8,14,1,0,vgg19,9,14,1,0,bert,6,11,1,8,9233.0,9296.163265306122,615.7337201751797
inception_v3,8,14,1,0,vgg19,13,18,1,0,bert,2,12,1,64,13988.5,13902.795918367347,733.9942578764395
inception_v3,1,8,1,0,vgg19,15,21,1,0,bert,6,11,1,64,9211.5,9493.877551020409,1145.4718149670023
inception_v3,2,13,1,0,vgg19,10,16,1,0,bert,7,11,1,16,17098.5,17109.632653061224,190.30616512556287
inception_v3,0,13,1,0,vgg19,0,9,1,0,bert,7,12,1,64,18155.0,18161.556701030928,105.31905077001113
