model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,35,1,0,resnet152,0,52,1,0,bert,0,12,1,16,24698.5,24802.163265306124,364.27125164224975
resnet101,0,35,1,0,resnet152,0,52,1,0,bert,0,12,1,8,24718.0,24813.683673469386,299.9318492978702
resnet101,0,2,1,0,resnet152,0,52,1,0,bert,0,12,1,8,24516.0,24579.551020408162,332.27638245246
resnet101,0,35,1,0,resnet152,0,52,1,0,bert,0,1,1,32,24555.5,24611.23469387755,302.7957417886098
resnet101,0,35,1,0,resnet152,0,52,1,0,bert,0,12,1,32,24748.5,24831.30612244898,298.5986456550086
resnet101,0,35,1,0,resnet152,0,52,1,0,bert,2,12,1,16,24612.5,24665.897959183672,200.36560918175016
resnet101,0,35,1,0,resnet152,0,52,1,0,bert,0,12,1,64,24823.0,25188.571428571428,1384.663371748247
resnet101,5,9,1,0,resnet152,0,52,1,0,bert,0,7,1,32,24780.5,24927.622448979593,765.5120137329739
resnet101,0,35,1,0,resnet152,10,41,1,0,bert,5,12,1,32,17513.0,18778.938775510203,2338.244932336752
resnet101,10,15,1,0,resnet152,38,52,1,0,bert,0,12,1,16,11569.5,11637.918367346938,245.35707729129453
resnet101,0,27,1,0,resnet152,0,52,1,0,bert,0,11,1,64,24785.5,25396.020408163266,1756.5981732999296
resnet101,0,30,1,0,resnet152,0,52,1,0,bert,0,12,1,8,24809.0,25261.326530612245,1417.0888078367307
resnet101,0,17,1,0,resnet152,0,52,1,0,bert,0,4,1,64,24928.5,24981.79591836735,262.66724348434997
resnet101,0,35,1,0,resnet152,0,38,1,0,bert,0,7,1,8,20203.5,20934.122448979593,2513.5728464466674
resnet101,0,35,1,0,resnet152,0,42,1,0,bert,3,4,1,8,20311.0,21060.11224489796,2006.9362419463696
resnet101,30,30,1,0,resnet152,0,10,1,0,bert,3,12,1,32,8483.0,8687.561224489797,882.3347398750304
