query_id,model_id,bs,seq_len,search_times,latency
2,2,32,0,0,66.63727760314941
1,5,32,0,0,95.77035903930664
3,5,16,0,0,74.21398162841797
5,2,4,0,1,46.16594314575195
4,5,8,0,1,55.222272872924805
6,5,8,0,0,44.64244842529297
7,5,4,0,0,4.313945770263672
8,5,4,0,0,8.356571197509766
9,5,8,0,0,6.266117095947266
10,5,16,0,0,9.827852249145508
11,2,4,0,0,25.41375160217285
12,2,32,0,0,27.872800827026367
13,2,16,0,0,28.203248977661133
14,2,4,0,0,35.91752052307129
15,2,8,0,0,34.41596031188965
16,2,8,0,0,23.683786392211914
17,5,16,0,0,9.750604629516602
19,2,8,0,0,28.631210327148438
18,5,16,0,0,31.14151954650879
20,5,32,0,0,30.707836151123047
21,5,16,0,0,27.756690979003906
22,2,8,0,0,33.71167182922363
23,2,16,0,0,52.19459533691406
25,2,4,0,1,54.805755615234375
24,5,8,0,1,56.43892288208008
26,5,16,0,0,13.313055038452148
27,2,32,0,0,25.23183822631836
28,5,16,0,0,8.982181549072266
29,2,4,0,0,24.94502067565918
30,5,16,0,0,26.548147201538086
31,2,16,0,0,35.579681396484375
32,2,16,0,0,52.68096923828125
33,2,4,0,0,51.46026611328125
34,2,8,0,0,66.08080863952637
35,2,4,0,0,58.791160583496094
36,2,8,0,0,47.3332405090332
37,2,16,0,0,67.25478172302246
38,2,4,0,0,80.5506706237793
39,2,8,0,0,102.6303768157959
40,2,4,0,0,61.08689308166504
41,2,4,0,1,71.42043113708496
42,5,4,0,1,55.53889274597168
44,2,4,0,1,68.50814819335938
43,5,8,0,1,77.3458480834961
45,2,32,0,0,77.40235328674316
46,2,32,0,0,76.36642456054688
47,2,8,0,0,93.17874908447266
48,2,8,0,0,92.1316146850586
49,2,16,0,1,87.16988563537598
52,5,32,0,1,59.8909854888916
50,2,32,0,1,101.6387939453125
53,5,4,0,1,61.835289001464844
51,2,32,0,1,111.12046241760254
54,5,16,0,1,86.16995811462402
55,2,8,0,0,81.79426193237305
56,2,32,0,1,93.73116493225098
57,5,16,0,1,64.84460830688477
58,2,32,0,0,70.35446166992188
59,5,4,0,0,48.65217208862305
60,2,16,0,0,39.95990753173828
61,2,32,0,0,57.29818344116211
62,5,32,0,0,51.65719985961914
63,2,32,0,0,63.935041427612305
65,5,32,0,0,49.72410202026367
64,2,4,0,0,76.82371139526367
66,5,4,0,0,58.3188533782959
67,2,16,0,0,37.31584548950195
69,2,4,0,0,48.592567443847656
68,5,32,0,0,49.749135971069336
70,2,32,0,0,55.63640594482422
71,5,8,0,0,6.262779235839844
72,2,4,0,0,24.476289749145508
73,2,8,0,0,25.299787521362305
75,2,32,0,0,38.619041442871094
74,5,8,0,0,45.40538787841797
76,2,32,0,0,49.0872859954834
77,2,8,0,0,71.40922546386719
78,5,8,0,0,37.981510162353516
79,5,4,0,0,40.97414016723633
80,2,16,0,0,31.6159725189209
81,5,4,0,0,32.09042549133301
82,5,32,0,0,16.078710556030273
83,5,8,0,0,6.140947341918945
84,2,16,0,0,25.590181350708008
85,2,16,0,0,41.11838340759277
86,5,16,0,0,38.033485412597656
87,2,4,0,0,53.76243591308594
88,2,8,0,1,68.4504508972168
89,5,8,0,1,62.01672554016113
91,2,4,0,1,73.89974594116211
90,5,8,0,1,76.54094696044922
95,2,32,0,1,59.042930603027344
92,5,16,0,1,93.52350234985352
97,2,32,0,1,68.38440895080566
93,5,4,0,1,106.44769668579102
94,5,16,0,0,104.4003963470459
98,2,4,0,1,53.28655242919922
96,5,16,0,1,104.77328300476074
99,2,4,0,0,75.54888725280762
102,2,16,0,1,62.00575828552246
100,5,32,0,1,74.35750961303711
103,2,16,0,1,78.00030708312988
101,5,32,0,1,101.2725830078125
104,2,16,0,0,28.90300750732422
105,2,4,0,0,42.23823547363281
106,5,8,0,0,40.773868560791016
107,2,16,0,0,37.54305839538574
108,2,8,0,0,47.36781120300293
110,5,8,0,0,24.325132369995117
109,2,32,0,0,49.68833923339844
111,2,32,0,0,61.10382080078125
112,2,32,0,0,26.962995529174805
113,5,16,0,0,19.387006759643555
114,5,8,0,0,6.290435791015625
115,2,16,0,0,30.87162971496582
116,5,8,0,0,35.47191619873047
117,5,8,0,0,40.15207290649414
118,5,32,0,0,38.40374946594238
119,2,4,0,0,46.49996757507324
120,2,4,0,0,40.59433937072754
121,5,32,0,0,35.33482551574707
122,5,8,0,0,40.27581214904785
123,5,32,0,0,17.687082290649414
124,2,4,0,0,25.7413387298584
125,5,8,0,0,14.009475708007812
126,5,32,0,0,16.057491302490234
127,5,32,0,0,17.260313034057617
128,2,4,0,0,26.034832000732422
129,2,16,0,0,28.69439125061035
130,5,32,0,0,17.754793167114258
131,5,16,0,0,18.800973892211914
132,5,32,0,0,16.83950424194336
133,2,8,0,0,32.40609169006348
