model,start,end,bs,model,start,end,bs,median,mean,var
vgg16,5,14,1,vgg16,0,5,1,1764.5,1858.81,454.7585885939924
vgg16,7,17,1,vgg16,9,16,1,2195.0,2253.91,343.16142251133067
vgg16,5,14,1,vgg16,12,17,1,1783.5,1827.71,356.1182470753219
vgg16,5,16,1,vgg16,6,12,1,2301.5,2328.89,198.59249205345097
vgg16,6,14,1,vgg16,12,18,1,1724.5,1761.72,143.7463098656797
vgg16,2,12,1,vgg16,2,18,1,3081.0,3168.34,520.739286399634
vgg16,8,14,1,vgg16,1,10,1,1821.5,1883.91,419.920756691069
vgg16,3,13,1,vgg16,9,13,1,2248.5,2336.29,631.1452494473835
vgg16,10,17,1,vgg16,9,18,1,2000.5,2131.86,615.0872949427585
vgg16,8,15,1,vgg16,6,10,1,1642.0,1766.73,615.5737137825168
vgg16,6,18,1,vgg16,13,17,1,2604.5,2767.19,541.3102011785849
vgg16,7,17,1,vgg16,14,18,1,2306.5,2413.35,403.94441139840023
vgg16,4,11,1,vgg16,7,14,1,1584.0,1694.62,424.4309550445161
vgg16,14,18,1,vgg16,3,8,1,1306.5,1315.88,107.30333452414236
vgg16,2,16,1,vgg16,4,12,1,2836.0,2851.06,134.9713169528993
vgg16,14,18,1,vgg16,6,11,1,1310.5,1322.54,95.28530002051734
vgg16,11,18,1,vgg16,11,18,1,1681.5,1722.28,124.96144045264522
vgg16,8,14,1,vgg16,10,16,1,1612.0,1645.62,241.08030944065092
vgg16,6,16,1,vgg16,3,13,1,2267.0,2271.17,59.33886668954843
vgg16,2,16,1,vgg16,3,13,1,2790.5,2803.77,128.1965565060154
vgg16,5,18,1,vgg16,10,16,1,2669.5,2840.48,728.5414673167205
vgg16,1,11,1,vgg16,14,18,1,2054.0,2121.23,387.47745366666175
vgg16,10,18,1,vgg16,4,11,1,1930.0,2052.47,627.704141375537
vgg16,11,17,1,vgg16,4,10,1,1638.0,1750.52,618.2686548742382
vgg16,11,15,1,vgg16,2,15,1,2568.5,2627.18,445.2858268573119
vgg16,13,18,1,vgg16,14,18,1,1270.5,1405.17,453.4106759881157
vgg16,12,16,1,vgg16,6,13,1,1722.5,1807.03,564.0995028361575
vgg16,2,14,1,vgg16,10,16,1,2337.5,2554.78,689.508688560195
vgg16,10,15,1,vgg16,12,16,1,1375.0,1427.43,342.00415947762974
vgg16,12,17,1,vgg16,13,17,1,1408.5,1464.23,324.2782094128435
vgg16,14,18,1,vgg16,1,9,1,1791.0,1929.36,470.6157991398079
vgg16,7,17,1,vgg16,8,15,1,2307.5,2450.3,646.2031182221268
vgg16,12,18,1,vgg16,6,18,1,2588.5,2667.27,494.9181923308134
vgg16,8,13,1,vgg16,6,15,1,2041.0,2098.21,412.39295083694145
vgg16,3,16,1,vgg16,4,17,1,2791.0,3022.75,878.2841040916088
vgg16,3,13,1,vgg16,9,14,1,2235.5,2288.91,253.47655098647687
vgg16,14,18,1,vgg16,13,17,1,1197.0,1274.06,261.4059991660482
vgg16,9,16,1,vgg16,6,16,1,2272.0,2310.5,211.15105967055908
vgg16,2,13,1,vgg16,11,17,1,2325.5,2582.78,995.2017743151384
vgg16,3,10,1,vgg16,13,18,1,1566.0,1611.62,341.79894031433156
vgg16,10,17,1,vgg16,14,18,1,1849.0,1930.9,588.0958510311053
vgg16,7,13,1,vgg16,9,14,1,1493.0,1562.78,560.9275635944449
vgg16,12,18,1,vgg16,12,16,1,1422.0,1536.21,578.4734098469869
vgg16,0,4,1,vgg16,1,7,1,1376.5,1384.48,97.06487315192865
vgg16,6,12,1,vgg16,9,17,1,1910.5,2024.83,617.1486863795466
vgg16,6,10,1,vgg16,10,17,1,1860.0,1948.96,369.2009729131276
vgg16,10,14,1,vgg16,7,11,1,1150.0,1161.01,120.21443299371336
vgg16,5,14,1,vgg16,2,10,1,1809.0,1810.84,60.98683792426035
vgg16,4,18,1,vgg16,0,10,1,2832.5,2981.18,757.9712181870759
vgg16,7,14,1,vgg16,6,12,1,1594.5,1683.84,333.40632027602595
vgg16,6,18,1,vgg16,0,17,1,3424.5,3673.52,801.03355085789
vgg16,14,18,1,vgg16,8,18,1,2188.0,2298.95,591.6070211719939
vgg16,4,14,1,vgg16,10,15,1,2105.0,2399.4,900.2658385166017
vgg16,11,15,1,vgg16,11,18,1,1702.5,1799.43,527.0754643312473
vgg16,4,18,1,vgg16,7,12,1,2839.0,2886.02,201.7470188131661
vgg16,10,18,1,vgg16,0,5,1,1942.0,2008.81,370.9624157512456
vgg16,9,13,1,vgg16,10,15,1,1362.0,1392.15,190.33183522469383
vgg16,5,18,1,vgg16,4,11,1,2629.5,2708.91,460.90062041615863
vgg16,7,14,1,vgg16,4,11,1,1520.0,1553.62,116.8335379931636
vgg16,3,14,1,vgg16,8,18,1,2220.0,2229.39,85.62907158202756
vgg16,11,15,1,vgg16,6,10,1,1074.5,1105.37,265.4731494897365
vgg16,2,6,1,vgg16,4,8,1,1138.5,1212.51,331.7435001623996
vgg16,9,15,1,vgg16,12,18,1,1456.5,1548.44,333.8645929115575
vgg16,8,14,1,vgg16,1,18,1,3280.0,3312.95,285.4309154594155
vgg16,5,12,1,vgg16,2,17,1,3021.5,3119.54,517.7104870485048
vgg16,14,18,1,vgg16,11,15,1,1205.0,1323.21,440.0347326064159
vgg16,6,10,1,vgg16,14,18,1,1197.5,1235.08,299.0502526332322
vgg16,0,5,1,vgg16,12,18,1,1475.5,1535.38,369.7058230539519
vgg16,10,18,1,vgg16,2,9,1,1978.0,2094.78,728.463720167312
vgg16,4,14,1,vgg16,4,18,1,2850.0,2863.44,112.16570955510423
vgg16,12,17,1,vgg16,0,5,1,1405.5,1422.8,112.2253981948828
vgg16,10,17,1,vgg16,2,9,1,1800.0,1825.62,90.99558011244282
vgg16,9,13,1,vgg16,6,10,1,1223.0,1268.53,224.30472375765962
vgg16,0,16,1,vgg16,13,18,1,3198.0,3234.8,198.55417396771088
vgg16,3,12,1,vgg16,7,18,1,2300.0,2499.85,408.88649708690554
vgg16,11,15,1,vgg16,7,15,1,1793.0,1782.73,75.29685982828235
vgg16,5,16,1,vgg16,12,16,1,2343.5,2438.07,469.10338423422183
vgg16,8,17,1,vgg16,10,18,1,2084.0,2107.1,92.09326794071325
vgg16,1,11,1,vgg16,7,15,1,1994.0,2010.43,73.13894379877247
vgg16,5,10,1,vgg16,3,17,1,3001.5,2999.53,58.22000601167952
vgg16,11,17,1,vgg16,11,15,1,1647.5,1656.14,120.20307982743203
vgg16,10,18,1,vgg16,1,17,1,3270.5,3434.71,692.6650604007683
vgg16,0,18,1,vgg16,1,18,1,3459.5,3897.48,1343.8264655825171
vgg16,8,16,1,vgg16,4,15,1,2301.0,2411.12,520.1030720924459
vgg16,11,16,1,vgg16,4,18,1,2862.5,2957.2,516.9105144993667
vgg16,7,11,1,vgg16,4,8,1,1187.0,1199.3,212.7902018420961
vgg16,3,16,1,vgg16,1,5,1,2740.5,2870.42,844.8197580549357
vgg16,5,17,1,vgg16,0,11,1,2537.5,2570.64,177.20234309963286
vgg16,6,12,1,vgg16,7,12,1,1501.5,1567.74,313.6132529087379
vgg16,10,16,1,vgg16,10,16,1,1564.0,1600.15,88.4826960484365
vgg16,12,18,1,vgg16,8,17,1,2136.0,2191.05,259.9596651405752
vgg16,1,11,1,vgg16,0,11,1,2163.0,2192.95,146.7391137359089
vgg16,7,18,1,vgg16,6,13,1,2327.5,2358.71,78.1739464271825
vgg16,12,18,1,vgg16,12,18,1,1420.0,1436.32,73.07473982163741
vgg16,4,16,1,vgg16,4,11,1,2507.0,2536.17,117.72145556354629
