model_id,bs,seq_len,latency
5.0,8.0,0.0,23.03481101989746
1.0,16.0,0.0,30.300617218017578
5.0,4.0,0.0,32.84478187561035
1.0,1.0,0.0,39.93988037109375
5.0,2.0,0.0,58.46047401428223
5.0,16.0,0.0,62.145233154296875
1.0,1.0,0.0,27.86564826965332
5.0,1.0,0.0,29.256582260131836
5.0,16.0,0.0,34.86156463623047
1.0,8.0,0.0,53.06100845336914
5.0,4.0,0.0,7.672309875488281
1.0,16.0,0.0,23.128747940063477
1.0,8.0,0.0,24.0786075592041
1.0,4.0,0.0,47.35159873962402
1.0,1.0,0.0,58.24089050292969
1.0,2.0,0.0,59.056997299194336
1.0,2.0,0.0,35.587310791015625
5.0,4.0,0.0,12.635231018066406
5.0,16.0,0.0,28.85913848876953
5.0,16.0,0.0,44.28458213806152
5.0,16.0,0.0,37.680864334106445
1.0,16.0,0.0,34.45935249328613
5.0,16.0,0.0,18.09978485107422
5.0,2.0,0.0,11.026382446289062
5.0,2.0,0.0,8.11624526977539
1.0,4.0,0.0,33.5078239440918
5.0,2.0,0.0,21.027565002441406
1.0,1.0,0.0,48.87747764587402
5.0,16.0,0.0,16.776084899902344
5.0,2.0,0.0,5.822896957397461
1.0,16.0,0.0,23.32139015197754
5.0,8.0,0.0,9.335994720458984
5.0,4.0,0.0,6.78706169128418
1.0,1.0,0.0,27.011394500732422
5.0,4.0,0.0,25.908470153808594
1.0,4.0,0.0,35.8891487121582
1.0,4.0,0.0,57.75880813598633
1.0,1.0,0.0,60.49370765686035
1.0,2.0,0.0,78.99022102355957
1.0,16.0,0.0,71.3808536529541
1.0,2.0,0.0,64.54730033874512
1,4,0,-1
1.0,1.0,0.0,81.32815361022949
1,2,0,-1
1.0,1.0,0.0,42.73676872253418
1.0,16.0,0.0,53.39670181274414
1.0,1.0,0.0,64.92948532104492
5.0,1.0,0.0,35.65645217895508
1.0,4.0,0.0,62.28756904602051
5.0,1.0,0.0,63.086509704589844
1.0,2.0,0.0,52.43062973022461
1.0,2.0,0.0,55.06110191345215
5,4,0,-1
1.0,4.0,0.0,49.37624931335449
5,16,0,-1
5.0,8.0,0.0,32.806396484375
1.0,8.0,0.0,75.29711723327637
5.0,1.0,0.0,46.631574630737305
1.0,8.0,0.0,94.07210350036621
1.0,2.0,0.0,68.79568099975586
5,4,0,-1
5.0,4.0,0.0,34.108638763427734
1.0,8.0,0.0,89.78843688964844
