model,bs,seq_len,latency
resnet101,16,0,26306
resnet101,16,0,47738
resnet101,16,0,36514
resnet101,16,0,78737
resnet101,16,0,61508
resnet101,16,0,58117
resnet101,16,0,59330
resnet101,16,0,59031
resnet101,16,0,46158
resnet101,16,0,57222
resnet101,16,0,61626
resnet101,16,0,34933
resnet101,16,0,42602
resnet101,16,0,61854
resnet101,16,0,36412
resnet101,16,0,60687
resnet101,16,0,70848
resnet101,16,0,37696
resnet101,16,0,59332
resnet101,16,0,46378
resnet101,16,0,49370
resnet101,16,0,59793
resnet101,16,0,36990
resnet101,16,0,58871
resnet101,16,0,68002
resnet101,16,0,50188
resnet101,16,0,57603
resnet101,16,0,46334
resnet101,16,0,59845
resnet101,16,0,59845
resnet101,16,0,70019
resnet101,16,0,56613
resnet101,16,0,60582
resnet101,16,0,59959
resnet101,16,0,71054
resnet101,16,0,57644
resnet101,16,0,80750
resnet101,16,0,50560
resnet101,16,0,59331
resnet101,16,0,56155
resnet101,16,0,38804
resnet101,16,0,59023
resnet101,16,0,46014
resnet101,16,0,65137
resnet101,16,0,63667
resnet101,16,0,37050
resnet101,16,0,47796
resnet101,16,0,38477
resnet101,16,0,48289
resnet101,16,0,59686
resnet101,16,0,69085
resnet101,16,0,49634
resnet101,16,0,48915
resnet101,16,0,89980
resnet101,16,0,72269
resnet101,16,0,71538
resnet101,16,0,35980
resnet101,16,0,58625
resnet101,16,0,70572
resnet101,16,0,48035
resnet101,16,0,74655
resnet101,16,0,53609
resnet101,16,0,69890
resnet101,16,0,73165
resnet101,16,0,54841
resnet101,16,0,69613
resnet101,16,0,38119
resnet101,16,0,77886
resnet101,16,0,60969
resnet101,16,0,82031
resnet101,16,0,67909
resnet101,16,0,60757
resnet101,16,0,59989
resnet101,16,0,58031
resnet101,16,0,47964
resnet101,16,0,59316
resnet101,16,0,46265
resnet101,16,0,57965
resnet101,16,0,50020
resnet101,16,0,67758
resnet101,16,0,49291
resnet101,16,0,47825
resnet101,16,0,70176
resnet101,16,0,48530
resnet101,16,0,51698
resnet101,16,0,54518
resnet101,16,0,48197
resnet101,16,0,37343
resnet101,16,0,59344
resnet101,16,0,81996
resnet101,16,0,48875
resnet101,16,0,59152
resnet101,16,0,58923
resnet101,16,0,46071
resnet101,16,0,60865
resnet101,16,0,26136
resnet101,16,0,47387
resnet101,16,0,69973
resnet101,16,0,70847
resnet101,16,0,52654
resnet101,16,0,43027
resnet101,16,0,66278
resnet101,16,0,51069
resnet101,16,0,58503
resnet101,16,0,55548
resnet101,16,0,63002
resnet101,16,0,56430
resnet101,16,0,60264
resnet101,16,0,48471
resnet101,16,0,79112
resnet101,16,0,73445
resnet101,16,0,49141
resnet101,16,0,70437
resnet101,16,0,61198
resnet101,16,0,82036
resnet101,16,0,69510
resnet101,16,0,58792
resnet101,16,0,48531
resnet101,16,0,69339
resnet101,16,0,60883
resnet101,16,0,47265
resnet101,16,0,36993
resnet101,16,0,59455
resnet101,16,0,36969
resnet101,16,0,66095
resnet101,16,0,72711
resnet101,16,0,57723
resnet101,16,0,53654
resnet101,16,0,53517
resnet101,16,0,79237
resnet101,16,0,49711
resnet101,16,0,58614
resnet101,16,0,71207
resnet101,16,0,74444
resnet101,16,0,68290
resnet101,16,0,65337
resnet101,16,0,75587
resnet101,16,0,70359
resnet101,16,0,79422
resnet101,16,0,50307
resnet101,16,0,78505
resnet101,16,0,45920
resnet101,16,0,61429
resnet101,16,0,71944
resnet101,16,0,37870
resnet101,16,0,47658
resnet101,16,0,70654
resnet101,16,0,90508
resnet101,16,0,61158
resnet101,16,0,58587
resnet101,16,0,56622
resnet101,16,0,60873
resnet101,16,0,59824
resnet101,16,0,55619
resnet101,16,0,63436
resnet101,16,0,43788
resnet101,16,0,66610
resnet101,16,0,50524
resnet101,16,0,81159
resnet101,16,0,48685
resnet101,16,0,81254
resnet101,16,0,82461
resnet101,16,0,57705
resnet101,16,0,60879
resnet101,16,0,57930
resnet101,16,0,48279
resnet101,16,0,47965
resnet101,16,0,67643
resnet101,16,0,72366
resnet101,16,0,58713
resnet101,16,0,59364
resnet101,16,0,36892
resnet101,16,0,76297
resnet101,16,0,51420
resnet101,16,0,57324
resnet101,16,0,58262
resnet101,16,0,61491
resnet101,16,0,35278
resnet101,16,0,31943
resnet101,16,0,52725
resnet101,16,0,36942
resnet101,16,0,46502
resnet101,16,0,43039
resnet101,16,0,63483
resnet101,16,0,37483
resnet101,16,0,48006
resnet101,16,0,48021
resnet101,16,0,57389
resnet101,16,0,65256
resnet101,16,0,64389
resnet101,16,0,70698
resnet101,16,0,49325
resnet101,16,0,69894
resnet101,16,0,58436
resnet101,16,0,64629
resnet101,16,0,47990
resnet101,16,0,78355
resnet101,16,0,61523
resnet101,16,0,69457
resnet101,16,0,68064
resnet101,16,0,61131
resnet101,16,0,59915
resnet101,16,0,59413
resnet101,16,0,59307
resnet101,16,0,79304
resnet101,16,0,71779
resnet101,16,0,37293
resnet101,16,0,36908
resnet101,16,0,47813
resnet101,16,0,47583
resnet101,16,0,59092
resnet101,16,0,35530
resnet101,16,0,53475
resnet101,16,0,52760
resnet101,16,0,37340
resnet101,16,0,66918
resnet101,16,0,72663
resnet101,16,0,36899
resnet101,16,0,25845
resnet101,16,0,89195
resnet101,16,0,39421
resnet101,16,0,37328
resnet101,16,0,67403
resnet101,16,0,39540
resnet101,16,0,81717
resnet101,16,0,53292
resnet101,16,0,62752
resnet101,16,0,64712
resnet101,16,0,73226
resnet101,16,0,54565
resnet101,16,0,42942
resnet101,16,0,47972
resnet101,16,0,59161
resnet101,16,0,79825
resnet101,16,0,60838
resnet101,16,0,57409
resnet101,16,0,38942
resnet101,16,0,89827
resnet101,16,0,65186
resnet101,16,0,65074
resnet101,16,0,48052
resnet101,16,0,49545
resnet101,16,0,55748
resnet101,16,0,71777
resnet101,16,0,59892
resnet101,16,0,68893
resnet101,16,0,60524
resnet101,16,0,70800
resnet101,16,0,49281
resnet101,16,0,58857
resnet101,16,0,26126
resnet101,16,0,47612
resnet101,16,0,68355
resnet101,16,0,60808
resnet101,16,0,68772
resnet101,16,0,76941
resnet101,16,0,64037
resnet101,16,0,80658
resnet101,16,0,83026
resnet101,16,0,89125
resnet101,16,0,61017
resnet101,16,0,69870
resnet101,16,0,57711
resnet101,16,0,49901
resnet101,16,0,56582
resnet101,16,0,61229
resnet101,16,0,58128
resnet101,16,0,59657
resnet101,16,0,68045
resnet101,16,0,49985
resnet101,16,0,70620
resnet101,16,0,55980
resnet101,16,0,57320
resnet101,16,0,60765
resnet101,16,0,70510
resnet101,16,0,57521
resnet101,16,0,71973
resnet101,16,0,48966
resnet101,16,0,48395
resnet101,16,0,68080
resnet101,16,0,51279
resnet101,16,0,48104
resnet101,16,0,48148
resnet101,16,0,57526
resnet101,16,0,82874
resnet101,16,0,57999
resnet101,16,0,59399
resnet101,16,0,81744
resnet101,16,0,59735
resnet101,16,0,59419
resnet101,16,0,47534
resnet101,16,0,45427
resnet101,16,0,50240
resnet101,16,0,78261
resnet101,16,0,60950
resnet101,16,0,57622
resnet101,16,0,48237
resnet101,16,0,60578
resnet101,16,0,37689
resnet101,16,0,56672
resnet101,16,0,72406
resnet101,16,0,60038
resnet101,16,0,59684
resnet101,16,0,70858
resnet101,16,0,60986
resnet101,16,0,70705
resnet101,16,0,67186
resnet101,16,0,60998
resnet101,16,0,56488
resnet101,16,0,61099
resnet101,16,0,59258
resnet101,16,0,66087
resnet101,16,0,51028
resnet101,16,0,52852
resnet101,16,0,74727
resnet101,16,0,47249
resnet101,16,0,71523
resnet101,16,0,48338
resnet101,16,0,55026
resnet101,16,0,51404
resnet101,16,0,59433
resnet101,16,0,48452
resnet101,16,0,55218
resnet101,16,0,55998
resnet101,16,0,54941
resnet101,16,0,46924
resnet101,16,0,71101
resnet101,16,0,71158
resnet101,16,0,39281
resnet101,16,0,70216
resnet101,16,0,45634
resnet101,16,0,47921
resnet101,16,0,56085
resnet101,16,0,51204
resnet101,16,0,63332
resnet101,16,0,64379
resnet101,16,0,67612
resnet101,16,0,53073
resnet101,16,0,40358
resnet101,16,0,59669
resnet101,16,0,67115
resnet101,16,0,62086
resnet101,16,0,48881
resnet101,16,0,69274
resnet101,16,0,70599
resnet101,16,0,46830
resnet101,16,0,49389
resnet101,16,0,55964
resnet101,16,0,66771
resnet101,16,0,63644
resnet101,16,0,48623
resnet101,16,0,56028
resnet101,16,0,60668
resnet101,16,0,79486
resnet101,16,0,46848
resnet101,16,0,61555
resnet101,16,0,45947
resnet101,16,0,60328
resnet101,16,0,57180
resnet101,16,0,72012
resnet101,16,0,57200
resnet101,16,0,60834
resnet101,16,0,37881
resnet101,16,0,47948
resnet101,16,0,48219
resnet101,16,0,68406
resnet101,16,0,45484
resnet101,16,0,60612
resnet101,16,0,50174
resnet101,16,0,69070
resnet101,16,0,48674
resnet101,16,0,81759
resnet101,16,0,26435
resnet101,16,0,67937
resnet101,16,0,76995
resnet101,16,0,53419
resnet101,16,0,57164
resnet101,16,0,64797
resnet101,16,0,75753
resnet101,16,0,68399
resnet101,16,0,28185
resnet101,16,0,44517
resnet101,16,0,39490
resnet101,16,0,57461
resnet101,16,0,71650
resnet101,16,0,48852
resnet101,16,0,57121
resnet101,16,0,42801
resnet101,16,0,53088
resnet101,16,0,48070
resnet101,16,0,66757
resnet101,16,0,55692
resnet101,16,0,53289
resnet101,16,0,79194
resnet101,16,0,49714
