model,bs,seq_len,latency
resnet101,16,0,36628
resnet101,16,0,25113
resnet101,16,0,22832
resnet101,16,0,22785
resnet101,16,0,24662
resnet101,16,0,25401
resnet101,16,0,24896
resnet101,16,0,22770
resnet101,16,0,22885
resnet101,16,0,24455
resnet101,16,0,22651
resnet101,16,0,24530
resnet101,16,0,28243
resnet101,16,0,36344
resnet101,16,0,28375
resnet101,16,0,31505
resnet101,16,0,22599
resnet101,16,0,22654
resnet101,16,0,23392
resnet101,16,0,30693
resnet101,16,0,26281
resnet101,16,0,22882
resnet101,16,0,22674
resnet101,16,0,28421
resnet101,16,0,23040
resnet101,16,0,31758
resnet101,16,0,28479
resnet101,16,0,24100
resnet101,16,0,24059
resnet101,16,0,23117
resnet101,16,0,22857
resnet101,16,0,23342
resnet101,16,0,33830
resnet101,16,0,26340
resnet101,16,0,25170
resnet101,16,0,24403
resnet101,16,0,22612
resnet101,16,0,37212
resnet101,16,0,25403
resnet101,16,0,31857
resnet101,16,0,27130
resnet101,16,0,37178
resnet101,16,0,31701
resnet101,16,0,28388
resnet101,16,0,26334
resnet101,16,0,27321
resnet101,16,0,31522
resnet101,16,0,24506
resnet101,16,0,33957
resnet101,16,0,32935
resnet101,16,0,28764
resnet101,16,0,32575
resnet101,16,0,26933
resnet101,16,0,22999
resnet101,16,0,23916
resnet101,16,0,31535
resnet101,16,0,29045
resnet101,16,0,30152
resnet101,16,0,27683
resnet101,16,0,38730
resnet101,16,0,26342
resnet101,16,0,29028
resnet101,16,0,22582
resnet101,16,0,24645
resnet101,16,0,22847
resnet101,16,0,22632
resnet101,16,0,22667
resnet101,16,0,24326
resnet101,16,0,37222
resnet101,16,0,28074
resnet101,16,0,30754
resnet101,16,0,24218
resnet101,16,0,24841
resnet101,16,0,24408
resnet101,16,0,22955
resnet101,16,0,22764
resnet101,16,0,22686
resnet101,16,0,26633
resnet101,16,0,22632
resnet101,16,0,22886
resnet101,16,0,27705
resnet101,16,0,22741
resnet101,16,0,23226
resnet101,16,0,23315
resnet101,16,0,24517
resnet101,16,0,26413
resnet101,16,0,22852
resnet101,16,0,25380
resnet101,16,0,28619
resnet101,16,0,22634
resnet101,16,0,22537
resnet101,16,0,22803
resnet101,16,0,23976
resnet101,16,0,26195
resnet101,16,0,23159
resnet101,16,0,23098
resnet101,16,0,25039
resnet101,16,0,24317
resnet101,16,0,27059
resnet101,16,0,28934
resnet101,16,0,29321
resnet101,16,0,25750
resnet101,16,0,23401
resnet101,16,0,27754
resnet101,16,0,22670
resnet101,16,0,22962
resnet101,16,0,23726
resnet101,16,0,32140
resnet101,16,0,26058
resnet101,16,0,22618
resnet101,16,0,24194
resnet101,16,0,27978
resnet101,16,0,28369
resnet101,16,0,34413
resnet101,16,0,27272
resnet101,16,0,31936
resnet101,16,0,24743
resnet101,16,0,28387
resnet101,16,0,22582
resnet101,16,0,30002
resnet101,16,0,28547
resnet101,16,0,22570
resnet101,16,0,22541
resnet101,16,0,23193
resnet101,16,0,22518
resnet101,16,0,22200
resnet101,16,0,23452
resnet101,16,0,22317
resnet101,16,0,23835
resnet101,16,0,23328
resnet101,16,0,23484
resnet101,16,0,30257
resnet101,16,0,29125
resnet101,16,0,24877
resnet101,16,0,27102
resnet101,16,0,23554
resnet101,16,0,24059
resnet101,16,0,22722
resnet101,16,0,25432
resnet101,16,0,23048
resnet101,16,0,26443
resnet101,16,0,24936
resnet101,16,0,28267
resnet101,16,0,27719
resnet101,16,0,25497
resnet101,16,0,24150
resnet101,16,0,23674
resnet101,16,0,24039
resnet101,16,0,27640
resnet101,16,0,27735
resnet101,16,0,28288
resnet101,16,0,23254
resnet101,16,0,32370
resnet101,16,0,23016
resnet101,16,0,27977
resnet101,16,0,22673
resnet101,16,0,22871
resnet101,16,0,24896
resnet101,16,0,24396
resnet101,16,0,26192
resnet101,16,0,34456
resnet101,16,0,25520
resnet101,16,0,27938
resnet101,16,0,28969
resnet101,16,0,25927
resnet101,16,0,28309
resnet101,16,0,22472
resnet101,16,0,22346
resnet101,16,0,30056
resnet101,16,0,28599
resnet101,16,0,23515
resnet101,16,0,22632
resnet101,16,0,24508
resnet101,16,0,36462
resnet101,16,0,25317
resnet101,16,0,28193
resnet101,16,0,27144
resnet101,16,0,28403
resnet101,16,0,28936
resnet101,16,0,24975
resnet101,16,0,25019
resnet101,16,0,23088
resnet101,16,0,24945
resnet101,16,0,23208
resnet101,16,0,23540
resnet101,16,0,24990
resnet101,16,0,23616
resnet101,16,0,32936
resnet101,16,0,23464
resnet101,16,0,28800
resnet101,16,0,33295
resnet101,16,0,31871
resnet101,16,0,23054
resnet101,16,0,36593
resnet101,16,0,28101
