model,bs,seq_len,latency
resnet101,16,0,39188
resnet101,16,0,30648
resnet101,16,0,24978
resnet101,16,0,28302
resnet101,16,0,23269
resnet101,16,0,23369
resnet101,16,0,28585
resnet101,16,0,29959
resnet101,16,0,23931
resnet101,16,0,27097
resnet101,16,0,30747
resnet101,16,0,27359
resnet101,16,0,24372
resnet101,16,0,27440
resnet101,16,0,30481
resnet101,16,0,24047
resnet101,16,0,27343
resnet101,16,0,27395
resnet101,16,0,38436
resnet101,16,0,25816
resnet101,16,0,28033
resnet101,16,0,28825
resnet101,16,0,27828
resnet101,16,0,24526
resnet101,16,0,28210
resnet101,16,0,28898
resnet101,16,0,35065
resnet101,16,0,28929
resnet101,16,0,25818
resnet101,16,0,23892
resnet101,16,0,29611
resnet101,16,0,25328
resnet101,16,0,25259
resnet101,16,0,24028
resnet101,16,0,22401
resnet101,16,0,32072
resnet101,16,0,26279
resnet101,16,0,28286
resnet101,16,0,23647
resnet101,16,0,26506
resnet101,16,0,23832
resnet101,16,0,27639
resnet101,16,0,26388
resnet101,16,0,21750
resnet101,16,0,32939
resnet101,16,0,28687
resnet101,16,0,30507
resnet101,16,0,27886
resnet101,16,0,24226
resnet101,16,0,28337
resnet101,16,0,31695
resnet101,16,0,26538
resnet101,16,0,28727
resnet101,16,0,33173
resnet101,16,0,30538
resnet101,16,0,25307
resnet101,16,0,33946
resnet101,16,0,25648
resnet101,16,0,26385
resnet101,16,0,28371
resnet101,16,0,31159
resnet101,16,0,28190
resnet101,16,0,28601
resnet101,16,0,23268
resnet101,16,0,23643
resnet101,16,0,26320
resnet101,16,0,23090
resnet101,16,0,27609
resnet101,16,0,33687
resnet101,16,0,27054
resnet101,16,0,32726
resnet101,16,0,26723
resnet101,16,0,32230
resnet101,16,0,25868
resnet101,16,0,24278
resnet101,16,0,32470
resnet101,16,0,26668
resnet101,16,0,21989
resnet101,16,0,23300
resnet101,16,0,23645
resnet101,16,0,32495
resnet101,16,0,29898
resnet101,16,0,28685
resnet101,16,0,25041
resnet101,16,0,25191
resnet101,16,0,25227
resnet101,16,0,32155
resnet101,16,0,39792
resnet101,16,0,25863
resnet101,16,0,21879
resnet101,16,0,27373
resnet101,16,0,33816
resnet101,16,0,28652
resnet101,16,0,30673
resnet101,16,0,31337
resnet101,16,0,28945
resnet101,16,0,30094
resnet101,16,0,22834
resnet101,16,0,23502
resnet101,16,0,42431
resnet101,16,0,40105
resnet101,16,0,33948
resnet101,16,0,32449
resnet101,16,0,31977
resnet101,16,0,28922
resnet101,16,0,31629
resnet101,16,0,22672
resnet101,16,0,29493
resnet101,16,0,27007
resnet101,16,0,23697
resnet101,16,0,23577
resnet101,16,0,30917
resnet101,16,0,27295
resnet101,16,0,36279
resnet101,16,0,27514
resnet101,16,0,24437
resnet101,16,0,30036
resnet101,16,0,28594
resnet101,16,0,29051
resnet101,16,0,27064
resnet101,16,0,33567
resnet101,16,0,29650
resnet101,16,0,24706
resnet101,16,0,28311
resnet101,16,0,31783
resnet101,16,0,27756
resnet101,16,0,24435
resnet101,16,0,23714
resnet101,16,0,28138
resnet101,16,0,25274
resnet101,16,0,28177
resnet101,16,0,28270
resnet101,16,0,34475
resnet101,16,0,27599
resnet101,16,0,23573
resnet101,16,0,27824
resnet101,16,0,33295
resnet101,16,0,28571
resnet101,16,0,28763
resnet101,16,0,32740
resnet101,16,0,25040
resnet101,16,0,27490
resnet101,16,0,24515
resnet101,16,0,33544
resnet101,16,0,26752
resnet101,16,0,30995
resnet101,16,0,28949
resnet101,16,0,32046
resnet101,16,0,22777
resnet101,16,0,29253
resnet101,16,0,23989
resnet101,16,0,34666
resnet101,16,0,25882
resnet101,16,0,28980
resnet101,16,0,28153
resnet101,16,0,28983
resnet101,16,0,23881
resnet101,16,0,34526
resnet101,16,0,35347
resnet101,16,0,31212
resnet101,16,0,24191
resnet101,16,0,27423
resnet101,16,0,32972
resnet101,16,0,28124
resnet101,16,0,28730
resnet101,16,0,32576
resnet101,16,0,26349
resnet101,16,0,23919
resnet101,16,0,27305
resnet101,16,0,30024
resnet101,16,0,26088
resnet101,16,0,24584
resnet101,16,0,23374
resnet101,16,0,27629
resnet101,16,0,27139
resnet101,16,0,24424
resnet101,16,0,23406
resnet101,16,0,23618
resnet101,16,0,33750
resnet101,16,0,28329
resnet101,16,0,24487
resnet101,16,0,30386
resnet101,16,0,33826
resnet101,16,0,30809
resnet101,16,0,24643
resnet101,16,0,32916
resnet101,16,0,26737
resnet101,16,0,24401
resnet101,16,0,23966
resnet101,16,0,33780
resnet101,16,0,29354
resnet101,16,0,30894
resnet101,16,0,24162
resnet101,16,0,37969
resnet101,16,0,27894
resnet101,16,0,28305
resnet101,16,0,29189
resnet101,16,0,29508
resnet101,16,0,28109
resnet101,16,0,27421
resnet101,16,0,28694
resnet101,16,0,25170
resnet101,16,0,25398
resnet101,16,0,26338
resnet101,16,0,33054
resnet101,16,0,29412
resnet101,16,0,28547
resnet101,16,0,22128
resnet101,16,0,31897
resnet101,16,0,29578
resnet101,16,0,28081
resnet101,16,0,32836
resnet101,16,0,28987
resnet101,16,0,24482
resnet101,16,0,24406
resnet101,16,0,31768
resnet101,16,0,25412
resnet101,16,0,27954
resnet101,16,0,25652
resnet101,16,0,27851
resnet101,16,0,31616
resnet101,16,0,30297
resnet101,16,0,26502
resnet101,16,0,35830
resnet101,16,0,27141
resnet101,16,0,24216
resnet101,16,0,27548
resnet101,16,0,34228
resnet101,16,0,27647
resnet101,16,0,25147
resnet101,16,0,28766
resnet101,16,0,32753
resnet101,16,0,28673
resnet101,16,0,26246
resnet101,16,0,32386
resnet101,16,0,22864
resnet101,16,0,28353
resnet101,16,0,27563
resnet101,16,0,29456
resnet101,16,0,29819
resnet101,16,0,32151
resnet101,16,0,26935
resnet101,16,0,35003
resnet101,16,0,24189
resnet101,16,0,28368
resnet101,16,0,28976
resnet101,16,0,23553
resnet101,16,0,23827
resnet101,16,0,24106
resnet101,16,0,23752
resnet101,16,0,30878
resnet101,16,0,29116
resnet101,16,0,32071
resnet101,16,0,30388
resnet101,16,0,26599
resnet101,16,0,28015
resnet101,16,0,23909
resnet101,16,0,30007
resnet101,16,0,26775
resnet101,16,0,26537
resnet101,16,0,28757
resnet101,16,0,23898
resnet101,16,0,22481
resnet101,16,0,22299
resnet101,16,0,21838
resnet101,16,0,26475
resnet101,16,0,28935
resnet101,16,0,23930
resnet101,16,0,21979
resnet101,16,0,28376
resnet101,16,0,28824
resnet101,16,0,22821
resnet101,16,0,28545
resnet101,16,0,27407
resnet101,16,0,26901
resnet101,16,0,31827
resnet101,16,0,28771
resnet101,16,0,40202
resnet101,16,0,30214
resnet101,16,0,31104
resnet101,16,0,27020
resnet101,16,0,38031
resnet101,16,0,27716
resnet101,16,0,33073
resnet101,16,0,34700
resnet101,16,0,31427
resnet101,16,0,34038
resnet101,16,0,30257
resnet101,16,0,37588
resnet101,16,0,32027
resnet101,16,0,30166
resnet101,16,0,28039
resnet101,16,0,27610
resnet101,16,0,28311
resnet101,16,0,31778
resnet101,16,0,23848
resnet101,16,0,25630
resnet101,16,0,34980
resnet101,16,0,35056
resnet101,16,0,32760
resnet101,16,0,27591
resnet101,16,0,29693
resnet101,16,0,31188
resnet101,16,0,22572
resnet101,16,0,21761
resnet101,16,0,26781
resnet101,16,0,28234
resnet101,16,0,24565
resnet101,16,0,22306
resnet101,16,0,26790
resnet101,16,0,23910
resnet101,16,0,22534
resnet101,16,0,22010
resnet101,16,0,22397
resnet101,16,0,28121
resnet101,16,0,29521
resnet101,16,0,32942
resnet101,16,0,28277
resnet101,16,0,30913
resnet101,16,0,30155
resnet101,16,0,29870
resnet101,16,0,27113
resnet101,16,0,33217
resnet101,16,0,32034
resnet101,16,0,23724
resnet101,16,0,31988
resnet101,16,0,28759
resnet101,16,0,31105
resnet101,16,0,24042
resnet101,16,0,31915
resnet101,16,0,29641
resnet101,16,0,22469
resnet101,16,0,26917
resnet101,16,0,27830
resnet101,16,0,24331
resnet101,16,0,21725
resnet101,16,0,22472
resnet101,16,0,21934
