model,bs,seq_len,latency
resnet101,16,0,47042
resnet101,16,0,53061
resnet101,16,0,47330
resnet101,16,0,51068
resnet101,16,0,45311
resnet101,16,0,48892
resnet101,16,0,49160
resnet101,16,0,48604
resnet101,16,0,35889
resnet101,16,0,48405
resnet101,16,0,46557
resnet101,16,0,47323
resnet101,16,0,38549
resnet101,16,0,49686
resnet101,16,0,35955
resnet101,16,0,48894
resnet101,16,0,63521
resnet101,16,0,48718
resnet101,16,0,36258
resnet101,16,0,61359
resnet101,16,0,71946
resnet101,16,0,50251
resnet101,16,0,54674
resnet101,16,0,65136
resnet101,16,0,52514
resnet101,16,0,55936
resnet101,16,0,32080
resnet101,16,0,67081
resnet101,16,0,50568
resnet101,16,0,48381
resnet101,16,0,36091
resnet101,16,0,61995
resnet101,16,0,58186
resnet101,16,0,51702
resnet101,16,0,43621
resnet101,16,0,52434
resnet101,16,0,62784
resnet101,16,0,68882
resnet101,16,0,72926
resnet101,16,0,41567
resnet101,16,0,61727
resnet101,16,0,74111
resnet101,16,0,49271
resnet101,16,0,52704
resnet101,16,0,54353
resnet101,16,0,50210
resnet101,16,0,38090
resnet101,16,0,52022
resnet101,16,0,74971
resnet101,16,0,49196
resnet101,16,0,32657
resnet101,16,0,41164
resnet101,16,0,35610
resnet101,16,0,63634
resnet101,16,0,45604
resnet101,16,0,48829
resnet101,16,0,74417
resnet101,16,0,66076
resnet101,16,0,41955
resnet101,16,0,49596
resnet101,16,0,51839
resnet101,16,0,37271
resnet101,16,0,56419
resnet101,16,0,71902
resnet101,16,0,54138
resnet101,16,0,49309
resnet101,16,0,50345
resnet101,16,0,46217
resnet101,16,0,42652
resnet101,16,0,43283
resnet101,16,0,38795
resnet101,16,0,45270
resnet101,16,0,64443
resnet101,16,0,64568
resnet101,16,0,38040
resnet101,16,0,70695
resnet101,16,0,63738
resnet101,16,0,55280
resnet101,16,0,67249
resnet101,16,0,62164
resnet101,16,0,62494
resnet101,16,0,49065
resnet101,16,0,73403
resnet101,16,0,39517
resnet101,16,0,59038
resnet101,16,0,41988
resnet101,16,0,38102
resnet101,16,0,68217
resnet101,16,0,52942
resnet101,16,0,54041
resnet101,16,0,68556
resnet101,16,0,62520
resnet101,16,0,36623
resnet101,16,0,46331
resnet101,16,0,38925
resnet101,16,0,48147
resnet101,16,0,50309
resnet101,16,0,62956
resnet101,16,0,54415
resnet101,16,0,44978
resnet101,16,0,42998
resnet101,16,0,40008
resnet101,16,0,52150
resnet101,16,0,59157
resnet101,16,0,49771
resnet101,16,0,49279
resnet101,16,0,49279
resnet101,16,0,42594
resnet101,16,0,67047
resnet101,16,0,38678
resnet101,16,0,42421
resnet101,16,0,40998
resnet101,16,0,42772
resnet101,16,0,63266
resnet101,16,0,27590
resnet101,16,0,37582
resnet101,16,0,68667
resnet101,16,0,52769
resnet101,16,0,61323
resnet101,16,0,44096
resnet101,16,0,39737
resnet101,16,0,35984
resnet101,16,0,67523
resnet101,16,0,42073
resnet101,16,0,61201
resnet101,16,0,53367
resnet101,16,0,54637
resnet101,16,0,49872
resnet101,16,0,35391
resnet101,16,0,35678
resnet101,16,0,48440
resnet101,16,0,36546
resnet101,16,0,50152
resnet101,16,0,58671
resnet101,16,0,66091
resnet101,16,0,36164
resnet101,16,0,55868
resnet101,16,0,53149
resnet101,16,0,57360
resnet101,16,0,51320
resnet101,16,0,56696
resnet101,16,0,65477
resnet101,16,0,66600
resnet101,16,0,67222
resnet101,16,0,62558
resnet101,16,0,66300
resnet101,16,0,54560
resnet101,16,0,63523
resnet101,16,0,51236
resnet101,16,0,37471
resnet101,16,0,47768
resnet101,16,0,61942
resnet101,16,0,62385
resnet101,16,0,49630
resnet101,16,0,65044
resnet101,16,0,44080
resnet101,16,0,40339
resnet101,16,0,36607
resnet101,16,0,61140
resnet101,16,0,35199
resnet101,16,0,61984
resnet101,16,0,50079
resnet101,16,0,58681
resnet101,16,0,50474
resnet101,16,0,67827
resnet101,16,0,65439
resnet101,16,0,49820
resnet101,16,0,33310
resnet101,16,0,53183
resnet101,16,0,60541
resnet101,16,0,52371
resnet101,16,0,49723
resnet101,16,0,49814
resnet101,16,0,51759
resnet101,16,0,54778
resnet101,16,0,67414
resnet101,16,0,38283
resnet101,16,0,60780
resnet101,16,0,69333
resnet101,16,0,40352
resnet101,16,0,50837
resnet101,16,0,54909
resnet101,16,0,40780
resnet101,16,0,49450
resnet101,16,0,62323
resnet101,16,0,44160
resnet101,16,0,52472
resnet101,16,0,78446
resnet101,16,0,44802
resnet101,16,0,36625
resnet101,16,0,62732
resnet101,16,0,47904
resnet101,16,0,75171
resnet101,16,0,49289
resnet101,16,0,36762
resnet101,16,0,43717
resnet101,16,0,70532
resnet101,16,0,56181
resnet101,16,0,49679
resnet101,16,0,63602
resnet101,16,0,49370
resnet101,16,0,61775
resnet101,16,0,35110
resnet101,16,0,41819
resnet101,16,0,69855
resnet101,16,0,45028
resnet101,16,0,54221
resnet101,16,0,38495
resnet101,16,0,64598
resnet101,16,0,77218
resnet101,16,0,76146
resnet101,16,0,39900
resnet101,16,0,50503
resnet101,16,0,55021
resnet101,16,0,41139
resnet101,16,0,57183
resnet101,16,0,62542
resnet101,16,0,51088
resnet101,16,0,63344
resnet101,16,0,49329
resnet101,16,0,49201
resnet101,16,0,45777
resnet101,16,0,38219
resnet101,16,0,35931
resnet101,16,0,35855
resnet101,16,0,60330
resnet101,16,0,56372
resnet101,16,0,65085
resnet101,16,0,50814
resnet101,16,0,40927
resnet101,16,0,47117
resnet101,16,0,63399
resnet101,16,0,49511
resnet101,16,0,46176
resnet101,16,0,37709
resnet101,16,0,60902
resnet101,16,0,56246
resnet101,16,0,63503
resnet101,16,0,64224
resnet101,16,0,71122
resnet101,16,0,64358
resnet101,16,0,62395
resnet101,16,0,46582
resnet101,16,0,38241
resnet101,16,0,61662
resnet101,16,0,43059
resnet101,16,0,54067
resnet101,16,0,36419
resnet101,16,0,57120
resnet101,16,0,62258
resnet101,16,0,42764
resnet101,16,0,61146
resnet101,16,0,68628
resnet101,16,0,66794
resnet101,16,0,74576
resnet101,16,0,49296
resnet101,16,0,61827
resnet101,16,0,36557
resnet101,16,0,51777
resnet101,16,0,66486
resnet101,16,0,52172
resnet101,16,0,61810
resnet101,16,0,61062
resnet101,16,0,61865
resnet101,16,0,61718
resnet101,16,0,76952
resnet101,16,0,68581
resnet101,16,0,62982
resnet101,16,0,49326
resnet101,16,0,35553
resnet101,16,0,64854
