model,bs,seq_len,latency
resnet152,16,0,57094
resnet152,16,0,38206
resnet152,16,0,38444
resnet152,16,0,39362
resnet152,16,0,38459
resnet152,16,0,38237
resnet152,16,0,38511
resnet152,16,0,38341
resnet152,16,0,39859
resnet152,16,0,38349
resnet152,16,0,38309
resnet152,16,0,40573
resnet152,16,0,41470
resnet152,16,0,38454
resnet152,16,0,38231
resnet152,16,0,38517
resnet152,16,0,38141
resnet152,16,0,41532
resnet152,16,0,38111
resnet152,16,0,38722
resnet152,16,0,38652
resnet152,16,0,39217
resnet152,16,0,38553
resnet152,16,0,41084
resnet152,16,0,39229
resnet152,16,0,38673
resnet152,16,0,38622
resnet152,16,0,38233
resnet152,16,0,42105
resnet152,16,0,39291
resnet152,16,0,38160
resnet152,16,0,38293
resnet152,16,0,39497
resnet152,16,0,40692
resnet152,16,0,38472
resnet152,16,0,39317
resnet152,16,0,38950
resnet152,16,0,38966
resnet152,16,0,39464
resnet152,16,0,41057
resnet152,16,0,38386
resnet152,16,0,39649
resnet152,16,0,38480
resnet152,16,0,38414
resnet152,16,0,43778
resnet152,16,0,38211
resnet152,16,0,38311
resnet152,16,0,38659
resnet152,16,0,38587
resnet152,16,0,38176
resnet152,16,0,38825
resnet152,16,0,39311
resnet152,16,0,38976
resnet152,16,0,42624
resnet152,16,0,38171
resnet152,16,0,39466
resnet152,16,0,38434
resnet152,16,0,39528
resnet152,16,0,43418
resnet152,16,0,38389
resnet152,16,0,39460
resnet152,16,0,38757
resnet152,16,0,38383
resnet152,16,0,42596
resnet152,16,0,38808
resnet152,16,0,38251
resnet152,16,0,38462
resnet152,16,0,39341
resnet152,16,0,41943
resnet152,16,0,38345
resnet152,16,0,39129
resnet152,16,0,39472
resnet152,16,0,38762
resnet152,16,0,39733
resnet152,16,0,39046
resnet152,16,0,39246
resnet152,16,0,38344
resnet152,16,0,39608
resnet152,16,0,38133
resnet152,16,0,39849
resnet152,16,0,38310
resnet152,16,0,39572
resnet152,16,0,38463
resnet152,16,0,38254
resnet152,16,0,41913
resnet152,16,0,38280
resnet152,16,0,38158
resnet152,16,0,39086
resnet152,16,0,38873
resnet152,16,0,38597
resnet152,16,0,38342
resnet152,16,0,38447
resnet152,16,0,38382
resnet152,16,0,38162
resnet152,16,0,38634
resnet152,16,0,40777
resnet152,16,0,38456
resnet152,16,0,39168
resnet152,16,0,38475
resnet152,16,0,39528
resnet152,16,0,39288
resnet152,16,0,38337
resnet152,16,0,38770
resnet152,16,0,38085
resnet152,16,0,38359
resnet152,16,0,41195
resnet152,16,0,38469
resnet152,16,0,38283
resnet152,16,0,38358
resnet152,16,0,39325
resnet152,16,0,38458
resnet152,16,0,38285
resnet152,16,0,38566
resnet152,16,0,39579
resnet152,16,0,38253
resnet152,16,0,39160
resnet152,16,0,41922
resnet152,16,0,38988
resnet152,16,0,39581
resnet152,16,0,39284
resnet152,16,0,38345
resnet152,16,0,40095
resnet152,16,0,39000
resnet152,16,0,38791
resnet152,16,0,39231
resnet152,16,0,38973
resnet152,16,0,41489
resnet152,16,0,40040
resnet152,16,0,40205
resnet152,16,0,39720
resnet152,16,0,38882
resnet152,16,0,38178
resnet152,16,0,40146
resnet152,16,0,38621
resnet152,16,0,38516
resnet152,16,0,38685
resnet152,16,0,38308
resnet152,16,0,43162
resnet152,16,0,40376
resnet152,16,0,38140
resnet152,16,0,38713
resnet152,16,0,38145
resnet152,16,0,38620
resnet152,16,0,38771
resnet152,16,0,38602
resnet152,16,0,39298
resnet152,16,0,38270
resnet152,16,0,41214
resnet152,16,0,38409
resnet152,16,0,38357
resnet152,16,0,38315
resnet152,16,0,39378
resnet152,16,0,39314
resnet152,16,0,38416
resnet152,16,0,38386
resnet152,16,0,39463
resnet152,16,0,38211
resnet152,16,0,38330
resnet152,16,0,41713
resnet152,16,0,39398
resnet152,16,0,38455
resnet152,16,0,38474
resnet152,16,0,38351
resnet152,16,0,38267
resnet152,16,0,38365
resnet152,16,0,38254
resnet152,16,0,38410
resnet152,16,0,38374
resnet152,16,0,42155
resnet152,16,0,40150
resnet152,16,0,38318
resnet152,16,0,39212
resnet152,16,0,39406
resnet152,16,0,38750
resnet152,16,0,39162
resnet152,16,0,39539
resnet152,16,0,38362
resnet152,16,0,38046
resnet152,16,0,39199
resnet152,16,0,42177
resnet152,16,0,39599
resnet152,16,0,39414
resnet152,16,0,38606
resnet152,16,0,38192
resnet152,16,0,38436
resnet152,16,0,38107
resnet152,16,0,38824
resnet152,16,0,39488
resnet152,16,0,39848
resnet152,16,0,41451
resnet152,16,0,41632
resnet152,16,0,41601
resnet152,16,0,41440
resnet152,16,0,41526
resnet152,16,0,41376
resnet152,16,0,42718
resnet152,16,0,41319
resnet152,16,0,41509
resnet152,16,0,41519
resnet152,16,0,43996
resnet152,16,0,42282
resnet152,16,0,41738
resnet152,16,0,41420
resnet152,16,0,42178
resnet152,16,0,41910
resnet152,16,0,41690
resnet152,16,0,41379
resnet152,16,0,41568
resnet152,16,0,41371
resnet152,16,0,39083
resnet152,16,0,38284
resnet152,16,0,38451
resnet152,16,0,38634
resnet152,16,0,39200
resnet152,16,0,39055
resnet152,16,0,38207
resnet152,16,0,38766
resnet152,16,0,38791
resnet152,16,0,38397
resnet152,16,0,40254
resnet152,16,0,40476
resnet152,16,0,39255
resnet152,16,0,38726
resnet152,16,0,38335
resnet152,16,0,38646
resnet152,16,0,38229
resnet152,16,0,38474
resnet152,16,0,38371
resnet152,16,0,38514
resnet152,16,0,38206
resnet152,16,0,38992
resnet152,16,0,38827
resnet152,16,0,38894
resnet152,16,0,38270
resnet152,16,0,55378
resnet152,16,0,47736
resnet152,16,0,39051
resnet152,16,0,39086
resnet152,16,0,38842
resnet152,16,0,41885
resnet152,16,0,39084
resnet152,16,0,39447
resnet152,16,0,39061
resnet152,16,0,38764
resnet152,16,0,39165
resnet152,16,0,38852
resnet152,16,0,39139
resnet152,16,0,38902
resnet152,16,0,38707
resnet152,16,0,38741
resnet152,16,0,38708
resnet152,16,0,39189
resnet152,16,0,43072
resnet152,16,0,42087
resnet152,16,0,38848
resnet152,16,0,49504
resnet152,16,0,44358
resnet152,16,0,38881
resnet152,16,0,38913
resnet152,16,0,42700
resnet152,16,0,39099
resnet152,16,0,38935
resnet152,16,0,51080
resnet152,16,0,48800
resnet152,16,0,42471
resnet152,16,0,39442
resnet152,16,0,38681
resnet152,16,0,40191
resnet152,16,0,42521
resnet152,16,0,38999
resnet152,16,0,38752
resnet152,16,0,39017
resnet152,16,0,50453
resnet152,16,0,47599
resnet152,16,0,39113
resnet152,16,0,39118
resnet152,16,0,39177
resnet152,16,0,38958
resnet152,16,0,42459
resnet152,16,0,39449
resnet152,16,0,39127
resnet152,16,0,38926
resnet152,16,0,39245
resnet152,16,0,38986
resnet152,16,0,38899
resnet152,16,0,39210
resnet152,16,0,38814
resnet152,16,0,38765
resnet152,16,0,38961
resnet152,16,0,50539
resnet152,16,0,45623
resnet152,16,0,39384
resnet152,16,0,38949
resnet152,16,0,38728
resnet152,16,0,38930
resnet152,16,0,41803
resnet152,16,0,39458
resnet152,16,0,38843
resnet152,16,0,39767
resnet152,16,0,45508
resnet152,16,0,38902
resnet152,16,0,39108
resnet152,16,0,38811
resnet152,16,0,38889
resnet152,16,0,38821
resnet152,16,0,41272
resnet152,16,0,39439
resnet152,16,0,38797
resnet152,16,0,42225
resnet152,16,0,39734
resnet152,16,0,38507
resnet152,16,0,38817
resnet152,16,0,38707
resnet152,16,0,39162
resnet152,16,0,39019
resnet152,16,0,38789
resnet152,16,0,38764
resnet152,16,0,38830
resnet152,16,0,39023
resnet152,16,0,39050
resnet152,16,0,38814
resnet152,16,0,38983
resnet152,16,0,45942
resnet152,16,0,38573
resnet152,16,0,38303
resnet152,16,0,38244
resnet152,16,0,38184
resnet152,16,0,38377
resnet152,16,0,38906
resnet152,16,0,38347
resnet152,16,0,39013
resnet152,16,0,38630
resnet152,16,0,39266
resnet152,16,0,38249
resnet152,16,0,39169
resnet152,16,0,39830
resnet152,16,0,39241
resnet152,16,0,38891
resnet152,16,0,38557
resnet152,16,0,39113
resnet152,16,0,38893
resnet152,16,0,38837
resnet152,16,0,38626
resnet152,16,0,38704
resnet152,16,0,42034
resnet152,16,0,38680
resnet152,16,0,42624
resnet152,16,0,39926
resnet152,16,0,39556
resnet152,16,0,48241
resnet152,16,0,38784
resnet152,16,0,38736
resnet152,16,0,38426
resnet152,16,0,48774
resnet152,16,0,43669
resnet152,16,0,51291
resnet152,16,0,49894
resnet152,16,0,38754
resnet152,16,0,38654
resnet152,16,0,42851
resnet152,16,0,46420
resnet152,16,0,49880
resnet152,16,0,46561
resnet152,16,0,50206
resnet152,16,0,43459
resnet152,16,0,41441
resnet152,16,0,45334
resnet152,16,0,44013
resnet152,16,0,45605
resnet152,16,0,48895
resnet152,16,0,38694
resnet152,16,0,38676
resnet152,16,0,38916
resnet152,16,0,39101
resnet152,16,0,42881
resnet152,16,0,41040
resnet152,16,0,47689
resnet152,16,0,42356
resnet152,16,0,45113
resnet152,16,0,44796
resnet152,16,0,47010
resnet152,16,0,48043
resnet152,16,0,49829
resnet152,16,0,46394
resnet152,16,0,39092
resnet152,16,0,38896
resnet152,16,0,43600
resnet152,16,0,42041
resnet152,16,0,56737
