model,bs,seq_len,latency
resnet152,16,0,75209
resnet152,16,0,45489
resnet152,16,0,58961
resnet152,16,0,43724
resnet152,16,0,52161
resnet152,16,0,48623
resnet152,16,0,47372
resnet152,16,0,40080
resnet152,16,0,39421
resnet152,16,0,52791
resnet152,16,0,43885
resnet152,16,0,46851
resnet152,16,0,42684
resnet152,16,0,40258
resnet152,16,0,58011
resnet152,16,0,44393
resnet152,16,0,45287
resnet152,16,0,56212
resnet152,16,0,43512
resnet152,16,0,39509
resnet152,16,0,40442
resnet152,16,0,57494
resnet152,16,0,48490
resnet152,16,0,45817
resnet152,16,0,40344
resnet152,16,0,39569
resnet152,16,0,52475
resnet152,16,0,51640
resnet152,16,0,55269
resnet152,16,0,54259
resnet152,16,0,55357
resnet152,16,0,49270
resnet152,16,0,56430
resnet152,16,0,45747
resnet152,16,0,45631
resnet152,16,0,53161
resnet152,16,0,43899
resnet152,16,0,39892
resnet152,16,0,40466
resnet152,16,0,39335
resnet152,16,0,39892
resnet152,16,0,39388
resnet152,16,0,39667
resnet152,16,0,51456
resnet152,16,0,43679
resnet152,16,0,40537
resnet152,16,0,39725
resnet152,16,0,39291
resnet152,16,0,55839
resnet152,16,0,43500
resnet152,16,0,39809
resnet152,16,0,39250
resnet152,16,0,49566
resnet152,16,0,43842
resnet152,16,0,39732
resnet152,16,0,40230
resnet152,16,0,39220
resnet152,16,0,40358
resnet152,16,0,39357
resnet152,16,0,45472
resnet152,16,0,43194
resnet152,16,0,40486
resnet152,16,0,51167
resnet152,16,0,43371
resnet152,16,0,39964
resnet152,16,0,41825
resnet152,16,0,46510
resnet152,16,0,44205
resnet152,16,0,43038
resnet152,16,0,43183
resnet152,16,0,42270
resnet152,16,0,42363
resnet152,16,0,42821
resnet152,16,0,42406
resnet152,16,0,42969
resnet152,16,0,43605
resnet152,16,0,40193
resnet152,16,0,54421
resnet152,16,0,48008
resnet152,16,0,39734
resnet152,16,0,39997
resnet152,16,0,39241
resnet152,16,0,39249
resnet152,16,0,39839
resnet152,16,0,40193
resnet152,16,0,39563
resnet152,16,0,39353
resnet152,16,0,39560
resnet152,16,0,39628
resnet152,16,0,39590
resnet152,16,0,40154
resnet152,16,0,39314
resnet152,16,0,49047
resnet152,16,0,39910
resnet152,16,0,39071
resnet152,16,0,39818
resnet152,16,0,39370
resnet152,16,0,40141
resnet152,16,0,39917
resnet152,16,0,39099
resnet152,16,0,42383
resnet152,16,0,39213
resnet152,16,0,39494
resnet152,16,0,41972
resnet152,16,0,39170
resnet152,16,0,38869
resnet152,16,0,43300
resnet152,16,0,42273
resnet152,16,0,39301
resnet152,16,0,40669
resnet152,16,0,39718
resnet152,16,0,39333
resnet152,16,0,39027
resnet152,16,0,39489
resnet152,16,0,42026
resnet152,16,0,50524
resnet152,16,0,45114
resnet152,16,0,45183
resnet152,16,0,44280
resnet152,16,0,49524
resnet152,16,0,47965
resnet152,16,0,45108
resnet152,16,0,44377
resnet152,16,0,45103
resnet152,16,0,44451
resnet152,16,0,47609
resnet152,16,0,47123
resnet152,16,0,51360
resnet152,16,0,44515
resnet152,16,0,45456
resnet152,16,0,47695
resnet152,16,0,47221
resnet152,16,0,54028
resnet152,16,0,49619
resnet152,16,0,50179
resnet152,16,0,46617
resnet152,16,0,51006
resnet152,16,0,45089
resnet152,16,0,45807
resnet152,16,0,51033
resnet152,16,0,45375
resnet152,16,0,49130
resnet152,16,0,48507
resnet152,16,0,46853
resnet152,16,0,44740
resnet152,16,0,44574
resnet152,16,0,48442
resnet152,16,0,45105
resnet152,16,0,47971
resnet152,16,0,47231
resnet152,16,0,45361
resnet152,16,0,46647
resnet152,16,0,45275
resnet152,16,0,46309
resnet152,16,0,50639
resnet152,16,0,48198
resnet152,16,0,45359
resnet152,16,0,47670
resnet152,16,0,44742
resnet152,16,0,44343
resnet152,16,0,47387
resnet152,16,0,47636
resnet152,16,0,47929
resnet152,16,0,44847
resnet152,16,0,47517
resnet152,16,0,49928
resnet152,16,0,46226
resnet152,16,0,45201
resnet152,16,0,49869
resnet152,16,0,47108
resnet152,16,0,49959
resnet152,16,0,46764
resnet152,16,0,48358
resnet152,16,0,52390
resnet152,16,0,45818
resnet152,16,0,44920
resnet152,16,0,47632
resnet152,16,0,45007
resnet152,16,0,44140
resnet152,16,0,48339
resnet152,16,0,46656
resnet152,16,0,45119
resnet152,16,0,44447
resnet152,16,0,47835
resnet152,16,0,47754
resnet152,16,0,47901
resnet152,16,0,53562
resnet152,16,0,45007
resnet152,16,0,44241
resnet152,16,0,44966
resnet152,16,0,44655
resnet152,16,0,44835
resnet152,16,0,47799
resnet152,16,0,49232
resnet152,16,0,47890
resnet152,16,0,49892
resnet152,16,0,45167
resnet152,16,0,44648
resnet152,16,0,44386
resnet152,16,0,46934
resnet152,16,0,47846
resnet152,16,0,48357
resnet152,16,0,47801
resnet152,16,0,47794
resnet152,16,0,45468
resnet152,16,0,49809
resnet152,16,0,49203
resnet152,16,0,47489
resnet152,16,0,50296
resnet152,16,0,48405
resnet152,16,0,49105
resnet152,16,0,48975
resnet152,16,0,50024
resnet152,16,0,45226
resnet152,16,0,48477
resnet152,16,0,48599
resnet152,16,0,49928
resnet152,16,0,45678
resnet152,16,0,45285
resnet152,16,0,44785
resnet152,16,0,46957
resnet152,16,0,45841
resnet152,16,0,45450
resnet152,16,0,48469
resnet152,16,0,45583
resnet152,16,0,40086
resnet152,16,0,39676
resnet152,16,0,39340
resnet152,16,0,39231
resnet152,16,0,39780
resnet152,16,0,39909
resnet152,16,0,42398
resnet152,16,0,41113
resnet152,16,0,39416
resnet152,16,0,39148
resnet152,16,0,40076
resnet152,16,0,42364
resnet152,16,0,39751
resnet152,16,0,40376
resnet152,16,0,40219
resnet152,16,0,42364
resnet152,16,0,39883
resnet152,16,0,39231
resnet152,16,0,41594
resnet152,16,0,39208
resnet152,16,0,42969
resnet152,16,0,39221
resnet152,16,0,43135
resnet152,16,0,42654
resnet152,16,0,44254
resnet152,16,0,39621
resnet152,16,0,40603
resnet152,16,0,40849
resnet152,16,0,39504
resnet152,16,0,42684
resnet152,16,0,41062
resnet152,16,0,39548
resnet152,16,0,42235
resnet152,16,0,41908
resnet152,16,0,44038
resnet152,16,0,39941
resnet152,16,0,42957
resnet152,16,0,41450
resnet152,16,0,49463
resnet152,16,0,39528
resnet152,16,0,42971
resnet152,16,0,40374
resnet152,16,0,42304
resnet152,16,0,39627
resnet152,16,0,42722
resnet152,16,0,42377
resnet152,16,0,42505
resnet152,16,0,39571
resnet152,16,0,40413
resnet152,16,0,39816
resnet152,16,0,42497
resnet152,16,0,46341
resnet152,16,0,40857
resnet152,16,0,39874
resnet152,16,0,42295
resnet152,16,0,48450
resnet152,16,0,39803
resnet152,16,0,42398
resnet152,16,0,40574
resnet152,16,0,42640
resnet152,16,0,45317
resnet152,16,0,42598
resnet152,16,0,42781
resnet152,16,0,40325
resnet152,16,0,39447
resnet152,16,0,40513
resnet152,16,0,42446
resnet152,16,0,40010
resnet152,16,0,42982
resnet152,16,0,40597
resnet152,16,0,42477
resnet152,16,0,42679
resnet152,16,0,43317
resnet152,16,0,43793
resnet152,16,0,43849
resnet152,16,0,43229
resnet152,16,0,40330
resnet152,16,0,47278
resnet152,16,0,40100
resnet152,16,0,43450
resnet152,16,0,40044
resnet152,16,0,43157
resnet152,16,0,46221
resnet152,16,0,44034
resnet152,16,0,41697
resnet152,16,0,39972
resnet152,16,0,39349
resnet152,16,0,40487
resnet152,16,0,42201
resnet152,16,0,40523
resnet152,16,0,40170
resnet152,16,0,42226
resnet152,16,0,39750
resnet152,16,0,40611
resnet152,16,0,39767
resnet152,16,0,43273
resnet152,16,0,40410
resnet152,16,0,40012
resnet152,16,0,42453
resnet152,16,0,40096
resnet152,16,0,42935
resnet152,16,0,39598
resnet152,16,0,43109
resnet152,16,0,39922
resnet152,16,0,39622
resnet152,16,0,42390
resnet152,16,0,40135
resnet152,16,0,42037
resnet152,16,0,40403
resnet152,16,0,44131
resnet152,16,0,39396
resnet152,16,0,40639
resnet152,16,0,42753
resnet152,16,0,43533
resnet152,16,0,42775
resnet152,16,0,47199
resnet152,16,0,44270
resnet152,16,0,42732
resnet152,16,0,49962
resnet152,16,0,42967
resnet152,16,0,39998
resnet152,16,0,42359
resnet152,16,0,39586
resnet152,16,0,42128
resnet152,16,0,42510
resnet152,16,0,41527
resnet152,16,0,42372
