model,bs,seq_len,latency
resnet152,16,0,84758
resnet152,16,0,76715
resnet152,16,0,77176
resnet152,16,0,44852
resnet152,16,0,76813
resnet152,16,0,58815
resnet152,16,0,59949
resnet152,16,0,72979
resnet152,16,0,76267
resnet152,16,0,53983
resnet152,16,0,42836
resnet152,16,0,72325
resnet152,16,0,57275
resnet152,16,0,65960
resnet152,16,0,55828
resnet152,16,0,65792
resnet152,16,0,61014
resnet152,16,0,70309
resnet152,16,0,76819
resnet152,16,0,60977
resnet152,16,0,57538
resnet152,16,0,58793
resnet152,16,0,61536
resnet152,16,0,58010
resnet152,16,0,65960
resnet152,16,0,76972
resnet152,16,0,73281
resnet152,16,0,61434
resnet152,16,0,93255
resnet152,16,0,63531
resnet152,16,0,68870
resnet152,16,0,59551
resnet152,16,0,94536
resnet152,16,0,75782
resnet152,16,0,71585
resnet152,16,0,64566
resnet152,16,0,55594
resnet152,16,0,86018
resnet152,16,0,66872
resnet152,16,0,77883
resnet152,16,0,74681
resnet152,16,0,69830
resnet152,16,0,72202
resnet152,16,0,89165
resnet152,16,0,65474
resnet152,16,0,59169
resnet152,16,0,55181
resnet152,16,0,60981
resnet152,16,0,74036
resnet152,16,0,72094
resnet152,16,0,57537
resnet152,16,0,87781
resnet152,16,0,64687
resnet152,16,0,56566
resnet152,16,0,57039
resnet152,16,0,75462
resnet152,16,0,74765
resnet152,16,0,70137
resnet152,16,0,63800
resnet152,16,0,75129
resnet152,16,0,60487
resnet152,16,0,57690
resnet152,16,0,84472
resnet152,16,0,75114
resnet152,16,0,78662
resnet152,16,0,73420
resnet152,16,0,50766
resnet152,16,0,65682
resnet152,16,0,51164
resnet152,16,0,60518
resnet152,16,0,79871
resnet152,16,0,56428
resnet152,16,0,58091
resnet152,16,0,53074
resnet152,16,0,70349
resnet152,16,0,71438
resnet152,16,0,51970
resnet152,16,0,46991
resnet152,16,0,56249
resnet152,16,0,70838
resnet152,16,0,72725
resnet152,16,0,74756
resnet152,16,0,68080
resnet152,16,0,77491
resnet152,16,0,59323
resnet152,16,0,61971
resnet152,16,0,73332
resnet152,16,0,74120
resnet152,16,0,70957
resnet152,16,0,65131
resnet152,16,0,76486
resnet152,16,0,71471
resnet152,16,0,44323
resnet152,16,0,93065
resnet152,16,0,63626
resnet152,16,0,69302
resnet152,16,0,71593
resnet152,16,0,73632
resnet152,16,0,60600
resnet152,16,0,73056
resnet152,16,0,67701
resnet152,16,0,79001
resnet152,16,0,49956
resnet152,16,0,70442
resnet152,16,0,69727
resnet152,16,0,85669
resnet152,16,0,55069
resnet152,16,0,58186
resnet152,16,0,68579
resnet152,16,0,69187
resnet152,16,0,71845
resnet152,16,0,55727
resnet152,16,0,80023
resnet152,16,0,54755
