model,start,end,bs,model,start,end,bs,median,mean,var
resnet50,13,17,1,resnet152,34,43,1,8319.0,8449.13,665.9423496820126
resnet50,5,12,1,resnet152,32,46,1,12756.5,14203.65,2972.9472796368254
resnet50,6,11,1,resnet152,27,35,1,7391.5,7789.14,1294.9648799870984
resnet50,0,14,1,resnet152,37,43,1,12064.5,12253.3,766.5479958880592
resnet50,8,15,1,resnet152,21,34,1,11789.0,11861.43,604.7871237881972
resnet50,3,9,1,resnet152,16,22,1,5750.0,5935.14,744.3309212977787
resnet50,8,13,1,resnet152,45,49,1,5002.5,5439.25,1197.7261905377206
resnet50,13,17,1,resnet152,6,45,1,38784.5,39904.64,2865.6425161558445
resnet50,12,17,1,resnet152,22,48,1,25978.0,28104.04,3496.673733478719
resnet50,12,16,1,resnet152,36,45,1,9256.0,9297.26,311.5946925093558
resnet50,0,8,1,resnet152,31,48,1,17117.0,17162.38,408.7301256330392
resnet50,3,9,1,resnet152,24,44,1,20492.5,22867.93,3632.215935912952
resnet50,13,17,1,resnet152,2,8,1,6167.0,6262.73,713.4959545085031
resnet50,3,11,1,resnet152,41,51,1,10448.5,10543.33,638.2111728103795
resnet50,0,10,1,resnet152,39,46,1,8582.5,8775.84,755.2035450128661
resnet50,2,15,1,resnet152,25,34,1,12019.5,12542.08,1456.0531355688913
resnet50,1,13,1,resnet152,36,45,1,10909.5,11360.2,1401.9433226774897
resnet50,6,17,1,resnet152,28,46,1,18097.5,18452.95,1142.3751255607765
resnet50,4,13,1,resnet152,16,22,1,8562.5,8851.3,944.2508512042762
resnet50,11,16,1,resnet152,22,35,1,13790.0,15477.37,3073.1984402410462
resnet50,12,17,1,resnet152,18,26,1,8249.0,11171.26,28077.839917849808
resnet50,3,14,1,resnet152,24,39,1,13537.5,13896.83,1302.2577014938327
resnet50,2,10,1,resnet152,13,40,1,24153.0,26487.43,3547.5753529840626
resnet50,2,17,1,resnet152,1,45,1,38885.5,39896.46,3029.9109604739215
resnet50,5,15,1,resnet152,32,41,1,10072.5,11155.59,2313.4808367263386
resnet50,13,17,1,resnet152,23,29,1,5638.5,5687.41,272.23203687295876
resnet50,9,16,1,resnet152,34,38,1,6653.0,6737.64,350.5575136835609
resnet50,7,13,1,resnet152,33,43,1,9197.5,9227.03,305.05643592620686
resnet50,5,11,1,resnet152,19,26,1,6550.0,6610.9,320.40616411049274
resnet50,8,16,1,resnet152,25,33,1,7754.5,8122.89,1222.0813875924957
resnet50,12,17,1,resnet152,23,27,1,4922.0,5094.17,692.4023115934838
resnet50,4,16,1,resnet152,26,51,1,22543.0,23932.89,3160.253049662321
resnet50,11,15,1,resnet152,37,45,1,7447.0,7502.15,311.4116046328396
resnet50,1,13,1,resnet152,19,35,1,14430.5,14951.88,1943.7009866746478
resnet50,2,12,1,resnet152,39,51,1,11205.5,11256.64,463.2850854495534
resnet50,13,17,1,resnet152,15,33,1,16188.0,16238.98,393.0647524263655
resnet50,1,14,1,resnet152,23,33,1,11775.5,12349.05,1650.66267526106
resnet50,12,16,1,resnet152,12,26,1,12972.5,14280.6,2679.556832761716
resnet50,3,8,1,resnet152,13,24,1,10130.5,10280.84,660.9187804866798
resnet50,9,13,1,resnet152,45,49,1,4126.0,4269.03,571.346330258627
resnet50,2,11,1,resnet152,19,29,1,9199.5,9339.48,849.35321839621
resnet50,2,8,1,resnet152,38,44,1,5618.0,5673.76,421.6886557639416
resnet50,2,6,1,resnet152,21,50,1,26089.5,28450.42,3880.7569833216817
resnet50,4,10,1,resnet152,9,38,1,25950.5,26100.42,757.8649639612587
resnet50,12,17,1,resnet152,34,40,1,5739.5,6309.88,1542.814345797964
resnet50,8,14,1,resnet152,28,35,1,6553.0,7260.01,1855.938288279004
resnet50,6,13,1,resnet152,47,51,1,6613.5,6733.19,463.4404103010439
resnet50,13,17,1,resnet152,10,16,1,5911.0,5901.58,107.25979489072316
resnet50,2,11,1,resnet152,2,12,1,8923.0,8975.46,348.372370316591
resnet50,13,17,1,resnet152,6,20,1,12778.5,12926.28,842.576359506959
resnet50,3,7,1,resnet152,30,44,1,12677.0,13745.27,2576.46608304864
resnet50,2,17,1,resnet152,2,18,1,14591.0,15998.05,2629.3478673427753
resnet50,8,17,1,resnet152,26,41,1,13585.0,13742.55,550.6357121545967
resnet50,7,15,1,resnet152,32,48,1,14426.0,14947.88,1965.675915709403
resnet50,12,16,1,resnet152,13,40,1,24107.5,26005.54,3558.8605941227875
resnet50,5,16,1,resnet152,21,47,1,23162.5,23317.6,1139.5958055380863
resnet50,2,10,1,resnet152,6,31,1,22485.0,24998.65,3813.5824505968135
resnet50,7,14,1,resnet152,11,46,1,31222.0,31581.71,1590.122437392794
resnet50,0,8,1,resnet152,17,24,1,6604.0,7261.06,1957.5788863798055
resnet50,7,14,1,resnet152,18,24,1,6738.5,7184.36,1349.1805403280912
resnet50,1,6,1,resnet152,3,24,1,18910.0,19927.86,2384.4876221947557
resnet50,12,17,1,resnet152,20,44,1,21439.0,22193.03,2454.706306078183
resnet50,13,17,1,resnet152,19,23,1,4058.0,4465.98,1278.1298915212021
resnet50,4,14,1,resnet152,45,49,1,9403.5,9564.76,695.8532046344257
resnet50,4,12,1,resnet152,25,43,1,16174.0,16341.17,929.6572385024494
resnet50,7,15,1,resnet152,31,50,1,17267.0,17385.21,739.2906369622167
resnet50,12,16,1,resnet152,22,44,1,23061.5,23130.49,3715.657388659509
resnet50,5,9,1,resnet152,35,40,1,4790.5,4907.58,558.0942604972747
resnet50,13,17,1,resnet152,11,34,1,20776.5,20912.46,934.6835445218879
resnet50,12,16,1,resnet152,30,37,1,6555.5,6919.4,1056.793300508666
resnet50,13,17,1,resnet152,1,13,1,11092.5,12506.3,2737.0476923137458
resnet50,9,17,1,resnet152,10,45,1,31263.0,32354.98,2133.6899211459945
resnet50,6,10,1,resnet152,29,37,1,8048.5,8577.57,1750.4848542903762
resnet50,10,14,1,resnet152,31,38,1,6987.0,7892.9,1980.1830647695178
resnet50,6,13,1,resnet152,23,36,1,12304.0,12355.37,865.1338816044599
resnet50,8,17,1,resnet152,2,34,1,28399.5,28729.04,1356.389456756429
resnet50,3,13,1,resnet152,28,40,1,11171.0,13142.43,3007.6803628544044
resnet50,4,8,1,resnet152,13,33,1,17934.5,18016.47,678.4832120988698
resnet50,10,14,1,resnet152,31,40,1,8325.5,8367.2,255.70224871909124
resnet50,10,14,1,resnet152,23,49,1,23428.0,25789.45,4084.326292976603
resnet50,1,15,1,resnet152,40,51,1,12857.5,13232.15,1220.939927883432
resnet50,12,17,1,resnet152,37,46,1,8312.5,8361.88,267.30264794797677
resnet50,12,16,1,resnet152,34,47,1,11837.0,11882.3,374.320517738475
resnet50,6,12,1,resnet152,9,23,1,12898.5,14260.49,2811.676000164315
resnet50,10,15,1,resnet152,9,17,1,7670.0,8455.6,1969.1906916294317
