model,start,end,bs,model,start,end,bs,median,mean,var
resnet101,3,28,1,vgg19,5,15,1,22382.0,22755.81,1056.501819165495
resnet101,21,29,1,vgg19,8,19,1,7411.0,7510.94,475.6782067742856
resnet101,17,32,1,vgg19,6,12,1,13667.5,13757.67,392.3028945852936
resnet101,7,28,1,vgg19,4,12,1,18864.0,19216.4,880.0266814136944
resnet101,28,33,1,vgg19,0,18,1,5226.0,5441.41,720.0604293390937
resnet101,17,30,1,vgg19,15,19,1,11705.0,11759.41,359.3635789837362
resnet101,0,20,1,vgg19,0,10,1,17319.5,17376.78,314.1767839927069
resnet101,22,32,1,vgg19,7,17,1,9391.0,9451.75,309.60753786043387
resnet101,17,32,1,vgg19,17,21,1,13659.0,13716.59,312.87953256804764
resnet101,18,23,1,vgg19,8,17,1,4722.0,4751.02,241.74064532055837
resnet101,12,18,1,vgg19,13,17,1,5597.5,5637.38,276.8611847117613
resnet101,16,23,1,vgg19,8,15,1,6503.5,6500.01,68.14345089588579
resnet101,14,21,1,vgg19,0,20,1,6569.0,6693.72,384.0546596514616
resnet101,10,26,1,vgg19,6,11,1,14319.5,14496.38,515.4979685701971
resnet101,27,32,1,vgg19,6,16,1,5053.0,5104.17,293.5175993019839
resnet101,13,33,1,vgg19,13,19,1,18024.0,18053.68,142.79046746894556
resnet101,23,31,1,vgg19,4,12,1,7378.0,7399.88,186.22305335269314
resnet101,18,24,1,vgg19,2,8,1,5646.5,5645.11,69.07298965587056
resnet101,17,27,1,vgg19,6,19,1,9143.0,9170.62,260.83127803237096
resnet101,30,34,1,vgg19,17,21,1,4170.5,4188.08,155.74226658168297
resnet101,13,27,1,vgg19,1,16,1,12582.0,12602.77,116.24593369232319
resnet101,25,32,1,vgg19,3,20,1,6799.5,6833.15,244.08967102276165
resnet101,25,29,1,vgg19,16,20,1,3902.0,3922.17,205.62665464379853
resnet101,30,34,1,vgg19,0,5,1,4126.0,4161.23,283.61314690965935
resnet101,23,30,1,vgg19,13,21,1,6531.5,6534.64,71.93698909462364
resnet101,5,23,1,vgg19,1,21,1,16316.0,16326.88,179.52048796725128
resnet101,21,25,1,vgg19,9,16,1,3888.5,3910.22,212.43189873462975
resnet101,23,29,1,vgg19,7,11,1,5685.5,5718.47,172.2013040020313
resnet101,24,32,1,vgg19,17,21,1,7588.0,7584.2,78.74846030240845
resnet101,23,29,1,vgg19,16,21,1,5615.0,5656.04,216.82536382997264
resnet101,18,33,1,vgg19,12,18,1,13608.0,13623.92,91.6945669055697
resnet101,14,18,1,vgg19,17,21,1,3862.5,3931.18,373.45455894927835
resnet101,15,24,1,vgg19,7,17,1,8181.0,8192.31,89.34424379891522
resnet101,27,31,1,vgg19,16,21,1,3704.0,3737.61,182.3154900166193
resnet101,20,27,1,vgg19,6,17,1,6415.0,6426.0,188.8227740501659
resnet101,3,9,1,vgg19,2,20,1,5797.0,5814.15,146.74442919579607
resnet101,29,33,1,vgg19,3,18,1,3940.0,4087.3,669.610341915356
resnet101,12,26,1,vgg19,17,21,1,12511.5,12524.97,230.44146566970105
resnet101,14,30,1,vgg19,3,11,1,14247.0,14269.09,235.88637497744543
resnet101,3,17,1,vgg19,6,19,1,12763.5,12809.63,245.33253575504412
resnet101,15,28,1,vgg19,1,19,1,11712.0,11741.69,220.1635162782426
resnet101,2,8,1,vgg19,6,12,1,5494.0,5535.88,306.00451892088125
resnet101,16,32,1,vgg19,17,21,1,14526.0,14577.92,206.6061315643851
resnet101,11,28,1,vgg19,17,21,1,15106.5,15128.05,98.35582087502497
