model,start,end,bs,model,start,end,bs,median,mean,var
resnet50,5,14,1,inception_v3,9,13,2,11126.5,11734.24,1595.0880171325969
resnet50,5,9,1,inception_v3,4,11,2,17358.0,17453.59,883.4465925566752
resnet50,13,17,1,inception_v3,9,13,2,10497.5,10627.01,377.96464107109273
resnet50,9,14,1,inception_v3,6,10,2,11892.0,11963.88,187.94862489520906
resnet50,13,17,1,inception_v3,0,4,2,5499.0,5547.31,248.40594578230207
resnet50,9,14,1,inception_v3,7,12,2,13550.0,13666.25,275.56822657919037
resnet50,13,17,1,inception_v3,9,13,2,10371.5,10396.69,96.11344286831056
resnet50,9,14,1,inception_v3,8,13,2,13323.5,13476.61,298.2628000606177
resnet50,12,17,1,inception_v3,8,12,2,10707.5,10854.18,314.75610812182816
resnet50,8,12,1,inception_v3,6,12,2,16409.5,16450.85,373.57800724882077
resnet50,8,17,1,inception_v3,9,13,2,10474.5,11239.74,1969.472805702074
resnet50,12,16,1,inception_v3,9,13,2,10495.0,10540.14,271.09024401479303
resnet50,5,14,1,inception_v3,3,12,2,21594.5,21680.87,486.3741904131016
resnet50,12,17,1,inception_v3,3,13,2,24269.0,24459.22,445.4189169759183
resnet50,9,16,1,inception_v3,3,9,2,14683.5,14695.37,652.311898634388
resnet50,3,10,1,inception_v3,8,13,2,13815.5,13808.43,606.2223726488489
resnet50,11,16,1,inception_v3,0,10,2,20292.5,20354.34,385.6744279829815
resnet50,9,14,1,inception_v3,2,6,2,7559.5,7822.58,973.3404869828441
resnet50,0,7,1,inception_v3,6,10,2,11999.5,12198.92,779.8373379109261
resnet50,12,17,1,inception_v3,3,12,2,21610.5,21754.36,430.589329175724
resnet50,13,17,1,inception_v3,1,8,2,14206.5,14153.9,398.3609293090878
resnet50,12,16,1,inception_v3,8,13,2,13153.0,13392.33,1491.2897374755853
resnet50,12,17,1,inception_v3,2,12,2,23263.0,23377.6,639.9793746676529
resnet50,8,13,1,inception_v3,6,10,2,12031.0,12049.19,121.15929143074419
resnet50,3,16,1,inception_v3,3,13,2,24275.0,24308.41,313.2407411241392
resnet50,11,17,1,inception_v3,8,12,2,10648.0,10802.93,744.3236427119591
resnet50,2,13,1,inception_v3,9,13,2,10351.0,10539.74,858.9289216227381
resnet50,9,14,1,inception_v3,0,11,2,21884.5,21989.63,433.06910891911934
resnet50,8,12,1,inception_v3,2,13,2,25909.5,26010.33,456.6862173308933
resnet50,2,13,1,inception_v3,0,13,2,27292.5,27363.62,215.72986719506412
resnet50,12,16,1,inception_v3,5,12,2,17468.0,17546.98,495.4780313999804
resnet50,12,17,1,inception_v3,0,13,2,27133.5,27223.33,382.52001398619655
resnet50,5,17,1,inception_v3,4,8,2,11437.5,11979.08,2234.299159378618
resnet50,4,13,1,inception_v3,8,13,2,13188.0,13348.91,755.8987510903825
resnet50,1,10,1,inception_v3,4,11,2,16763.0,16781.39,116.9168845804574
resnet50,10,16,1,inception_v3,6,12,2,16292.0,16338.86,381.5080607274242
resnet50,1,17,1,inception_v3,1,12,2,25385.0,25247.38,619.9662697276361
resnet50,9,14,1,inception_v3,0,7,2,11715.5,11860.21,552.6978251268952
resnet50,12,17,1,inception_v3,9,13,2,10489.0,10614.24,590.4682568944752
resnet50,9,16,1,inception_v3,7,11,2,10937.5,11203.36,960.1664180755334
resnet50,2,6,1,inception_v3,2,8,2,13338.5,13372.13,123.1051302748996
resnet50,9,16,1,inception_v3,0,7,2,11697.0,11811.39,577.405072630991
resnet50,3,17,1,inception_v3,4,10,2,15286.0,16092.88,1691.0236561325803
resnet50,11,17,1,inception_v3,0,11,2,22819.5,22782.87,471.97689890502056
resnet50,4,13,1,inception_v3,4,13,2,23092.0,22836.92,481.8274313486105
resnet50,4,13,1,inception_v3,6,11,2,13792.0,13934.61,641.4129230846538
resnet50,8,12,1,inception_v3,3,8,2,11406.5,11455.18,358.9788679017192
resnet50,12,17,1,inception_v3,1,7,2,10953.5,11029.0,495.38383098361214
resnet50,0,15,1,inception_v3,6,12,2,17384.0,17455.28,1510.8575318672506
resnet50,3,14,1,inception_v3,4,13,2,23267.5,23195.32,314.28998965923176
resnet50,10,16,1,inception_v3,3,11,2,18890.0,18970.12,457.49739409093894
resnet50,12,16,1,inception_v3,6,13,2,19082.0,19100.67,92.27318732979803
resnet50,0,7,1,inception_v3,0,5,2,7659.0,7923.32,1011.6360895104524
resnet50,11,15,1,inception_v3,5,10,2,13174.5,13195.24,217.67623296997772
resnet50,7,11,1,inception_v3,7,12,2,13756.5,13823.46,285.90888128912684
resnet50,12,17,1,inception_v3,6,11,2,14220.0,14170.45,356.6374734937427
resnet50,1,12,1,inception_v3,6,11,2,14638.0,14817.2,1083.2416627881335
resnet50,13,17,1,inception_v3,5,12,2,18154.0,18136.8,304.89890127712823
resnet50,6,17,1,inception_v3,5,10,2,13209.0,13808.38,1544.707899766166
resnet50,4,8,1,inception_v3,9,13,2,10514.0,10567.06,361.98413832652955
resnet50,6,11,1,inception_v3,9,13,2,10483.5,10502.82,179.53436328458127
resnet50,5,13,1,inception_v3,5,9,2,10438.0,10866.3,1141.500858519169
resnet50,8,12,1,inception_v3,2,10,2,19555.5,19557.29,354.0248097238385
resnet50,5,9,1,inception_v3,9,13,2,10481.5,10568.5,267.58103445498523
resnet50,4,11,1,inception_v3,5,11,2,14997.0,15006.68,89.40960574792845
resnet50,9,15,1,inception_v3,9,13,2,10453.5,10597.26,707.3544460876741
resnet50,3,7,1,inception_v3,9,13,2,10455.5,10496.42,170.52901102158543
resnet50,2,12,1,inception_v3,6,10,2,12061.5,13083.14,2230.756266471082
resnet50,12,17,1,inception_v3,7,12,2,13603.5,13726.0,567.2766520843247
resnet50,7,14,1,inception_v3,9,13,2,10993.0,11136.61,995.5740142751819
resnet50,3,10,1,inception_v3,3,11,2,18945.5,18957.9,75.27210638742615
resnet50,11,15,1,inception_v3,1,7,2,10930.5,11058.82,592.6095068424062
resnet50,2,11,1,inception_v3,4,11,2,16975.0,17036.25,332.12571038689555
resnet50,7,14,1,inception_v3,6,12,2,16489.5,16492.3,85.58907640581245
resnet50,9,17,1,inception_v3,5,13,2,20348.5,20379.46,328.6999671432901
resnet50,6,16,1,inception_v3,4,11,2,17789.0,17862.54,748.4498168882133
resnet50,2,17,1,inception_v3,4,12,2,19694.5,19891.86,792.2075866841973
resnet50,8,16,1,inception_v3,0,8,2,14584.5,14787.95,745.2941348890383
resnet50,12,16,1,inception_v3,3,12,2,21564.0,21723.65,991.926361934191
resnet50,13,17,1,inception_v3,5,10,2,13189.5,13228.19,337.1741002805524
resnet50,6,17,1,inception_v3,3,13,2,24235.0,24318.54,434.6636727402004
resnet50,0,8,1,inception_v3,2,10,2,19037.5,19046.59,112.12047939604967
resnet50,0,5,1,inception_v3,0,11,2,22042.5,22099.9,317.1898642769028
resnet50,1,12,1,inception_v3,2,8,2,13317.0,13937.93,1755.6634885706314
resnet50,0,5,1,inception_v3,3,9,2,14225.5,14251.82,106.39514838562894
resnet50,9,14,1,inception_v3,7,11,2,10885.0,10938.39,371.4262213414664
resnet50,0,5,1,inception_v3,4,12,2,19570.5,19579.57,99.68442757020777
resnet50,7,17,1,inception_v3,9,13,2,10514.5,11426.95,2300.1621046134987
resnet50,0,4,1,inception_v3,7,11,2,10894.5,10931.54,261.36103076013455
resnet50,3,9,1,inception_v3,8,13,2,13353.5,13363.53,61.46909060658048
resnet50,13,17,1,inception_v3,0,12,2,24719.0,24817.57,554.9204313232664
resnet50,10,16,1,inception_v3,6,11,2,13777.0,13857.3,402.2493132374498
resnet50,1,6,1,inception_v3,3,13,2,24166.5,24191.91,143.82656882509573
resnet50,2,11,1,inception_v3,1,12,2,24009.5,24013.15,120.41722260540641
resnet50,1,17,1,inception_v3,6,12,2,16572.0,18161.11,2817.5625348694566
resnet50,13,17,1,inception_v3,5,10,2,13173.5,13218.56,294.10427810557263
resnet50,8,14,1,inception_v3,8,13,2,13371.5,13400.0,218.1404593375562
resnet50,12,17,1,inception_v3,4,11,2,16872.0,17114.86,1327.9738703754679
resnet50,11,17,1,inception_v3,2,6,2,7460.5,7638.08,823.7910618597413
resnet50,0,5,1,inception_v3,5,12,2,17471.5,17600.81,827.6387943420727
resnet50,8,17,1,inception_v3,4,10,2,15022.0,16050.36,2849.0808641384683
resnet50,4,14,1,inception_v3,2,13,2,25985.5,27643.49,3340.8957586102565
resnet50,8,15,1,inception_v3,5,13,2,20098.0,20788.1,2185.9100004346014
resnet50,1,13,1,inception_v3,6,10,2,12216.5,14207.17,2850.992686960105
resnet50,10,16,1,inception_v3,7,12,2,13449.5,13821.36,1322.85505267962
resnet50,12,16,1,inception_v3,1,12,2,23748.0,24893.97,2848.0083337483406
resnet50,12,16,1,inception_v3,2,13,2,26013.5,28203.41,3880.6829607557484
resnet50,8,14,1,inception_v3,4,8,2,9282.5,9335.25,433.26510071779376
resnet50,4,9,1,inception_v3,9,13,2,10415.0,10463.11,593.5843646020336
resnet50,8,17,1,inception_v3,4,11,2,18860.0,20151.95,3760.146548673336
resnet50,13,17,1,inception_v3,8,12,2,10617.5,10847.19,1225.4366951825787
resnet50,0,6,1,inception_v3,2,6,2,7503.0,7534.76,208.43560732274128
resnet50,4,15,1,inception_v3,2,7,2,10803.0,11416.04,1634.6231303881639
resnet50,11,15,1,inception_v3,2,10,2,19445.5,22092.77,4123.355458494938
resnet50,13,17,1,inception_v3,5,12,2,17461.5,17749.46,1348.4860801654572
resnet50,9,13,1,inception_v3,0,6,2,8696.5,8826.67,828.4608386037328
resnet50,0,6,1,inception_v3,0,10,2,20338.0,20885.47,1697.4658550615973
resnet50,10,16,1,inception_v3,1,10,2,19547.0,19629.68,603.8872060244364
resnet50,12,16,1,inception_v3,2,6,2,7546.5,7575.42,292.7020731050602
resnet50,3,17,1,inception_v3,5,13,2,20377.5,20554.99,768.6024784633472
resnet50,13,17,1,inception_v3,4,8,2,9413.5,9585.24,708.1752060048417
resnet50,5,16,1,inception_v3,8,13,2,13449.0,14354.37,2106.9750717794454
resnet50,10,16,1,inception_v3,4,8,2,9409.0,9598.57,868.3578324055125
resnet50,7,15,1,inception_v3,4,10,2,15162.5,15256.4,495.8173655692185
resnet50,4,12,1,inception_v3,3,10,2,17171.5,17288.44,578.7173976994297
