model,start,end,bs,model,start,end,bs,median,mean,var
inception_v3,7,13,1,vgg19,3,9,1,15945.0,16291.94,995.3122205619702
inception_v3,8,13,1,vgg19,8,16,1,13191.5,13362.92,614.0796964564126
inception_v3,8,13,1,vgg19,0,16,1,13178.5,13290.31,592.9723719533652
inception_v3,5,11,1,vgg19,15,21,1,14502.5,14570.65,383.98227498154125
inception_v3,5,9,1,vgg19,4,19,1,9835.0,9922.77,409.2718865253268
inception_v3,1,5,1,vgg19,2,18,1,6977.0,7056.05,424.4460006879555
inception_v3,4,13,1,vgg19,4,8,1,27067.5,27658.06,3607.849735839895
inception_v3,9,13,1,vgg19,17,21,1,12632.5,14045.94,2936.101526923073
inception_v3,7,12,1,vgg19,17,21,1,18588.5,18486.0,3057.3274800060267
inception_v3,2,12,1,vgg19,15,21,1,30455.5,30242.35,3432.3068958792132
inception_v3,7,13,1,vgg19,6,15,1,18026.5,20093.99,3346.739190600307
inception_v3,1,13,1,vgg19,0,19,1,30317.5,32026.43,3566.156946223764
inception_v3,9,13,1,vgg19,15,21,1,11663.5,12846.46,2134.6146510318904
inception_v3,4,8,1,vgg19,14,20,1,10269.0,10691.11,1180.9978653240657
inception_v3,8,12,1,vgg19,1,17,1,11723.0,11849.91,632.8764665398769
inception_v3,8,12,1,vgg19,2,18,1,11734.5,11872.59,812.0377712274227
inception_v3,4,11,1,vgg19,16,21,1,21291.5,21353.22,2916.448986627402
inception_v3,5,11,1,vgg19,6,10,1,16265.0,16527.51,1139.623222780231
inception_v3,7,12,1,vgg19,2,12,1,14868.0,15041.03,1055.623867246284
inception_v3,3,12,1,vgg19,2,10,1,24200.5,25983.67,3252.31276803139
inception_v3,5,10,1,vgg19,7,14,1,14263.5,14418.39,789.8199021928987
inception_v3,3,12,1,vgg19,5,16,1,24383.5,26780.89,3631.4691294158074
inception_v3,7,11,1,vgg19,10,16,1,11913.0,12530.74,1691.0399677121766
inception_v3,9,13,1,vgg19,13,17,1,11609.5,11731.21,783.4211548713756
inception_v3,8,12,1,vgg19,1,13,1,11784.0,11946.68,935.0710655345935
inception_v3,5,9,1,vgg19,16,21,1,11953.0,12873.03,2236.235168558978
inception_v3,6,12,1,vgg19,2,17,1,17921.0,18654.99,2000.3901544198818
inception_v3,3,12,1,vgg19,16,20,1,23824.5,24687.86,1972.3799482858267
inception_v3,5,11,1,vgg19,0,19,1,16324.5,17881.96,2710.87788703217
inception_v3,9,13,1,vgg19,15,19,1,11770.5,11877.97,718.560136035948
inception_v3,2,12,1,vgg19,16,20,1,26607.5,28176.09,3359.5660020157366
inception_v3,7,12,1,vgg19,4,17,1,14909.5,15584.86,1748.4897770361713
inception_v3,3,9,1,vgg19,7,16,1,15589.5,15729.03,646.320515765978
inception_v3,4,11,1,vgg19,8,13,1,18965.0,20935.65,3048.1910254280324
inception_v3,5,10,1,vgg19,12,21,1,14267.0,14700.14,1225.6443041926966
inception_v3,1,11,1,vgg19,4,18,1,23736.0,23964.32,715.5239182585026
inception_v3,4,11,1,vgg19,13,17,1,18999.5,21449.09,3402.4041179583587
inception_v3,6,12,1,vgg19,5,20,1,17889.0,17990.67,635.000882755292
inception_v3,0,9,1,vgg19,16,21,1,19415.0,20595.18,2433.006109240172
inception_v3,9,13,1,vgg19,7,11,1,11850.5,13361.29,2424.069575301006
inception_v3,3,12,1,vgg19,6,21,1,23824.5,24475.54,1708.5721431651637
inception_v3,2,12,1,vgg19,0,21,1,26748.0,29249.29,3620.5772697043776
inception_v3,2,10,1,vgg19,6,10,1,18828.5,18976.88,507.0680088508838
