model,start,end,bs,model,start,end,bs,median,mean,var
resnet101,3,10,1,vgg16,11,16,1,6772.0,7577.72,2201.338052548949
resnet101,12,34,1,vgg16,6,11,1,19617.0,21632.87,3519.3844025766784
resnet101,21,26,1,vgg16,9,17,1,4735.5,4769.73,222.42652067593016
resnet101,5,23,1,vgg16,2,13,1,16096.0,16200.98,391.2513764832017
resnet101,28,32,1,vgg16,9,17,1,4116.5,4154.21,315.9539616779634
resnet101,3,17,1,vgg16,9,17,1,13007.0,14786.63,3137.6667402864823
resnet101,8,17,1,vgg16,0,12,1,8867.0,10261.64,2612.2576117986528
resnet101,5,28,1,vgg16,6,16,1,24004.5,24820.82,4376.9961534824315
resnet101,16,26,1,vgg16,12,16,1,9094.0,10682.67,2708.9190170804295
resnet101,16,26,1,vgg16,14,18,1,9072.5,10362.46,2789.038914823527
resnet101,14,24,1,vgg16,8,18,1,9150.5,10601.91,2741.427715972099
resnet101,18,33,1,vgg16,3,10,1,13718.5,15996.55,3474.2390170366807
resnet101,24,31,1,vgg16,5,13,1,6498.0,7058.63,1600.2385863051798
resnet101,5,11,1,vgg16,5,14,1,5920.5,6678.93,2053.501902872262
resnet101,17,31,1,vgg16,13,17,1,14155.0,15443.46,3420.7009527873083
resnet101,13,17,1,vgg16,10,15,1,3899.0,4124.41,957.5928058940293
resnet101,13,30,1,vgg16,1,11,1,18701.0,18867.08,3654.4767250045525
resnet101,19,24,1,vgg16,4,15,1,4787.0,5075.46,1042.6814990206742
resnet101,13,34,1,vgg16,13,17,1,19147.0,22020.04,4086.9433563972966
resnet101,10,31,1,vgg16,5,18,1,18795.5,21613.33,4081.659797325103
resnet101,15,33,1,vgg16,8,14,1,17791.5,19406.48,3928.307412817892
resnet101,3,29,1,vgg16,6,14,1,26931.5,27365.17,3908.7535815269816
resnet101,19,32,1,vgg16,13,17,1,12098.5,14558.25,3662.565192252556
resnet101,24,33,1,vgg16,13,18,1,8475.0,9428.9,2145.107831788416
resnet101,10,26,1,vgg16,8,14,1,14387.5,16603.36,3318.093827847549
resnet101,3,23,1,vgg16,1,14,1,20298.0,21308.03,3836.0877556567966
resnet101,18,32,1,vgg16,7,13,1,12934.5,15422.8,3526.53876201581
resnet101,9,29,1,vgg16,4,13,1,17996.5,20962.58,4156.313766259714
resnet101,16,32,1,vgg16,2,9,1,14827.5,17553.36,3961.324143566138
resnet101,28,33,1,vgg16,4,12,1,4977.5,5340.21,1489.5413743498368
resnet101,11,32,1,vgg16,6,13,1,22499.5,22823.24,4276.933287111222
resnet101,9,19,1,vgg16,11,16,1,9266.5,10764.29,2783.0420309258716
resnet101,11,20,1,vgg16,5,18,1,8425.5,9709.38,2237.4802559128875
resnet101,2,28,1,vgg16,12,16,1,26726.5,27446.49,4122.50156214646
resnet101,29,34,1,vgg16,8,14,1,4985.0,5350.51,1357.086345779074
resnet101,0,9,1,vgg16,3,16,1,7861.5,8849.27,2243.729613188719
resnet101,8,30,1,vgg16,9,14,1,23328.0,23583.52,3990.330210596612
resnet101,28,33,1,vgg16,8,16,1,5153.0,5624.29,1254.495622112728
resnet101,1,31,1,vgg16,13,18,1,30676.0,31647.57,4218.501722780257
resnet101,11,32,1,vgg16,2,14,1,19659.5,22053.07,3909.9677549949183
resnet101,27,31,1,vgg16,14,18,1,3864.0,4103.7,1041.1139659038295
resnet101,30,34,1,vgg16,1,16,1,4157.0,4445.04,978.5529001541
resnet101,3,15,1,vgg16,9,13,1,11173.5,13108.04,3422.3568543329907
resnet101,7,16,1,vgg16,12,18,1,8558.5,9916.87,2448.5218669842425
resnet101,7,23,1,vgg16,1,18,1,17374.5,17780.41,3639.085926699176
resnet101,15,25,1,vgg16,0,4,1,9102.5,10515.23,2615.3652473602992
resnet101,21,27,1,vgg16,7,15,1,5596.5,6130.73,1764.2453165872369
resnet101,6,33,1,vgg16,5,18,1,27604.5,28449.71,4825.314817283946
resnet101,26,33,1,vgg16,2,11,1,7585.5,8172.0,2339.52319501218
resnet101,2,12,1,vgg16,3,11,1,9567.0,11456.93,3212.9964402563537
resnet101,23,27,1,vgg16,0,15,1,3725.5,4310.55,1376.663360266409
resnet101,8,26,1,vgg16,5,17,1,19616.0,19768.28,3786.585810674307
resnet101,0,12,1,vgg16,8,13,1,10563.0,12386.95,3167.7750089771207
resnet101,13,26,1,vgg16,10,14,1,11807.5,14168.69,3385.4987836211076
resnet101,18,26,1,vgg16,12,18,1,7262.5,7872.99,1772.3286856280354
resnet101,2,26,1,vgg16,12,17,1,25142.0,26145.86,4703.063667483144
resnet101,6,23,1,vgg16,0,10,1,18743.5,19284.94,4184.648355166776
resnet101,6,29,1,vgg16,13,18,1,24344.0,25124.37,4628.75389636347
resnet101,3,7,1,vgg16,2,10,1,3873.5,4138.62,1035.0916459908271
resnet101,8,19,1,vgg16,5,9,1,10348.0,12115.11,2799.4235760063175
resnet101,30,34,1,vgg16,3,16,1,4153.0,4410.17,1027.7781478023358
resnet101,25,31,1,vgg16,11,17,1,5713.5,6692.27,1801.876704189274
resnet101,7,23,1,vgg16,4,13,1,16926.0,17501.95,3454.813888981576
resnet101,30,34,1,vgg16,4,10,1,4146.5,4707.46,1372.9035612161547
resnet101,3,19,1,vgg16,10,14,1,15109.5,17450.94,3667.0763935865853
resnet101,8,25,1,vgg16,4,8,1,15768.0,18240.96,3665.6038927303644
resnet101,15,22,1,vgg16,9,16,1,6497.0,7412.46,2127.3138434185025
resnet101,1,16,1,vgg16,6,14,1,13956.0,16496.21,3794.418256584269
resnet101,24,29,1,vgg16,3,16,1,4868.5,5953.47,1774.2435596895932
resnet101,7,33,1,vgg16,12,17,1,27192.0,27464.44,4037.277157491172
resnet101,1,19,1,vgg16,11,16,1,16857.0,19617.79,4069.759487475888
resnet101,20,25,1,vgg16,9,18,1,5701.5,6140.13,1755.3412810903756
resnet101,24,28,1,vgg16,14,18,1,3892.5,4438.7,1421.7281209851624
resnet101,11,23,1,vgg16,7,11,1,11033.0,13175.74,2996.373106340397
