model,start,end,bs,model,start,end,bs,median,mean,var
resnet152,31,43,1,inception_v3,2,9,1,16511.5,19025.2,3804.1057188253853
resnet152,31,51,1,inception_v3,9,13,1,18106.5,18361.28,764.5478151168834
resnet152,13,32,1,inception_v3,1,9,1,17033.5,17850.42,1862.8172008009803
resnet152,14,23,1,inception_v3,0,5,1,8294.0,8969.87,1811.2078216206996
resnet152,9,19,1,inception_v3,0,12,1,24659.0,26773.8,3960.786197208832
resnet152,7,51,1,inception_v3,6,12,1,39044.5,39343.24,1050.7984309086114
resnet152,45,50,1,inception_v3,6,12,1,15999.0,16549.83,1823.7457939910375
resnet152,44,51,1,inception_v3,7,11,1,10628.0,10715.74,612.7322518033467
resnet152,35,50,1,inception_v3,0,7,1,13809.5,14821.72,2243.2754225908147
resnet152,15,49,1,inception_v3,9,13,1,30203.0,30427.34,687.3742680665315
resnet152,3,39,1,inception_v3,7,11,1,31816.5,32026.94,666.4191296774126
resnet152,19,36,1,inception_v3,0,8,1,17779.0,18239.16,3186.636969345582
resnet152,11,17,1,inception_v3,1,7,1,10978.0,11015.91,362.69497087773357
resnet152,46,50,1,inception_v3,1,11,1,21165.5,21945.05,2352.027140043244
resnet152,19,48,1,inception_v3,6,10,1,25730.0,25760.68,196.49589715818496
resnet152,38,44,1,inception_v3,2,8,1,13192.5,13332.0,886.3703966175766
resnet152,30,41,1,inception_v3,0,4,1,10041.5,10123.02,419.939923798631
resnet152,47,51,1,inception_v3,8,13,1,13741.5,15761.9,3117.229604953732
resnet152,24,50,1,inception_v3,9,13,1,23351.0,23423.79,349.3983484505901
resnet152,13,51,1,inception_v3,5,13,1,33821.0,33997.32,739.3751129163059
resnet152,17,37,1,inception_v3,2,9,1,17946.0,18719.17,1763.5009331157157
resnet152,46,51,1,inception_v3,8,12,1,10541.5,10733.17,1082.4784529495264
resnet152,28,46,1,inception_v3,7,12,1,17021.5,18082.68,2887.2673685684185
resnet152,42,51,1,inception_v3,9,13,1,10348.0,11192.23,1802.3047403533067
resnet152,7,34,1,inception_v3,7,11,1,23856.0,23971.55,549.6481306254029
resnet152,41,45,1,inception_v3,5,13,1,20588.5,23192.46,3983.7119911459463
resnet152,15,41,1,inception_v3,3,12,1,22904.5,23879.05,2092.3269408722913
resnet152,2,25,1,inception_v3,8,13,1,20332.0,20859.01,1242.556682771454
resnet152,27,39,1,inception_v3,5,13,1,19765.0,21512.74,3421.2176680825205
resnet152,43,47,1,inception_v3,4,12,1,19178.5,19354.55,1069.8449642354728
resnet152,19,24,1,inception_v3,8,12,1,13246.0,13655.18,3236.0575099339626
resnet152,37,48,1,inception_v3,2,11,1,20539.5,21809.83,3050.8977172465156
resnet152,15,50,1,inception_v3,2,13,1,31173.0,32589.92,2453.9451896079504
resnet152,28,51,1,inception_v3,9,13,1,20514.5,20537.66,71.06901153104636
resnet152,19,24,1,inception_v3,4,10,1,14696.0,14842.13,893.1496476515008
resnet152,27,41,1,inception_v3,7,12,1,15410.0,16085.57,2851.8795460362626
resnet152,33,46,1,inception_v3,7,13,1,15844.0,15959.36,605.0693434640363
resnet152,32,36,1,inception_v3,4,12,1,19124.5,19230.34,830.0998761594894
resnet152,11,50,1,inception_v3,4,10,1,34830.5,34926.21,395.12348183827294
resnet152,43,47,1,inception_v3,2,9,1,15935.5,16408.93,1484.065209180513
resnet152,2,42,1,inception_v3,1,13,1,35344.0,35997.45,1605.970699452515
resnet152,41,47,1,inception_v3,7,12,1,13271.0,13360.43,609.2866690647351
resnet152,12,24,1,inception_v3,4,9,1,11852.5,12348.98,1466.5225329329244
resnet152,3,47,1,inception_v3,2,6,1,38837.5,39031.49,498.97519968431294
resnet152,38,48,1,inception_v3,8,13,1,13176.0,13240.81,446.9653833352198
resnet152,16,30,1,inception_v3,2,6,1,12647.0,12814.47,628.6577042397555
resnet152,29,43,1,inception_v3,1,8,1,13731.5,14227.39,1301.625705761837
resnet152,4,51,1,inception_v3,9,13,1,41845.0,42250.08,1632.1735182265395
resnet152,34,38,1,inception_v3,9,13,1,10462.0,10761.13,1188.7380254286475
resnet152,39,48,1,inception_v3,7,13,1,15991.0,16236.67,1041.2385322777868
resnet152,13,34,1,inception_v3,7,13,1,18831.0,19482.58,1689.0345063378666
resnet152,15,28,1,inception_v3,6,12,1,17939.5,18229.75,1072.100418570947
resnet152,37,51,1,inception_v3,6,12,1,17944.0,18253.24,967.4745900539197
resnet152,10,15,1,inception_v3,4,9,1,13291.5,13330.11,107.71117815714395
resnet152,17,22,1,inception_v3,1,12,1,26627.0,26854.61,768.8332575402809
resnet152,26,40,1,inception_v3,5,10,1,14315.0,15069.37,1672.9143711200522
resnet152,22,26,1,inception_v3,4,13,1,24310.5,23396.35,1809.5323228668783
resnet152,39,47,1,inception_v3,8,13,1,13185.5,13345.88,543.6496901498244
resnet152,23,42,1,inception_v3,4,11,1,17040.0,18164.04,2636.1476283395054
resnet152,28,45,1,inception_v3,0,11,1,21909.5,22118.41,778.0635847409901
resnet152,24,38,1,inception_v3,7,11,1,12657.0,13049.54,1212.2955284912996
resnet152,14,50,1,inception_v3,5,12,1,32043.5,32079.96,259.4868366603593
resnet152,3,11,1,inception_v3,3,11,1,18549.0,18885.47,2021.774030177458
resnet152,32,45,1,inception_v3,9,13,1,11785.5,12279.32,1587.7886312730673
resnet152,42,47,1,inception_v3,2,9,1,15949.0,16090.39,611.1774684164984
resnet152,7,33,1,inception_v3,6,11,1,23228.0,23356.55,494.1874416656093
resnet152,5,37,1,inception_v3,1,12,1,28468.5,29067.75,1485.2738964581583
resnet152,31,41,1,inception_v3,2,10,1,18816.0,19183.16,1020.7398563786954
resnet152,19,44,1,inception_v3,9,13,1,22235.0,22251.47,132.45999056318857
resnet152,33,50,1,inception_v3,2,13,1,25881.0,25973.43,773.5599945059207
resnet152,8,42,1,inception_v3,1,13,1,30283.0,31242.23,2444.634176538486
resnet152,13,20,1,inception_v3,8,12,1,10550.0,10692.86,653.96146706056
resnet152,19,29,1,inception_v3,5,11,1,14518.5,14665.91,522.2167192842451
resnet152,12,43,1,inception_v3,8,13,1,27741.5,27824.48,677.4839257133706
resnet152,12,31,1,inception_v3,0,13,1,27142.0,27381.1,1331.2299313041303
resnet152,6,37,1,inception_v3,4,12,1,30955.5,31097.85,586.248878463746
resnet152,44,48,1,inception_v3,2,12,1,23149.0,23327.29,1002.025202227968
resnet152,29,36,1,inception_v3,4,8,1,10012.0,10208.78,1339.8312175792892
resnet152,10,21,1,inception_v3,5,10,1,14056.0,14534.0,1182.5689747325523
resnet152,10,41,1,inception_v3,2,6,1,27543.0,27620.72,439.3109395405491
resnet152,19,34,1,inception_v3,1,9,1,16420.0,16885.06,1492.5412746051616
resnet152,19,32,1,inception_v3,4,9,1,13111.0,13591.6,1470.6720096608897
resnet152,1,18,1,inception_v3,4,13,1,24210.0,24131.51,1231.5043036465606
resnet152,3,25,1,inception_v3,8,13,1,19821.0,20405.34,1395.6273945434004
resnet152,9,24,1,inception_v3,1,5,1,13695.0,13826.69,577.9124621428405
resnet152,20,25,1,inception_v3,1,11,1,23641.0,23841.63,1571.647941843211
resnet152,10,26,1,inception_v3,5,10,1,14677.0,15430.63,1665.9633948859741
resnet152,26,31,1,inception_v3,1,13,1,26399.5,26561.83,617.0907073518447
resnet152,7,31,1,inception_v3,3,13,1,24001.0,25101.58,2242.9383592956806
resnet152,28,49,1,inception_v3,0,7,1,19010.5,19343.53,898.8595157754074
resnet152,47,51,1,inception_v3,7,12,1,13312.5,13358.75,378.5665430277747
resnet152,13,29,1,inception_v3,1,10,1,19349.0,19660.52,826.3780669887118
resnet152,28,47,1,inception_v3,1,11,1,21211.0,21690.18,1317.0853456021746
resnet152,40,51,1,inception_v3,5,11,1,14544.5,14918.53,1259.1302431043423
resnet152,41,50,1,inception_v3,0,7,1,11748.0,12168.65,1244.3018313496125
resnet152,46,51,1,inception_v3,4,11,1,16500.5,16588.68,460.45427308257223
resnet152,9,34,1,inception_v3,6,10,1,25183.5,25491.22,1007.6915756321475
resnet152,13,17,1,inception_v3,7,12,1,13303.0,13438.7,738.0034620515002
resnet152,18,26,1,inception_v3,5,11,1,14522.0,14677.09,631.8438113173223
resnet152,2,15,1,inception_v3,0,13,1,27168.0,27311.83,677.5744100097052
resnet152,13,26,1,inception_v3,3,9,1,13956.5,14645.87,1670.7827366536922
resnet152,28,35,1,inception_v3,6,11,1,13327.0,13399.24,415.6789655491363
resnet152,30,38,1,inception_v3,8,13,1,13187.0,13452.93,1331.6202405716128
resnet152,46,51,1,inception_v3,0,4,1,5833.0,6257.9,1351.4510312993218
resnet152,0,28,1,inception_v3,0,6,1,27415.0,27835.1,1102.5898104009486
resnet152,34,47,1,inception_v3,5,11,1,14572.5,15185.03,1741.9376880646448
resnet152,3,30,1,inception_v3,0,12,1,24678.5,26261.77,2757.000608831997
resnet152,6,46,1,inception_v3,0,12,1,35365.0,35581.9,811.7807893760482
resnet152,20,29,1,inception_v3,3,9,1,13887.5,14174.09,1008.675300530354
resnet152,23,45,1,inception_v3,5,11,1,19657.5,19906.4,876.0837060464028
resnet152,25,35,1,inception_v3,1,8,1,13742.0,14097.92,1157.157073866811
resnet152,27,45,1,inception_v3,2,11,1,20338.0,20738.57,1223.9298121624458
resnet152,38,45,1,inception_v3,3,7,1,8149.0,8420.6,893.3128567304963
resnet152,44,49,1,inception_v3,2,9,1,15657.0,15762.18,557.3706375474044
resnet152,23,51,1,inception_v3,5,9,1,24992.0,25102.59,696.6769422766912
resnet152,24,38,1,inception_v3,4,9,1,13363.0,14089.17,2167.924791384609
resnet152,46,50,1,inception_v3,7,13,1,17843.5,17915.98,453.4990183010322
resnet152,23,49,1,inception_v3,4,10,1,23372.0,23462.22,395.6888570581688
resnet152,41,49,1,inception_v3,0,4,1,7616.5,7781.47,775.1294789259405
resnet152,12,29,1,inception_v3,5,10,1,15522.0,15933.16,1345.7236471133292
resnet152,30,50,1,inception_v3,2,12,1,26048.5,26448.39,1573.9244574947045
resnet152,17,51,1,inception_v3,1,5,1,30247.5,30321.31,417.4042811232296
resnet152,27,35,1,inception_v3,1,11,1,21706.0,22845.89,2144.971141507503
resnet152,12,50,1,inception_v3,6,11,1,33971.5,34031.68,357.1712720810564
resnet152,20,27,1,inception_v3,5,10,1,12718.0,12950.83,889.1408218611942
resnet152,37,41,1,inception_v3,5,13,1,22140.5,21864.12,1864.8971300315736
resnet152,40,51,1,inception_v3,2,6,1,10247.5,10652.72,1195.1176601489913
resnet152,27,32,1,inception_v3,0,4,1,6487.5,6554.98,335.20865084302346
resnet152,33,50,1,inception_v3,8,12,1,15504.5,15618.59,531.8792173980855
resnet152,38,51,1,inception_v3,3,7,1,12013.0,12163.47,708.1300792227372
resnet152,41,50,1,inception_v3,8,13,1,13220.5,13756.81,1202.179426666419
resnet152,18,47,1,inception_v3,1,9,1,25724.5,25936.57,1268.3672989713982
resnet152,4,41,1,inception_v3,0,9,1,32957.0,33017.57,317.23247800312
resnet152,46,50,1,inception_v3,7,13,1,15981.0,16237.63,911.0971370276609
resnet152,22,27,1,inception_v3,7,11,1,10668.5,10753.14,479.0999899812147
resnet152,22,32,1,inception_v3,7,13,1,15960.0,16146.69,766.6513639849602
resnet152,24,46,1,inception_v3,4,11,1,19631.5,20465.46,1828.0829599337117
resnet152,7,49,1,inception_v3,8,13,1,37335.0,37597.82,1199.5140547738486
resnet152,41,46,1,inception_v3,7,13,1,17880.5,18339.92,1667.8366027881748
resnet152,7,45,1,inception_v3,9,13,1,33640.0,33759.51,624.1703052052382
resnet152,33,51,1,inception_v3,6,12,1,16353.0,17310.79,2100.9920194755623
resnet152,9,18,1,inception_v3,1,5,1,8507.5,8745.58,859.670380785566
resnet152,41,47,1,inception_v3,2,11,1,20593.5,20848.19,996.046009931268
resnet152,32,39,1,inception_v3,9,13,1,10430.5,10537.36,590.0367873277055
resnet152,10,19,1,inception_v3,7,12,1,13331.0,13412.84,406.521480859253
resnet152,32,36,1,inception_v3,2,13,1,25814.0,25888.83,402.7803136946988
resnet152,42,49,1,inception_v3,7,12,1,13311.0,13393.05,453.50588474682445
resnet152,6,35,1,inception_v3,6,12,1,25880.5,26026.76,753.419725252797
resnet152,43,47,1,inception_v3,2,10,1,18812.5,19376.2,2384.6373980125363
resnet152,18,33,1,inception_v3,2,13,1,25855.0,25976.33,996.2830727760057
resnet152,14,46,1,inception_v3,8,13,1,28318.5,28358.42,268.21369018005026
resnet152,32,36,1,inception_v3,6,13,1,18590.0,18662.46,573.493477207893
resnet152,14,33,1,inception_v3,8,13,1,17107.0,17558.96,1410.9110809686058
resnet152,42,50,1,inception_v3,6,12,1,17898.0,18183.16,968.1827794378498
resnet152,6,33,1,inception_v3,0,12,1,27658.5,28254.46,1478.623464036737
resnet152,37,42,1,inception_v3,7,11,1,11895.0,11942.1,286.7365166838713
resnet152,23,34,1,inception_v3,6,13,1,20848.0,20906.5,375.6968858002419
resnet152,14,39,1,inception_v3,5,10,1,22251.5,22267.14,127.9390495509483
resnet152,14,51,1,inception_v3,8,12,1,32835.5,32867.33,263.25136485876
resnet152,29,41,1,inception_v3,6,11,1,13349.0,13806.9,1396.9115827424441
resnet152,13,23,1,inception_v3,2,6,1,9145.5,9381.26,928.3871134392161
resnet152,17,24,1,inception_v3,0,12,1,24545.0,24629.89,407.8391323794224
resnet152,44,50,1,inception_v3,5,10,1,12748.5,12786.04,349.9198742569504
resnet152,5,15,1,inception_v3,8,12,1,10562.0,10683.57,563.1547257193178
resnet152,25,49,1,inception_v3,2,7,1,21573.0,21655.46,350.93405135438195
resnet152,28,46,1,inception_v3,4,11,1,16581.5,17438.47,1898.6073762365932
resnet152,10,22,1,inception_v3,0,13,1,27146.0,27538.16,1423.9410150704982
resnet152,27,49,1,inception_v3,9,13,1,19825.0,19835.89,148.05383446571045
resnet152,3,51,1,inception_v3,7,13,1,42523.5,42673.33,504.56157315039366
resnet152,23,33,1,inception_v3,2,12,1,24598.5,24922.64,1976.104579823649
resnet152,39,50,1,inception_v3,2,8,1,14706.5,14963.12,842.6009052926538
resnet152,32,37,1,inception_v3,4,12,1,19189.0,19668.74,1584.4751977863207
resnet152,30,35,1,inception_v3,3,7,1,8378.5,8527.67,663.2413596120194
resnet152,43,48,1,inception_v3,9,13,1,10437.5,10853.02,931.9715122255615
resnet152,14,34,1,inception_v3,0,7,1,17904.0,18363.81,912.2760513682248
