model,start,end,bs,model,start,end,bs,median,mean,var
resnet101,13,18,1,resnet101,20,29,1,8345.0,8426.61,550.6329611456256
resnet101,20,30,1,resnet101,7,13,1,9040.5,9358.75,1107.566750810081
resnet101,26,30,1,resnet101,4,26,1,20196.0,21976.02,3673.7954460748088
resnet101,24,34,1,resnet101,23,29,1,9304.0,9867.23,1667.9496866212721
resnet101,14,31,1,resnet101,30,34,1,15158.5,15376.04,1047.461549843239
resnet101,9,24,1,resnet101,23,32,1,13415.0,13892.81,1246.129870398748
resnet101,19,25,1,resnet101,24,32,1,7929.0,9393.76,2482.829463011908
resnet101,0,34,1,resnet101,20,28,1,29655.0,29837.51,645.7743180864348
resnet101,19,31,1,resnet101,25,33,1,10872.0,11556.31,1641.5439786676443
resnet101,10,20,1,resnet101,10,19,1,9163.0,10096.34,1995.3449537360702
resnet101,26,31,1,resnet101,21,27,1,5724.0,6245.67,1500.7720150309308
resnet101,2,25,1,resnet101,9,13,1,20420.0,20574.8,639.0119091222009
resnet101,22,34,1,resnet101,12,20,1,11000.0,11550.12,1609.9926104178244
resnet101,25,32,1,resnet101,16,29,1,12034.5,13695.23,2958.1186719095635
resnet101,19,33,1,resnet101,8,12,1,12809.5,12880.01,470.3550041192291
resnet101,30,34,1,resnet101,27,31,1,4095.0,4446.27,1220.9393748667458
resnet101,10,31,1,resnet101,24,32,1,18597.0,18752.88,706.6082263885696
resnet101,16,31,1,resnet101,24,32,1,13337.0,13575.51,733.7824949533752
resnet101,4,15,1,resnet101,17,34,1,17994.5,19151.23,3990.1394984511508
resnet101,15,26,1,resnet101,17,22,1,9945.0,10084.17,699.304398027068
resnet101,9,32,1,resnet101,8,13,1,20570.0,20698.97,611.5546656677553
resnet101,26,30,1,resnet101,23,30,1,6649.0,7289.39,1978.4492608859093
resnet101,28,33,1,resnet101,12,17,1,4993.5,5547.65,1461.7610705925918
resnet101,10,23,1,resnet101,25,31,1,11649.0,11859.11,768.0981694419014
resnet101,16,32,1,resnet101,18,24,1,14495.5,14613.32,551.6228218629102
resnet101,29,34,1,resnet101,25,31,1,5732.0,6411.05,1840.6103681931165
resnet101,16,26,1,resnet101,5,13,1,9144.0,9906.31,1875.9705471835105
resnet101,5,15,1,resnet101,1,22,1,22220.0,22839.21,3958.911962383099
resnet101,0,4,1,resnet101,13,32,1,19983.5,20522.7,3415.0275943248253
resnet101,4,14,1,resnet101,0,17,1,15207.0,17309.56,3126.54084994903
resnet101,6,28,1,resnet101,6,14,1,19612.0,19670.78,279.0408780089397
resnet101,8,27,1,resnet101,15,31,1,17224.5,18695.28,2773.042747885434
resnet101,18,31,1,resnet101,1,22,1,21925.0,22716.5,3834.2946561264694
resnet101,8,22,1,resnet101,0,11,1,12875.5,13533.66,1623.4226450311698
resnet101,19,33,1,resnet101,22,29,1,12768.0,13224.35,1351.096009726918
resnet101,7,23,1,resnet101,10,32,1,19843.5,20204.12,947.0164970052
resnet101,18,24,1,resnet101,18,23,1,5591.0,5789.64,1162.9101987685895
resnet101,0,28,1,resnet101,15,32,1,28205.0,29077.63,4365.612661826516
resnet101,11,23,1,resnet101,28,32,1,10841.0,11378.39,1650.249356279226
resnet101,1,17,1,resnet101,25,29,1,14627.5,14713.43,899.1709543240374
resnet101,16,26,1,resnet101,12,21,1,9656.0,9528.71,474.2047932064795
resnet101,18,23,1,resnet101,2,15,1,12014.0,12298.7,1116.4311308808976
resnet101,13,26,1,resnet101,13,28,1,13628.5,14660.21,2037.0414492346492
resnet101,3,29,1,resnet101,8,20,1,23194.5,23345.63,482.9729734674602
resnet101,8,21,1,resnet101,10,33,1,20723.0,20892.11,725.9123899617639
resnet101,23,29,1,resnet101,26,31,1,5646.0,6018.25,1080.3089407664827
resnet101,17,21,1,resnet101,15,21,1,5734.0,5790.73,210.4887101485493
resnet101,28,33,1,resnet101,3,11,1,8103.5,8205.43,504.4025625430545
resnet101,9,21,1,resnet101,12,34,1,19811.0,20014.34,1010.9487150197084
resnet101,12,25,1,resnet101,23,31,1,11668.0,12338.52,1918.2235921810575
resnet101,19,30,1,resnet101,14,34,1,18343.0,20086.2,3229.6657319295446
resnet101,26,31,1,resnet101,27,33,1,6352.5,6413.97,351.80601060811904
resnet101,30,34,1,resnet101,4,15,1,10956.5,11063.47,701.2172624087344
resnet101,28,33,1,resnet101,25,33,1,8074.0,7995.78,356.386772481808
resnet101,12,28,1,resnet101,30,34,1,14332.0,14521.07,688.879949700962
resnet101,27,32,1,resnet101,29,33,1,5000.0,5411.43,1134.2489784434458
resnet101,28,33,1,resnet101,13,17,1,4956.0,4992.77,82.17418755302666
resnet101,6,25,1,resnet101,11,31,1,18101.5,18235.66,611.3824698173804
resnet101,2,21,1,resnet101,21,27,1,17010.5,17095.29,512.5878909026237
resnet101,8,20,1,resnet101,29,34,1,11098.5,11293.82,733.7144319147607
resnet101,28,32,1,resnet101,11,28,1,15458.0,17121.14,3241.517586008134
resnet101,27,31,1,resnet101,3,24,1,19145.5,19297.07,945.3895731919196
resnet101,23,30,1,resnet101,2,30,1,25345.5,28080.92,4073.123898631123
resnet101,16,34,1,resnet101,30,34,1,16215.5,16278.2,373.8177630878447
resnet101,7,26,1,resnet101,28,34,1,17122.5,17189.67,440.158109206226
resnet101,14,18,1,resnet101,18,28,1,9204.0,9416.14,988.8364578634832
resnet101,25,33,1,resnet101,6,26,1,18136.0,18380.46,745.983799019791
resnet101,21,25,1,resnet101,2,7,1,5022.5,5100.51,375.3899970697141
resnet101,7,11,1,resnet101,12,16,1,4384.0,4447.58,418.33369885774204
resnet101,7,33,1,resnet101,3,7,1,23700.0,25640.36,3376.962619040963
resnet101,24,33,1,resnet101,9,27,1,16352.0,18383.14,3889.0021985594194
resnet101,24,31,1,resnet101,13,33,1,18388.5,20701.2,3723.7785648451227
resnet101,5,22,1,resnet101,9,25,1,15504.0,16978.9,2701.8296448888113
resnet101,15,24,1,resnet101,24,33,1,8706.5,9653.62,2022.748900778344
resnet101,8,25,1,resnet101,13,20,1,15414.5,15456.18,363.00915635834866
resnet101,9,23,1,resnet101,17,29,1,12646.5,13591.36,1923.2043652196714
resnet101,10,28,1,resnet101,18,27,1,16008.5,16299.43,862.4442040503259
resnet101,22,28,1,resnet101,16,31,1,13653.5,13653.98,94.21560168040112
resnet101,9,18,1,resnet101,18,29,1,10208.0,10480.86,523.838028783707
resnet101,14,21,1,resnet101,8,34,1,24812.5,25166.03,1203.2806942272446
resnet101,6,24,1,resnet101,27,31,1,16230.0,16392.82,708.750469206194
resnet101,5,33,1,resnet101,28,33,1,25093.0,25288.04,705.9098231360716
resnet101,11,28,1,resnet101,23,27,1,15157.0,15201.04,341.683067183611
resnet101,4,17,1,resnet101,21,29,1,12079.0,12278.65,898.1293601146774
resnet101,6,27,1,resnet101,26,32,1,18828.0,18933.22,511.92352124121044
resnet101,15,24,1,resnet101,25,34,1,8627.0,9059.21,1380.294535923402
resnet101,25,34,1,resnet101,1,22,1,19052.5,19198.09,506.8892797248724
resnet101,23,34,1,resnet101,30,34,1,10229.0,10262.88,243.73650854970415
resnet101,11,33,1,resnet101,28,32,1,19679.0,19794.96,523.5044779178112
resnet101,6,16,1,resnet101,19,32,1,12223.0,12710.7,1626.9094228014048
resnet101,24,32,1,resnet101,3,15,1,11339.0,11576.76,1054.8476015045965
resnet101,4,22,1,resnet101,13,26,1,16429.5,16665.92,958.5340544811123
resnet101,29,33,1,resnet101,10,28,1,16353.0,16432.77,526.8567140124534
resnet101,26,30,1,resnet101,15,21,1,5742.5,5880.78,587.4105307193597
resnet101,0,17,1,resnet101,10,32,1,20157.0,20540.15,1303.4996077866692
resnet101,17,25,1,resnet101,8,24,1,14839.5,14994.79,709.4271110551103
resnet101,29,34,1,resnet101,13,17,1,5005.5,5103.59,571.7845415014295
resnet101,12,24,1,resnet101,3,31,1,25391.0,25549.69,864.8437627109304
resnet101,21,29,1,resnet101,26,34,1,7767.0,8056.37,1025.423577405942
resnet101,18,34,1,resnet101,29,33,1,14561.5,14662.68,552.7928161617153
resnet101,14,34,1,resnet101,9,34,1,22838.5,23238.58,1287.8511962179482
resnet101,26,33,1,resnet101,5,30,1,22660.5,22759.89,531.8630631092932
resnet101,6,30,1,resnet101,19,24,1,21445.0,21514.32,420.9784051468674
resnet101,25,32,1,resnet101,28,32,1,6791.5,6807.17,195.61165890610914
resnet101,3,7,1,resnet101,21,30,1,8405.0,8456.9,366.21634316343665
resnet101,2,18,1,resnet101,16,34,1,16653.5,17155.84,1578.9608273798308
resnet101,28,32,1,resnet101,7,22,1,13926.5,14104.07,1298.5339753352625
resnet101,7,11,1,resnet101,24,30,1,5778.5,5869.89,505.09676092804244
resnet101,29,34,1,resnet101,3,18,1,13953.5,14045.35,514.5551743982369
resnet101,10,33,1,resnet101,7,13,1,20592.5,20656.75,420.5539055816745
resnet101,12,20,1,resnet101,1,13,1,11265.0,11529.81,1139.1011078477625
resnet101,5,31,1,resnet101,23,28,1,23110.5,23235.0,592.5990043866088
resnet101,28,33,1,resnet101,4,32,1,25708.0,25812.63,593.3369473579072
resnet101,20,33,1,resnet101,17,33,1,14866.5,15248.01,1211.3453223172985
resnet101,23,32,1,resnet101,27,32,1,8534.5,8730.1,800.416497830973
resnet101,8,12,1,resnet101,13,31,1,16330.5,16343.76,161.04540477765892
resnet101,25,34,1,resnet101,3,12,1,8646.5,8924.38,1119.3267242409609
resnet101,10,27,1,resnet101,6,30,1,21872.0,22086.69,870.8288775069417
resnet101,13,30,1,resnet101,24,28,1,15165.5,15236.48,617.1588204020097
resnet101,0,28,1,resnet101,5,12,1,24220.5,24284.8,382.96276581411934
resnet101,8,27,1,resnet101,9,17,1,17181.0,17258.38,403.63653898030594
resnet101,18,26,1,resnet101,17,23,1,7353.5,7389.83,255.35101546694506
resnet101,21,26,1,resnet101,2,18,1,14707.0,14772.17,381.7424014960874
resnet101,28,32,1,resnet101,28,32,1,4253.5,4356.36,714.679669782204
resnet101,0,7,1,resnet101,7,16,1,8640.0,8762.48,717.2104778933448
resnet101,6,24,1,resnet101,27,33,1,16272.0,16367.03,507.86154520695897
resnet101,27,33,1,resnet101,24,31,1,6674.5,6759.97,532.7745011728696
resnet101,24,28,1,resnet101,16,30,1,12823.0,12895.94,513.5833879712233
resnet101,16,22,1,resnet101,26,31,1,5610.0,5768.86,753.1971324958693
resnet101,0,18,1,resnet101,19,27,1,15603.0,15690.05,447.8751695506238
resnet101,22,32,1,resnet101,12,30,1,16320.0,16473.57,652.8726561129666
resnet101,1,16,1,resnet101,14,24,1,13841.0,15146.4,2307.9471311102425
resnet101,30,34,1,resnet101,22,34,1,11155.0,11669.75,1937.2130000338116
resnet101,7,28,1,resnet101,19,29,1,18781.5,18965.96,927.1738123998109
resnet101,18,25,1,resnet101,15,27,1,11030.5,12465.38,2723.990586547611
resnet101,5,21,1,resnet101,13,18,1,14699.5,16281.94,2778.382899529868
resnet101,0,32,1,resnet101,28,34,1,28175.5,28329.07,835.4305028546661
resnet101,13,26,1,resnet101,13,25,1,12658.0,14216.73,3175.1091913664955
resnet101,21,32,1,resnet101,21,27,1,10156.5,10291.23,605.3831159687228
resnet101,11,18,1,resnet101,11,25,1,12658.0,12842.28,866.6597496134225
resnet101,19,25,1,resnet101,29,33,1,5593.5,5657.04,432.6397790310087
resnet101,5,19,1,resnet101,27,31,1,12725.5,13025.8,1148.7341206737092
resnet101,30,34,1,resnet101,25,30,1,4855.0,5420.04,1545.3204775709146
resnet101,20,25,1,resnet101,29,33,1,4824.0,5211.57,1182.3614358985155
resnet101,21,29,1,resnet101,16,30,1,12816.0,12955.02,665.6699779920979
resnet101,19,27,1,resnet101,15,33,1,16603.0,16628.46,171.61878801576478
resnet101,28,34,1,resnet101,21,29,1,7514.5,7793.46,1098.1444023442455
resnet101,2,22,1,resnet101,0,25,1,22136.0,22884.54,1723.5664850535939
resnet101,25,32,1,resnet101,3,22,1,17393.5,17525.57,933.519054492194
resnet101,27,34,1,resnet101,7,25,1,16575.5,16796.2,1049.7359668030815
