model,start,end,bs,model,start,end,bs,median,mean,var
resnet152,18,49,1,vgg19,3,21,1,31327.0,31810.21,4691.039152032309
resnet152,15,48,1,vgg19,6,13,1,33433.0,34415.21,4106.727671260904
resnet152,1,21,1,vgg19,0,19,1,21503.5,21924.66,3792.658366423214
resnet152,26,38,1,vgg19,0,8,1,11277.0,12946.27,2698.101002019754
resnet152,38,47,1,vgg19,15,19,1,8248.0,9266.58,2473.6168506056065
resnet152,17,23,1,vgg19,7,11,1,5668.0,6247.21,1629.8181818534238
resnet152,4,51,1,vgg19,14,20,1,46331.0,48063.56,4742.387852801582
resnet152,33,37,1,vgg19,16,21,1,3880.5,4049.63,824.6951394909515
resnet152,31,40,1,vgg19,12,16,1,8258.0,9131.58,2088.125064166416
resnet152,26,50,1,vgg19,0,19,1,21898.0,24485.45,3823.0526425227263
resnet152,25,42,1,vgg19,7,12,1,15089.0,15881.1,2393.9613885775184
resnet152,15,28,1,vgg19,13,17,1,11983.0,13976.16,3007.622621673138
resnet152,39,51,1,vgg19,15,19,1,11008.5,11111.82,614.5562851358694
resnet152,1,38,1,vgg19,8,15,1,33304.0,34916.32,3428.2391219983474
resnet152,42,48,1,vgg19,17,21,1,5615.0,5689.87,391.1546153377203
resnet152,44,49,1,vgg19,15,20,1,4947.0,4990.51,260.55546415302825
resnet152,19,40,1,vgg19,6,11,1,18558.5,18890.07,1587.6198175570873
resnet152,39,47,1,vgg19,2,18,1,7380.0,8262.47,2210.0162146690236
resnet152,30,47,1,vgg19,15,21,1,15120.0,15747.4,1824.3888127260593
resnet152,37,47,1,vgg19,17,21,1,9034.0,9149.49,762.6984003523281
resnet152,40,51,1,vgg19,4,9,1,10157.0,10270.07,746.7390073512967
resnet152,47,51,1,vgg19,9,13,1,4086.5,4235.64,642.4869418128278
resnet152,28,49,1,vgg19,5,14,1,18906.5,21348.39,3717.989055645538
resnet152,39,47,1,vgg19,4,16,1,7345.0,7387.84,270.71544913432626
resnet152,46,51,1,vgg19,0,21,1,4964.0,5043.36,326.56027070052477
resnet152,15,41,1,vgg19,8,19,1,22906.0,24396.01,3446.3452075931104
resnet152,42,46,1,vgg19,0,11,1,3947.5,4141.17,823.7197345578167
resnet152,23,34,1,vgg19,8,12,1,9907.0,9996.13,559.9907437627875
resnet152,8,16,1,vgg19,4,19,1,7567.0,7664.1,521.2768458314641
resnet152,6,38,1,vgg19,13,21,1,29045.5,30976.32,3699.443571349616
resnet152,15,36,1,vgg19,16,21,1,18557.5,18726.24,809.2773457844967
resnet152,33,46,1,vgg19,16,20,1,11624.5,11723.5,639.9873983134355
resnet152,5,34,1,vgg19,6,20,1,26312.0,28632.51,3953.301492411121
resnet152,12,37,1,vgg19,16,21,1,22278.0,22464.75,923.849818693493
resnet152,32,38,1,vgg19,1,18,1,5586.5,5725.19,588.9720824453397
resnet152,17,44,1,vgg19,12,20,1,23793.0,25904.31,3314.639828684257
resnet152,10,25,1,vgg19,3,10,1,13586.5,13851.8,1231.1573173238262
resnet152,41,49,1,vgg19,16,21,1,7580.5,7654.38,351.9038726697961
resnet152,18,39,1,vgg19,16,20,1,18745.5,21692.25,3903.1408874776735
resnet152,42,48,1,vgg19,6,18,1,5628.5,5670.65,257.7157106192791
resnet152,34,51,1,vgg19,0,19,1,15402.5,15476.39,537.2061409738351
resnet152,6,51,1,vgg19,16,21,1,40438.5,42153.87,3848.6100443017085
resnet152,17,50,1,vgg19,1,14,1,29264.0,31348.62,3727.2030284920083
resnet152,14,36,1,vgg19,0,16,1,19480.0,19671.35,1017.4295000146204
resnet152,2,42,1,vgg19,5,16,1,35971.5,37858.64,3985.8866103289993
resnet152,46,50,1,vgg19,17,21,1,4119.5,4204.33,590.5377897306828
resnet152,8,37,1,vgg19,9,14,1,25676.5,25971.12,945.2037481940072
resnet152,22,35,1,vgg19,6,17,1,11968.5,14016.37,2937.639762309191
resnet152,18,49,1,vgg19,1,13,1,27462.5,27998.18,1879.3875831238217
resnet152,22,50,1,vgg19,16,20,1,24914.5,27186.18,3752.13702143192
resnet152,43,50,1,vgg19,9,21,1,6721.5,6775.7,308.0973709722301
resnet152,20,50,1,vgg19,17,21,1,26596.0,27065.26,1947.2925081764167
resnet152,19,24,1,vgg19,4,21,1,4724.5,5023.56,1076.160418525045
resnet152,0,6,1,vgg19,5,14,1,4973.0,5560.19,1565.5816471522653
resnet152,15,42,1,vgg19,9,21,1,23788.5,24284.21,1799.7439167559369
resnet152,34,41,1,vgg19,4,11,1,6474.0,6578.26,460.66181999379984
resnet152,32,40,1,vgg19,0,14,1,7546.5,7687.95,869.3135610928889
resnet152,31,35,1,vgg19,0,7,1,3910.5,4179.77,975.3499357153821
resnet152,22,45,1,vgg19,13,19,1,20367.0,22031.26,3183.5120374203084
resnet152,16,31,1,vgg19,2,6,1,13346.5,13428.85,451.399698161175
resnet152,37,51,1,vgg19,6,20,1,12803.0,13453.62,1870.7231905335434
resnet152,4,13,1,vgg19,16,21,1,8577.5,9125.45,1776.601336119052
resnet152,5,46,1,vgg19,9,16,1,35978.0,36800.24,1942.3249579820572
resnet152,27,43,1,vgg19,4,15,1,14382.0,16759.42,3500.0734140300547
resnet152,37,43,1,vgg19,15,20,1,5649.0,5717.81,458.0102989016732
resnet152,29,49,1,vgg19,8,19,1,18142.5,18476.2,911.6360787068489
resnet152,5,40,1,vgg19,10,17,1,31645.0,33555.77,4009.2518525405712
resnet152,44,51,1,vgg19,3,18,1,6715.5,6932.6,1108.4253966776473
resnet152,6,43,1,vgg19,7,11,1,33456.0,34771.6,3203.1898008079384
resnet152,1,48,1,vgg19,3,13,1,42016.5,42667.98,3077.244120897788
resnet152,13,41,1,vgg19,17,21,1,24649.0,25715.53,2888.411928569054
resnet152,31,38,1,vgg19,6,11,1,6433.0,6477.35,297.49552517643014
resnet152,21,39,1,vgg19,9,17,1,15987.0,16955.13,2331.17695448029
resnet152,32,42,1,vgg19,13,18,1,9048.0,9670.39,1607.5714969792168
resnet152,9,31,1,vgg19,3,14,1,19636.0,20433.89,2074.1091528412867
resnet152,3,28,1,vgg19,2,9,1,22709.0,24030.79,3258.971654663477
resnet152,35,41,1,vgg19,15,19,1,5642.0,5911.77,800.6479357994998
resnet152,2,12,1,vgg19,9,19,1,8870.0,8931.54,401.09189520607373
resnet152,11,27,1,vgg19,12,19,1,14513.5,14658.09,770.2994754639263
resnet152,6,40,1,vgg19,11,18,1,30517.0,32314.08,4053.473670026734
resnet152,42,46,1,vgg19,9,20,1,3893.5,3927.54,249.1426667594292
resnet152,27,36,1,vgg19,4,21,1,8242.5,8271.11,332.5136356602538
resnet152,31,43,1,vgg19,9,17,1,10764.0,10811.94,375.2704310227493
resnet152,45,50,1,vgg19,2,15,1,5007.5,5568.16,1477.0457658447824
resnet152,2,19,1,vgg19,15,21,1,15522.5,17597.31,3403.0037369800225
resnet152,8,15,1,vgg19,15,19,1,6676.0,6786.94,799.6875742438417
resnet152,34,38,1,vgg19,3,21,1,3840.0,3927.34,511.59636863449293
resnet152,25,41,1,vgg19,14,20,1,14249.0,14435.65,947.5506569571888
resnet152,16,41,1,vgg19,5,20,1,22177.0,24881.59,3888.360420781489
resnet152,12,48,1,vgg19,16,21,1,31798.0,32712.87,2653.545351619226
resnet152,40,47,1,vgg19,13,17,1,6481.0,7289.43,2216.6419569023774
resnet152,46,50,1,vgg19,17,21,1,4110.0,4214.49,477.8962334021895
resnet152,4,32,1,vgg19,11,15,1,25424.5,25814.14,2055.9084416383917
resnet152,37,44,1,vgg19,6,19,1,6511.5,6536.88,248.54694848257543
resnet152,5,50,1,vgg19,9,21,1,40516.5,41975.52,3919.2256109593895
resnet152,25,36,1,vgg19,5,14,1,9956.0,9995.72,291.67279886886956
resnet152,24,33,1,vgg19,11,18,1,8236.0,8969.32,2026.4967400911355
resnet152,15,28,1,vgg19,13,21,1,11773.5,13378.79,2422.532486036049
resnet152,42,48,1,vgg19,7,18,1,5596.5,5643.46,276.58508347342234
resnet152,47,51,1,vgg19,15,19,1,4108.5,4150.41,214.9131031370586
resnet152,33,46,1,vgg19,14,18,1,11620.0,11673.71,385.99467081813447
resnet152,42,46,1,vgg19,5,17,1,3856.0,3892.95,221.0961951278221
resnet152,26,47,1,vgg19,1,14,1,18868.0,21463.16,3869.1319355121504
resnet152,15,47,1,vgg19,17,21,1,28080.0,28271.7,984.2586093095656
