model,start,end,bs,model,start,end,bs,median,mean,var
resnet50,13,17,1,resnet101,14,23,1,8620.0,8642.97,161.15486061549618
resnet50,0,5,1,resnet101,13,20,1,6788.0,7178.88,1535.144757213469
resnet50,10,17,1,resnet101,24,34,1,9908.5,11336.29,2320.2091254669267
resnet50,5,16,1,resnet101,28,33,1,10249.5,10315.3,420.3139183990937
resnet50,5,9,1,resnet101,18,33,1,14701.5,16357.14,3037.3617467137497
resnet50,13,17,1,resnet101,4,11,1,7137.0,7322.78,738.5656176671102
resnet50,13,17,1,resnet101,15,21,1,5889.5,5960.26,353.73339169493175
resnet50,9,16,1,resnet101,24,30,1,6649.5,6886.09,820.3955764751539
resnet50,12,16,1,resnet101,21,30,1,8561.0,8626.31,333.3331275166031
resnet50,9,16,1,resnet101,11,21,1,9460.0,10228.31,2356.013245697061
resnet50,1,9,1,resnet101,5,19,1,13495.0,15786.71,3706.986661144062
resnet50,3,17,1,resnet101,28,33,1,12893.5,13019.3,495.9679525937135
resnet50,2,6,1,resnet101,8,31,1,22047.5,24865.54,4215.728282088398
resnet50,7,11,1,resnet101,20,32,1,11577.5,11772.39,749.3759523096533
resnet50,2,7,1,resnet101,18,29,1,10437.5,10471.54,326.31421728144176
resnet50,7,14,1,resnet101,3,28,1,23241.5,24124.77,2622.328975758
resnet50,6,12,1,resnet101,23,31,1,7842.0,9058.74,2077.609475430838
resnet50,6,12,1,resnet101,5,31,1,24033.0,24237.36,1015.13400612924
resnet50,10,16,1,resnet101,30,34,1,5793.0,5942.55,712.7276250433962
resnet50,2,14,1,resnet101,10,25,1,14753.0,15502.94,2833.896906452315
resnet50,3,7,1,resnet101,17,26,1,8823.5,10200.09,2217.348732585833
resnet50,0,9,1,resnet101,10,28,1,16671.0,16850.56,851.60026209484
resnet50,12,16,1,resnet101,19,23,1,4145.5,4265.73,556.1808312950025
resnet50,2,8,1,resnet101,22,32,1,9723.5,9795.77,516.8355996833036
resnet50,6,17,1,resnet101,8,31,1,21617.5,23303.8,3421.183412212798
resnet50,12,16,1,resnet101,21,25,1,4100.5,4210.06,563.9354009104235
resnet50,12,16,1,resnet101,16,33,1,16039.0,16186.63,741.922430648919
resnet50,8,17,1,resnet101,29,33,1,8656.0,8799.13,629.4455283024895
resnet50,8,13,1,resnet101,25,33,1,7946.5,8656.38,1910.196302896642
resnet50,8,16,1,resnet101,29,33,1,7763.5,7932.95,741.5704737245139
resnet50,13,17,1,resnet101,1,34,1,30481.5,31012.68,1946.8267713384262
resnet50,3,8,1,resnet101,13,29,1,14896.5,15784.99,2306.9076725998375
resnet50,9,17,1,resnet101,28,32,1,7534.5,7683.06,794.0282843828676
resnet50,6,11,1,resnet101,10,23,1,12163.0,12380.44,1170.703082083583
resnet50,12,17,1,resnet101,7,19,1,11545.5,11746.24,1047.0591494275766
resnet50,4,13,1,resnet101,19,23,1,8510.0,8633.46,633.7174988904757
resnet50,2,11,1,resnet101,10,22,1,11353.0,12630.37,2816.673941566542
resnet50,10,14,1,resnet101,18,29,1,10395.0,11015.19,1734.801785190458
resnet50,7,14,1,resnet101,8,29,1,19622.0,19755.81,909.8227156429982
resnet50,1,8,1,resnet101,30,34,1,6332.0,6475.0,758.6144607111046
resnet50,7,17,1,resnet101,6,31,1,23269.0,24898.17,3191.6014069899143
resnet50,7,17,1,resnet101,3,27,1,22341.5,22656.58,1454.312367959511
resnet50,1,16,1,resnet101,22,26,1,13679.5,13797.87,570.5913363345082
resnet50,2,10,1,resnet101,10,14,1,7424.5,7591.38,733.7823761852011
resnet50,7,14,1,resnet101,5,10,1,6697.5,7105.86,1076.425315755812
resnet50,4,15,1,resnet101,12,33,1,19659.5,20066.94,1705.268945474584
resnet50,7,16,1,resnet101,18,28,1,9517.5,9582.07,451.71892267205266
