model,start,end,bs,model,start,end,bs,median,mean,var
resnet152,44,50,1,vgg16,13,18,1,5812.0,5832.57,102.99682082472253
resnet152,28,46,1,vgg16,8,18,1,18389.5,19243.42,3937.5766384414665
resnet152,0,51,1,vgg16,7,15,1,54232.5,53966.94,4674.202853578351
resnet152,24,29,1,vgg16,0,18,1,4849.0,5800.09,1861.8320176374666
resnet152,27,40,1,vgg16,7,16,1,11719.0,12881.45,2459.6368202439967
resnet152,34,46,1,vgg16,12,16,1,10795.0,10951.88,686.7912678536325
resnet152,25,49,1,vgg16,7,14,1,21429.0,21803.63,1206.9579582984654
resnet152,1,27,1,vgg16,10,16,1,22875.0,23197.15,852.7553268669742
resnet152,47,51,1,vgg16,4,16,1,4124.5,4320.92,679.6616169830396
resnet152,34,42,1,vgg16,4,11,1,7340.5,7422.04,501.38831099258783
resnet152,11,46,1,vgg16,13,18,1,30918.0,31040.26,623.0819949252265
resnet152,21,30,1,vgg16,14,18,1,8174.0,8231.39,348.0527803365461
resnet152,0,46,1,vgg16,2,14,1,39613.5,39914.2,849.9652816439033
resnet152,31,38,1,vgg16,12,17,1,6489.0,6543.32,427.6732135638144
resnet152,39,45,1,vgg16,10,18,1,5543.5,5584.29,226.2783372309422
resnet152,29,45,1,vgg16,11,18,1,14210.0,14271.24,369.6442376123291
resnet152,38,46,1,vgg16,5,9,1,7291.5,7309.27,57.12457527194404
resnet152,19,23,1,vgg16,0,6,1,3849.5,3890.07,222.8742360615062
resnet152,1,18,1,vgg16,12,16,1,15097.5,15264.95,1018.0092177873441
resnet152,43,50,1,vgg16,5,13,1,6688.0,6743.7,285.41694063247195
resnet152,4,21,1,vgg16,7,15,1,15317.0,15397.5,395.67983269304995
resnet152,35,39,1,vgg16,7,16,1,3851.5,4006.29,599.2415755769955
resnet152,32,37,1,vgg16,12,18,1,4778.0,4778.8,86.3602918012671
resnet152,4,46,1,vgg16,6,17,1,36955.0,37074.78,497.60965786447514
resnet152,36,43,1,vgg16,7,17,1,6467.0,6488.07,167.94893598948462
resnet152,10,32,1,vgg16,0,11,1,19688.0,19739.85,359.38267557020606
resnet152,46,51,1,vgg16,9,14,1,4934.0,4989.94,267.37299115654895
resnet152,29,42,1,vgg16,9,16,1,11632.5,11690.15,410.6661752567406
resnet152,16,34,1,vgg16,6,11,1,15972.0,16024.4,460.1991525415926
resnet152,7,23,1,vgg16,6,14,1,14403.5,14476.79,253.10576030584528
resnet152,42,50,1,vgg16,12,17,1,7529.5,7637.42,906.0333457439633
resnet152,12,41,1,vgg16,12,18,1,25674.5,25728.93,365.6679164214438
resnet152,42,47,1,vgg16,8,16,1,4772.5,4768.53,82.747502077102
resnet152,20,49,1,vgg16,4,15,1,25766.0,25812.05,338.8942423529795
resnet152,13,26,1,vgg16,12,18,1,11669.0,11662.41,74.48303095336549
resnet152,47,51,1,vgg16,7,15,1,4015.5,4045.06,222.91540189049297
resnet152,35,49,1,vgg16,14,18,1,12713.0,12751.03,265.1312299598069
resnet152,34,40,1,vgg16,5,11,1,5541.5,5562.56,129.57988424134356
resnet152,34,44,1,vgg16,8,17,1,9026.5,9070.21,240.07350103666167
resnet152,2,18,1,vgg16,8,15,1,14184.5,14215.91,260.52566457069065
resnet152,33,39,1,vgg16,7,18,1,5614.5,5734.7,751.6800715730064
resnet152,32,38,1,vgg16,11,18,1,5606.0,5638.16,103.7835940792185
resnet152,1,8,1,vgg16,2,12,1,6331.0,6353.48,102.41498718449365
resnet152,27,34,1,vgg16,3,14,1,6531.0,6575.36,110.02177239074092
resnet152,5,22,1,vgg16,4,17,1,15239.0,15307.17,377.6620991044773
resnet152,23,32,1,vgg16,13,18,1,8186.5,8200.23,60.900715102533894
resnet152,12,20,1,vgg16,10,18,1,7540.5,7568.09,73.66832358619273
resnet152,42,47,1,vgg16,11,16,1,4730.5,4782.72,184.69228895652358
resnet152,10,43,1,vgg16,12,18,1,29143.0,29295.82,983.8488642062864
resnet152,27,47,1,vgg16,13,18,1,17753.0,17789.35,344.5711936595977
resnet152,12,41,1,vgg16,8,12,1,25786.5,25826.2,352.68739699626354
resnet152,24,48,1,vgg16,7,15,1,21117.0,21128.77,62.958058261035966
resnet152,3,22,1,vgg16,5,17,1,16989.5,17066.95,429.4283263828785
resnet152,17,51,1,vgg16,9,14,1,30006.5,30060.21,442.59185024128044
resnet152,13,43,1,vgg16,3,11,1,26311.5,26339.35,241.75195449054803
resnet152,0,27,1,vgg16,4,10,1,23163.5,23202.71,143.9103397953045
resnet152,26,35,1,vgg16,1,10,1,8184.0,8190.14,58.82023801379929
resnet152,22,29,1,vgg16,13,18,1,6409.5,6455.25,369.1769325133953
resnet152,33,51,1,vgg16,5,10,1,16200.0,16216.33,63.187349208524324
resnet152,6,27,1,vgg16,7,11,1,18633.5,18669.05,128.71110091985074
resnet152,1,40,1,vgg16,12,18,1,34130.0,34279.89,503.6421129135251
resnet152,32,41,1,vgg16,7,14,1,8224.0,8264.66,260.69787954642055
resnet152,4,29,1,vgg16,9,15,1,22248.5,22298.94,175.8776745354566
resnet152,23,33,1,vgg16,3,10,1,9066.0,9138.78,713.1753301958782
resnet152,19,44,1,vgg16,2,16,1,22025.5,22071.83,273.8004768074738
resnet152,25,35,1,vgg16,9,14,1,9086.5,9130.32,94.61573653468011
resnet152,40,44,1,vgg16,4,14,1,3937.5,3964.63,264.41171135182344
resnet152,32,48,1,vgg16,2,11,1,14289.5,14337.3,328.56903384220493
resnet152,8,25,1,vgg16,8,17,1,15195.5,15240.46,156.44266809281925
resnet152,34,40,1,vgg16,6,17,1,5552.0,5615.05,179.2177097833805
resnet152,44,49,1,vgg16,9,14,1,4909.0,5040.86,678.633008628375
resnet152,21,31,1,vgg16,13,17,1,9071.5,9077.61,66.33911289729461
resnet152,31,38,1,vgg16,9,13,1,6501.5,6521.38,261.2460824586658
resnet152,15,34,1,vgg16,3,10,1,16928.0,16933.1,90.44020123816621
resnet152,13,18,1,vgg16,13,17,1,4790.5,4775.48,73.66077382162095
resnet152,15,45,1,vgg16,3,11,1,26364.0,26395.24,268.0793957020942
resnet152,22,29,1,vgg16,7,13,1,6510.0,6502.17,64.51171288998611
resnet152,10,28,1,vgg16,7,16,1,16188.0,16214.38,104.13124218984424
resnet152,11,41,1,vgg16,4,18,1,26596.5,26649.25,357.1542908884058
resnet152,39,43,1,vgg16,0,17,1,3884.0,4041.95,629.4819675733373
resnet152,43,48,1,vgg16,9,14,1,4744.0,4746.63,61.299046485243146
resnet152,1,47,1,vgg16,1,13,1,40158.5,40350.21,627.4981959336617
resnet152,41,46,1,vgg16,5,14,1,4781.5,4792.61,73.15994737559616
resnet152,13,25,1,vgg16,0,18,1,10830.0,10892.81,440.1209537161347
resnet152,35,41,1,vgg16,4,14,1,5665.5,5673.6,56.49690256996396
resnet152,40,50,1,vgg16,2,6,1,9323.0,9338.61,71.00392876454092
resnet152,22,51,1,vgg16,3,9,1,25673.5,25712.12,260.20619823516887
resnet152,3,31,1,vgg16,11,18,1,24714.0,24794.2,251.14931813564615
resnet152,19,44,1,vgg16,8,14,1,21995.0,22044.5,384.07620337636126
resnet152,9,31,1,vgg16,9,14,1,19556.5,19588.15,150.48517368830724
resnet152,20,43,1,vgg16,13,18,1,20275.0,20353.28,495.7293027449557
resnet152,2,19,1,vgg16,9,18,1,15104.0,15157.85,137.53562265827713
resnet152,45,50,1,vgg16,4,18,1,4998.0,5062.95,331.03330270533206
resnet152,42,51,1,vgg16,0,10,1,8426.0,8456.47,330.75826384234153
resnet152,17,28,1,vgg16,2,6,1,9891.0,9912.83,59.86485696967795
resnet152,43,49,1,vgg16,6,12,1,5778.0,5790.78,46.73811720640873
resnet152,12,18,1,vgg16,1,14,1,5807.5,5841.87,243.141878540082
resnet152,24,51,1,vgg16,12,16,1,23918.5,23976.99,359.1664654446459
resnet152,17,48,1,vgg16,3,15,1,27206.0,27198.19,77.32421289609094
resnet152,22,42,1,vgg16,1,9,1,17686.0,17735.74,345.1390044605217
resnet152,14,47,1,vgg16,7,12,1,28903.0,28946.38,357.80172665877393
resnet152,37,44,1,vgg16,10,17,1,6464.0,6471.14,62.00709959351429
resnet152,47,51,1,vgg16,6,12,1,4056.5,4081.83,53.66321924745104
resnet152,14,24,1,vgg16,6,13,1,8989.5,9009.13,68.01891722160828
resnet152,18,44,1,vgg16,10,15,1,22828.5,22897.28,363.06126425164115
resnet152,23,32,1,vgg16,12,16,1,8167.0,8175.04,53.96126759074512
resnet152,6,16,1,vgg16,14,18,1,9146.0,9174.2,99.76823141661878
resnet152,47,51,1,vgg16,3,18,1,4058.0,4178.34,479.10982498796665
resnet152,15,25,1,vgg16,2,14,1,9029.0,9052.02,62.59200907464147
resnet152,44,51,1,vgg16,4,14,1,6651.5,6705.58,350.0719120409405
resnet152,26,50,1,vgg16,13,18,1,21358.5,21382.4,152.61159851072918
resnet152,18,26,1,vgg16,3,13,1,7308.0,7306.81,64.67003865778959
resnet152,26,32,1,vgg16,6,17,1,5557.0,5581.08,61.48978451743021
resnet152,17,33,1,vgg16,5,12,1,14207.5,14249.79,421.15669993483425
resnet152,42,47,1,vgg16,8,18,1,4776.0,4785.04,85.6460063283747
resnet152,1,12,1,vgg16,13,18,1,9677.0,9695.55,85.54172958270135
