query_id,model_id,bs,seq_len,latency
1.0,5.0,32.0,0.0,64.54133987426758
2.0,0.0,32.0,0.0,52.03747749328613
3.0,5.0,16.0,0.0,59.73553657531738
4.0,5.0,8.0,0.0,17.28367805480957
5.0,0.0,4.0,0.0,17.890453338623047
6.0,5.0,8.0,0.0,19.179105758666992
7.0,5.0,4.0,0.0,5.197763442993164
8.0,5.0,4.0,0.0,7.884502410888672
9.0,5.0,8.0,0.0,8.280515670776367
10.0,5.0,16.0,0.0,13.83066177368164
11.0,0.0,4.0,0.0,14.152050018310547
12.0,0.0,32.0,0.0,14.764070510864258
13.0,0.0,16.0,0.0,16.94488525390625
14.0,0.0,4.0,0.0,12.31837272644043
15.0,0.0,8.0,0.0,17.685413360595703
16.0,0.0,8.0,0.0,15.354633331298828
17.0,5.0,16.0,0.0,12.388229370117188
18.0,5.0,16.0,0.0,22.408723831176758
19.0,0.0,8.0,0.0,34.61742401123047
20.0,5.0,32.0,0.0,40.87662696838379
21.0,5.0,16.0,0.0,41.02659225463867
22.0,0.0,8.0,0.0,35.05897521972656
23.0,0.0,16.0,0.0,48.70772361755371
24.0,5.0,8.0,0.0,36.80300712585449
25.0,0.0,4.0,0.0,49.37911033630371
26.0,5.0,16.0,0.0,12.864112854003906
27.0,0.0,32.0,0.0,18.873214721679688
28.0,5.0,16.0,0.0,12.383699417114258
29.0,0.0,4.0,0.0,11.75546646118164
30.0,5.0,16.0,0.0,15.850543975830078
31.0,0.0,16.0,0.0,11.564254760742188
32.0,0.0,16.0,0.0,17.290830612182617
33.0,0.0,4.0,0.0,25.467395782470703
34.0,0.0,8.0,0.0,31.017065048217773
35.0,0.0,4.0,0.0,12.967109680175781
36.0,0.0,8.0,0.0,15.787363052368164
37.0,0.0,16.0,0.0,24.52707290649414
38.0,0.0,4.0,0.0,26.941537857055664
39.0,0.0,8.0,0.0,37.671804428100586
40.0,0.0,4.0,0.0,15.59901237487793
41.0,0.0,4.0,0.0,13.812065124511719
42.0,5.0,4.0,0.0,3.843545913696289
43.0,5.0,8.0,0.0,7.662296295166016
44.0,0.0,4.0,0.0,10.365009307861328
45.0,0.0,32.0,0.0,11.17396354675293
46.0,0.0,32.0,0.0,15.459060668945312
47.0,0.0,8.0,0.0,17.976760864257812
48.0,0.0,8.0,0.0,11.760711669921875
49.0,0.0,16.0,0.0,13.924837112426758
50.0,0.0,32.0,0.0,16.236543655395508
51.0,0.0,32.0,0.0,11.101007461547852
52.0,5.0,32.0,0.0,27.777910232543945
53.0,5.0,4.0,0.0,10.25247573852539
54.0,5.0,16.0,0.0,16.185998916625977
55.0,0.0,8.0,0.0,13.082265853881836
56.0,0.0,32.0,0.0,10.555505752563477
57.0,5.0,16.0,0.0,8.574724197387695
58.0,0.0,32.0,0.0,11.32512092590332
59.0,5.0,4.0,0.0,6.230592727661133
60.0,0.0,16.0,0.0,10.822534561157227
61.0,0.0,32.0,0.0,12.315750122070312
62.0,5.0,32.0,0.0,22.914886474609375
63.0,0.0,32.0,0.0,10.364055633544922
64.0,0.0,4.0,0.0,8.680343627929688
65.0,5.0,32.0,0.0,20.229101181030273
66.0,5.0,4.0,0.0,3.325223922729492
67.0,0.0,16.0,0.0,16.346454620361328
68.0,5.0,32.0,0.0,17.79484748840332
69.0,0.0,4.0,0.0,24.86419677734375
70.0,0.0,32.0,0.0,18.65983009338379
71.0,5.0,8.0,0.0,4.849910736083984
72.0,0.0,4.0,0.0,12.273550033569336
73.0,0.0,8.0,0.0,12.377262115478516
74.0,5.0,8.0,0.0,12.806415557861328
75.0,0.0,32.0,0.0,15.731096267700195
76.0,0.0,32.0,0.0,12.488365173339844
77.0,0.0,8.0,0.0,20.510196685791016
78.0,5.0,8.0,0.0,4.850864410400391
79.0,5.0,4.0,0.0,5.240917205810547
80.0,0.0,16.0,0.0,10.725021362304688
81.0,5.0,4.0,0.0,8.92186164855957
82.0,5.0,32.0,0.0,15.208244323730469
83.0,5.0,8.0,0.0,4.937171936035156
84.0,0.0,16.0,0.0,11.870384216308594
85.0,0.0,16.0,0.0,11.02900505065918
86.0,5.0,16.0,0.0,16.32404327392578
