model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,10,8,64,24185.5,24241.79591836735,302.3164296838821
resnet101,0,35,4,0,resnet152,7,52,4,0,vgg19,12,22,4,0,bert,11,12,8,64,21073.0,21525.826530612245,1572.7022826677564
resnet101,21,35,4,0,resnet152,0,35,4,0,vgg19,20,22,4,0,bert,4,11,8,64,16772.5,17542.663265306124,1905.050033859401
resnet101,0,5,4,0,resnet152,0,52,4,0,vgg19,0,17,4,0,bert,0,12,8,32,23996.0,24041.224489795917,223.64629192107304
resnet101,0,20,4,0,resnet152,0,52,4,0,vgg19,0,20,4,0,bert,0,4,8,16,26192.5,25974.76530612245,1903.4387077882332
resnet101,30,35,4,0,resnet152,0,6,4,0,vgg19,10,22,4,0,bert,1,6,8,64,5125.0,5167.897959183673,183.45518775494583
resnet101,0,33,4,0,resnet152,0,52,4,0,vgg19,9,22,4,0,bert,5,12,16,64,24285.0,24809.20408163265,1596.8195300070424
resnet101,0,34,4,0,resnet152,0,52,4,0,vgg19,21,22,4,0,bert,0,11,16,64,24364.5,24418.70408163265,254.38482054186287
resnet101,0,35,4,0,resnet152,0,47,4,0,vgg19,0,17,4,0,bert,0,7,16,16,22182.5,22427.224489795917,1055.7168715473092
resnet101,27,35,4,0,resnet152,46,52,4,0,vgg19,12,22,4,0,bert,0,12,16,8,11598.0,11917.84693877551,888.7649002975044
resnet101,0,28,4,0,resnet152,0,27,4,0,vgg19,5,22,4,0,bert,0,12,16,64,15852.5,16823.48979591837,3202.0395899504683
resnet101,0,21,4,0,resnet152,0,52,4,0,vgg19,0,3,4,0,bert,4,12,16,32,24121.0,24419.95918367347,1231.1268185008346
resnet101,0,20,4,0,resnet152,0,33,4,0,vgg19,21,22,4,0,bert,7,12,16,64,15758.5,15742.80612244898,145.0367763469937
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,4,16,16,24158.5,24352.45918367347,980.7197291324048
resnet101,0,6,4,0,resnet152,0,11,4,0,vgg19,0,19,4,0,bert,0,12,16,16,11184.0,11176.367346938776,188.4660629741102
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,0,4,0,bert,0,12,16,64,24158.0,24191.072164948455,254.65639868292794
resnet101,2,35,4,0,resnet152,0,52,4,0,vgg19,17,22,4,0,bert,11,11,16,32,24666.5,24657.418367346938,246.7958308230108
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,16,32,26737.0,26767.897959183672,179.1354800141968
resnet101,0,35,4,0,resnet152,35,52,4,0,vgg19,0,12,4,0,bert,0,3,16,32,16652.5,17759.38775510204,1852.127825583062
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,16,16,27809.5,29134.071428571428,2562.060097631894
resnet101,32,35,4,0,resnet152,0,17,4,0,vgg19,20,22,4,0,bert,0,7,16,32,9502.0,9274.040816326531,715.486518054464
resnet101,10,27,4,0,resnet152,0,52,4,0,vgg19,15,22,4,0,bert,8,10,16,32,24003.5,23993.785714285714,173.34101402396706
resnet101,0,21,4,0,resnet152,3,52,4,0,vgg19,0,17,4,0,bert,0,11,16,64,23035.5,23054.15306122449,224.1280315610817
resnet101,0,35,4,0,resnet152,41,52,4,0,vgg19,1,22,4,0,bert,0,12,16,32,18737.0,19955.80612244898,1980.0683798652276
resnet101,9,35,4,0,resnet152,0,16,4,0,vgg19,0,22,4,0,bert,0,12,16,64,14782.5,14545.632653061224,2024.8415074672755
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,4,16,64,24093.5,24404.26530612245,1234.243985331485
resnet101,30,35,4,0,resnet152,34,52,4,0,vgg19,17,22,4,0,bert,0,12,16,16,10997.0,11081.979591836734,507.7637844588728
resnet101,18,19,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,3,12,16,32,24084.0,25062.020408163266,2358.7314472825924
resnet101,15,35,4,0,resnet152,0,2,4,0,vgg19,6,22,4,0,bert,0,8,16,8,9706.5,10130.938775510203,841.3852622413041
resnet101,0,35,4,0,resnet152,27,52,4,0,vgg19,0,22,4,0,bert,0,12,16,64,18911.0,19037.928571428572,2500.064392027876
resnet101,19,34,4,0,resnet152,35,52,4,0,vgg19,0,22,4,0,bert,3,5,16,8,9426.0,9598.969387755102,1283.0040836469411
resnet101,0,17,4,0,resnet152,0,52,4,0,vgg19,0,5,4,0,bert,0,12,16,8,27652.0,27784.428571428572,651.5413279607184
resnet101,0,35,4,0,resnet152,36,52,4,0,vgg19,12,22,4,0,bert,10,12,16,8,16314.0,17288.15306122449,1775.7116098821398
resnet101,0,35,4,0,resnet152,0,6,4,0,vgg19,0,22,4,0,bert,3,10,16,64,16358.0,16365.744897959185,148.0624737988616
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,1,16,16,24211.5,26067.326530612245,3072.418271693309
resnet101,29,35,4,0,resnet152,0,52,4,0,vgg19,2,19,4,0,bert,0,12,16,8,24030.5,24040.520408163266,198.8728046783917
resnet101,0,35,4,0,resnet152,8,52,4,0,vgg19,0,11,4,0,bert,0,11,16,8,20811.0,20837.377551020407,214.33225757897588
resnet101,4,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,1,2,16,32,25289.5,25068.98979591837,693.2430809489784
resnet101,0,33,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,8,12,16,8,24349.0,25298.85714285714,2238.03463342464
resnet101,20,35,4,0,resnet152,9,52,4,0,vgg19,0,16,4,0,bert,11,12,16,8,20260.0,20413.132653061224,471.9958845755189
resnet101,0,35,4,0,resnet152,38,52,4,0,vgg19,18,22,4,0,bert,9,12,16,32,16192.5,17132.122448979593,1693.908276829761
resnet101,7,35,4,0,resnet152,47,52,4,0,vgg19,21,22,4,0,bert,0,12,16,32,13120.5,13181.479591836734,324.66649229041167
resnet101,0,12,4,0,resnet152,47,52,4,0,vgg19,7,18,4,0,bert,8,8,16,64,6051.5,6346.663265306122,712.6601208389843
resnet101,0,1,4,0,resnet152,0,52,4,0,vgg19,9,22,4,0,bert,9,12,16,32,23833.0,25430.377551020407,3125.672353842878
resnet101,34,35,4,0,resnet152,0,14,4,0,vgg19,0,22,4,0,bert,0,12,16,32,10928.5,11054.051020408164,642.6615952181573
resnet101,0,35,4,0,resnet152,0,36,4,0,vgg19,0,22,4,0,bert,7,12,16,8,19779.0,19680.79591836735,1559.1210367801082
resnet101,0,26,4,0,resnet152,15,52,4,0,vgg19,0,4,4,0,bert,0,12,16,64,17666.5,18796.826530612245,2167.127125969414
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,20,22,4,0,bert,0,7,16,8,24376.0,24778.071428571428,1118.9300852664057
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,16,8,24335.5,24470.69387755102,496.15284034551667
resnet101,9,35,4,0,resnet152,0,52,4,0,vgg19,0,9,4,0,bert,5,12,16,8,24190.0,25053.051020408162,2480.944464548215
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,7,16,32,27612.0,27614.54081632653,272.481834944724
resnet101,20,20,4,0,resnet152,0,1,4,0,vgg19,1,22,4,0,bert,0,1,16,8,4661.0,4659.2959183673465,58.03415763779147
resnet101,0,7,4,0,resnet152,0,52,4,0,vgg19,0,8,4,0,bert,0,12,16,32,24699.0,26867.26530612245,4847.367765720202
resnet101,0,27,4,0,resnet152,47,48,4,0,vgg19,0,22,4,0,bert,8,10,32,16,13256.0,13591.714285714286,1035.6923840048812
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,7,22,4,0,bert,0,5,32,64,24189.5,24924.79591836735,2415.5121735134153
resnet101,4,35,4,0,resnet152,0,52,4,0,vgg19,13,22,4,0,bert,0,12,32,64,24277.0,24341.01020408163,343.9472104398379
resnet101,5,12,4,0,resnet152,0,43,4,0,vgg19,0,22,4,0,bert,11,12,32,16,20444.0,21166.622448979593,1859.2093037111897
resnet101,7,35,4,0,resnet152,0,52,4,0,vgg19,12,18,4,0,bert,6,12,32,32,24436.5,24509.85714285714,240.83578959743588
resnet101,0,35,4,0,resnet152,13,52,4,0,vgg19,21,22,4,0,bert,2,12,32,32,21626.0,22468.571428571428,2964.8241610797845
resnet101,0,35,4,0,resnet152,1,52,4,0,vgg19,20,22,4,0,bert,0,6,32,64,27492.5,27807.01020408163,713.7904925416249
resnet101,15,20,4,0,resnet152,0,52,4,0,vgg19,2,5,4,0,bert,10,10,32,64,24073.5,25302.632653061224,1938.1144707655735
resnet101,0,22,4,0,resnet152,0,52,4,0,vgg19,0,19,4,0,bert,0,6,32,64,24375.0,25006.448979591838,2121.0647361039823
resnet101,0,35,4,0,resnet152,39,52,4,0,vgg19,5,22,4,0,bert,0,6,32,16,19770.0,18365.397959183672,1993.4796710203357
resnet101,0,35,4,0,resnet152,9,52,4,0,vgg19,1,22,4,0,bert,0,12,32,32,20975.0,21311.428571428572,982.4760889233502
resnet101,0,35,4,0,resnet152,20,52,4,0,vgg19,0,22,4,0,bert,3,12,32,64,19163.5,19823.26530612245,2444.409066566949
resnet101,0,10,4,0,resnet152,0,25,4,0,vgg19,0,22,4,0,bert,0,11,32,16,12304.0,12742.408163265307,1233.0562398145537
resnet101,25,35,4,0,resnet152,32,36,4,0,vgg19,0,22,4,0,bert,0,1,32,32,6240.5,6453.714285714285,1215.470472445857
resnet101,4,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,2,32,16,27819.5,29026.714285714286,2493.7983528123914
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,32,16,27739.5,27841.030612244896,266.2081606134121
resnet101,0,33,4,0,resnet152,0,52,4,0,vgg19,0,13,4,0,bert,0,1,32,64,27791.0,28009.0,549.2731375115998
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,32,64,27894.0,27842.561224489797,1079.7085591872346
resnet101,0,29,4,0,resnet152,43,50,4,0,vgg19,17,22,4,0,bert,0,12,32,16,14474.5,15650.908163265307,1889.4346637840833
resnet101,1,35,4,0,resnet152,19,52,4,0,vgg19,0,22,4,0,bert,0,12,32,8,18900.0,19430.714285714286,1869.7907827959177
resnet101,3,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,10,12,32,64,24184.5,24493.122448979593,683.038697701139
resnet101,1,14,4,0,resnet152,0,15,4,0,vgg19,0,16,4,0,bert,7,12,32,32,9734.5,10501.744897959185,1899.6990970710979
resnet101,19,35,4,0,resnet152,43,52,4,0,vgg19,0,22,4,0,bert,10,12,32,32,9102.5,9272.683673469388,1658.7670771582298
resnet101,31,35,4,0,resnet152,3,50,4,0,vgg19,0,22,4,0,bert,3,12,32,16,23556.5,25499.95918367347,3890.7369112572674
resnet101,14,23,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,32,32,24388.0,24490.26530612245,537.4759520205686
resnet101,0,35,4,0,resnet152,42,52,4,0,vgg19,20,20,4,0,bert,1,12,32,64,16506.5,17699.755102040817,1985.2658129802808
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,32,32,28172.5,27550.80612244898,2013.713949540689
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,10,32,8,24289.5,24329.724489795917,209.0575929148519
resnet101,2,35,4,0,resnet152,46,52,4,0,vgg19,0,18,4,0,bert,0,11,32,32,15693.5,16020.142857142857,1001.7940946937476
resnet101,8,8,4,0,resnet152,0,31,4,0,vgg19,0,12,4,0,bert,8,12,32,8,16077.5,17120.45918367347,1695.3687045160398
resnet101,0,35,4,0,resnet152,7,42,4,0,vgg19,0,22,4,0,bert,0,12,32,8,19452.5,19513.275510204083,1527.975169291595
resnet101,0,21,4,0,resnet152,0,1,4,0,vgg19,0,22,4,0,bert,0,3,32,32,10291.5,11030.438775510203,1425.2665849195707
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,18,22,4,0,bert,2,12,32,32,25175.0,26026.214285714286,2245.6961161115205
resnet101,34,35,4,0,resnet152,0,52,4,0,vgg19,2,13,4,0,bert,0,1,32,8,24097.0,24115.602040816328,245.1206175308234
resnet101,24,35,4,0,resnet152,7,52,4,0,vgg19,0,12,4,0,bert,0,6,32,64,21320.0,21942.285714285714,1772.3685236635943
resnet101,0,34,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,32,64,24767.5,24871.15306122449,427.63672719939825
resnet101,0,35,4,0,resnet152,29,52,4,0,vgg19,0,22,4,0,bert,0,12,32,32,16520.5,16865.438775510203,981.8711423242424
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,4,5,32,16,24123.5,24224.20408163265,426.7563937132952
resnet101,0,35,4,0,resnet152,0,8,4,0,vgg19,20,22,4,0,bert,0,12,32,16,16524.5,17213.255102040817,1778.0840486047168
resnet101,0,24,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,10,32,32,24541.0,25407.744897959183,1964.666764656907
resnet101,0,35,4,0,resnet152,16,52,4,0,vgg19,0,22,4,0,bert,0,12,32,16,19787.5,19794.755102040817,2699.282527731172
resnet101,0,35,4,0,resnet152,33,52,4,0,vgg19,4,22,4,0,bert,7,12,32,16,16337.0,16429.04081632653,448.63834619988324
resnet101,0,35,4,0,resnet152,35,52,4,0,vgg19,1,13,4,0,bert,11,12,32,8,16425.0,17167.479591836734,1685.6164452816408
resnet101,4,35,4,0,resnet152,32,52,4,0,vgg19,8,18,4,0,bert,0,7,32,32,17076.5,17157.14285714286,289.4691481921727
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,11,32,32,24441.0,24920.785714285714,1839.2846061023015
resnet101,0,35,4,0,resnet152,46,52,4,0,vgg19,20,22,4,0,bert,6,12,32,64,18583.5,18604.948979591838,179.59650765029718
resnet101,0,35,4,0,resnet152,50,52,4,0,vgg19,0,22,4,0,bert,0,12,32,8,18517.5,18180.969387755104,1852.7672323932754
resnet101,0,24,4,0,resnet152,14,52,4,0,vgg19,4,20,4,0,bert,0,12,32,8,17912.0,18649.938775510203,1490.1995881686762
resnet101,0,35,4,0,resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,4,32,16,27542.5,26152.29591836735,1958.392448887835
