colocation,FCFS_tail,FCFS_throughput,FCFS_violation,SJF_tail,SJF_throughput,SJF_violation,EDF_tail,EDF_throughput,EDF_violation,Abacus_tail,Abacus_throughput,Abacus_violation
Res101Bert_Res152VGG19,172.06280029296875,975,0.915,180.07611846923788,971,0.901,172.3171643066406,970,0.899,131.22736419677736,943,0.931
Res101Res152_VGG19Bert,164.0645007324219,978,0.928,177.26585464477546,956,0.876,166.33818664550773,971,0.906,134.53956604003906,938,0.922
Res101VGG19_Resn152Bert,162.2409210205078,976,0.927,167.67683105468754,981,0.932,160.02236389160157,979,0.929,125.07832122802732,947,0.94
