1,1,0.07792091369628906
1,2,0.08880877494812012
1,3,0.08811211585998535
1,4,0.08748984336853027
1,5,0.08846092224121094
1,6,0.08650708198547363
1,7,0.08741974830627441
1,8,0.09245109558105469
1,9,0.08915853500366211
1,10,0.08801150321960449
1,11,0.08788537979125977
1,12,0.08809566497802734
1,13,0.08808231353759766
1,14,0.08831286430358887
1,15,0.08865761756896973
1,16,0.08911323547363281
2,1,0.06967663764953613
2,2,0.08524942398071289
2,3,0.08594131469726562
2,4,0.0897665023803711
2,5,0.08571648597717285
2,6,0.08627939224243164
2,7,0.08718633651733398
2,8,0.08762741088867188
2,9,0.08899569511413574
2,10,0.08849358558654785
2,11,0.08811569213867188
2,12,0.0884864330291748
2,13,0.08833909034729004
2,14,0.08825135231018066
2,15,0.09365272521972656
2,16,0.0906836986541748
3,1,0.06918549537658691
3,2,0.0859980583190918
3,3,0.08679461479187012
3,4,0.08658480644226074
3,5,0.0865018367767334
3,6,0.08678507804870605
3,7,0.0863807201385498
3,8,0.0875241756439209
3,9,0.08722829818725586
3,10,0.08715295791625977
3,11,0.09213113784790039
3,12,0.08797669410705566
3,13,0.08793926239013672
3,14,0.08880257606506348
3,15,0.08833837509155273
3,16,0.08931112289428711
4,1,0.07179522514343262
4,2,0.08699870109558105
4,3,0.08707523345947266
4,4,0.08665275573730469
4,5,0.08567929267883301
4,6,0.09059739112854004
4,7,0.08874678611755371
4,8,0.08789706230163574
4,9,0.08766007423400879
4,10,0.0876455307006836
4,11,0.08853697776794434
4,12,0.08768320083618164
4,13,0.0879676342010498
4,14,0.08857607841491699
4,15,0.08843851089477539
4,16,0.08798050880432129
5,1,0.07505273818969727
5,2,0.09214448928833008
5,3,0.08993768692016602
5,4,0.08654379844665527
5,5,0.08685064315795898
5,6,0.08669710159301758
5,7,0.08854150772094727
5,8,0.0888671875
5,9,0.08856821060180664
5,10,0.0883941650390625
5,11,0.08910942077636719
5,12,0.08854126930236816
5,13,0.09338712692260742
5,14,0.08829593658447266
5,15,0.0888676643371582
5,16,0.08796834945678711
6,1,0.07336139678955078
6,2,0.08655071258544922
6,3,0.08672046661376953
6,4,0.08639788627624512
6,5,0.08714461326599121
6,6,0.08711433410644531
6,7,0.08722162246704102
6,8,0.0880892276763916
6,9,0.09153580665588379
6,10,0.08759808540344238
6,11,0.08795714378356934
6,12,0.08809828758239746
6,13,0.08847188949584961
6,14,0.08867835998535156
6,15,0.08938264846801758
6,16,0.08916616439819336
7,1,0.07090568542480469
7,2,0.08546686172485352
7,3,0.08724045753479004
7,4,0.09197878837585449
7,5,0.08698129653930664
7,6,0.08693313598632812
7,7,0.08850407600402832
7,8,0.0888221263885498
7,9,0.08804607391357422
7,10,0.08965277671813965
7,11,0.08918499946594238
7,12,0.08992934226989746
7,13,0.08897900581359863
7,14,0.08781790733337402
7,15,0.09231328964233398
7,16,0.09108448028564453
8,1,0.07386922836303711
8,2,0.08581185340881348
8,3,0.08685803413391113
8,4,0.08671998977661133
8,5,0.08707499504089355
8,6,0.08949708938598633
8,7,0.08755612373352051
8,8,0.08779644966125488
8,9,0.08732771873474121
8,10,0.08804559707641602
8,11,0.09285306930541992
8,12,0.08884382247924805
8,13,0.08872675895690918
