1, 0.128
2, 0.188
3, 0.187
4, 0.186
5, 0.189
6, 0.189
7, 0.195
8, 0.194
9, 0.193
10, 0.195
11, 0.193
12, 0.203
13, 0.194
14, 0.195
15, 0.194
16, 0.193
