core,bs,duration
16,14,0.0892019271850586
16,15,0.08881568908691406
16,16,0.09373950958251953
17,1,0.0691986083984375
17,2,0.08682608604431152
17,3,0.08680057525634766
17,4,0.08737993240356445
17,5,0.08736610412597656
17,6,0.08827877044677734
17,7,0.09087371826171875
17,8,0.08812975883483887
17,9,0.08825063705444336
17,10,0.08852005004882812
17,11,0.09237527847290039
17,12,0.0889430046081543
17,13,0.08913755416870117
17,14,0.08929300308227539
17,15,0.08921957015991211
17,16,0.09035515785217285
18,1,0.06805968284606934
18,2,0.0865931510925293
18,3,0.08653640747070312
18,4,0.08666157722473145
18,5,0.08744978904724121
18,6,0.08687543869018555
18,7,0.08968353271484375
18,8,0.08838057518005371
18,9,0.08852553367614746
18,10,0.08820509910583496
18,11,0.08813285827636719
18,12,0.08853411674499512
18,13,0.08863973617553711
18,14,0.0925590991973877
18,15,0.08860039710998535
18,16,0.08959150314331055
19,1,0.06808900833129883
19,2,0.08886957168579102
19,3,0.08679699897766113
19,4,0.08655929565429688
19,5,0.08731675148010254
19,6,0.08687782287597656
19,7,0.08845281600952148
19,8,0.08843445777893066
19,9,0.08830761909484863
19,10,0.08855915069580078
19,11,0.08816814422607422
19,12,0.09124231338500977
19,13,0.09633135795593262
19,14,0.09806609153747559
19,15,0.09206199645996094
19,16,0.09022140502929688
20,1,0.07006406784057617
20,2,0.08674931526184082
20,3,0.0872490406036377
20,4,0.08783221244812012
20,5,0.09099602699279785
20,6,0.08808422088623047
20,7,0.08762264251708984
20,8,0.08812570571899414
20,9,0.09200191497802734
20,10,0.08867096900939941
20,11,0.08884382247924805
20,12,0.08885335922241211
20,13,0.08881568908691406
20,14,0.08932352066040039
20,15,0.08939838409423828
20,16,0.08979344367980957
21,1,0.06795859336853027
21,2,0.08613038063049316
21,3,0.08698630332946777
21,4,0.08858919143676758
21,5,0.08695030212402344
21,6,0.08675169944763184
21,7,0.08788681030273438
21,8,0.08834600448608398
21,9,0.08724689483642578
21,10,0.08747267723083496
21,11,0.0880277156829834
21,12,0.08934426307678223
21,13,0.09176516532897949
21,14,0.0880587100982666
21,15,0.08901023864746094
21,16,0.09448075294494629
22,1,0.0695030689239502
22,2,0.08639335632324219
22,3,0.08673310279846191
22,4,0.0861365795135498
22,5,0.08707833290100098
22,6,0.08755779266357422
22,7,0.08743500709533691
22,8,0.08777427673339844
22,9,0.08865118026733398
22,10,0.08856606483459473
22,11,0.09122443199157715
22,12,0.08800363540649414
22,13,0.08832788467407227
22,14,0.08851170539855957
22,15,0.09652090072631836
22,16,0.09913229942321777
23,1,0.06880903244018555
23,2,0.08710527420043945
23,3,0.08788585662841797
23,4,0.09076857566833496
23,5,0.08667898178100586
23,6,0.0894937515258789
23,7,0.08878827095031738
23,8,0.08826422691345215
23,9,0.08815240859985352
23,10,0.08776569366455078
23,11,0.08818221092224121
23,12,0.08890128135681152
23,13,0.08896780014038086
23,14,0.08910107612609863
23,15,0.08884286880493164
23,16,0.0897068977355957
24,1,0.0679774284362793
24,2,0.09004926681518555
24,3,0.08757638931274414
24,4,0.08712625503540039
24,5,0.08747410774230957
24,6,0.08739328384399414
24,7,0.08753609657287598
24,8,0.08738875389099121
24,9,0.08793210983276367
24,10,0.0879509449005127
24,11,0.0922701358795166
24,12,0.08911514282226562
24,13,0.09188604354858398
24,14,0.08865857124328613
24,15,0.08886313438415527
24,16,0.0890347957611084
25,1,0.06603384017944336
25,2,0.08637070655822754
25,3,0.08662557601928711
25,4,0.0866706371307373
25,5,0.08676004409790039
25,6,0.08760786056518555
25,7,0.08731985092163086
25,8,0.08776044845581055
25,9,0.08955764770507812
25,10,0.08806037902832031
25,11,0.08880925178527832
25,12,0.08876299858093262
25,13,0.08899712562561035
25,14,0.08995652198791504
25,15,0.08988761901855469
25,16,0.0902395248413086
26,1,0.06913161277770996
26,2,0.08837890625
26,3,0.09267401695251465
26,4,0.09365296363830566
26,5,0.08801698684692383
26,6,0.08724546432495117
26,7,0.08774328231811523
26,8,0.08717775344848633
26,9,0.08742380142211914
26,10,0.08784055709838867
26,11,0.08838629722595215
26,12,0.0880899429321289
26,13,0.08847928047180176
26,14,0.08863258361816406
26,15,0.09079742431640625
26,16,0.0896310806274414
27,1,0.06470036506652832
27,2,0.08739924430847168
27,3,0.0875253677368164
27,4,0.08747529983520508
27,5,0.08701467514038086
27,6,0.08744072914123535
27,7,0.0889585018157959
27,8,0.08883142471313477
27,9,0.09164738655090332
27,10,0.08811545372009277
27,11,0.09181714057922363
27,12,0.08924293518066406
27,13,0.08908414840698242
27,14,0.09147024154663086
27,15,0.0900874137878418
27,16,0.09030508995056152
28,1,0.06772613525390625
28,2,0.08814334869384766
28,3,0.08694100379943848
28,4,0.08716130256652832
28,5,0.0872490406036377
28,6,0.09024381637573242
28,7,0.08793401718139648
28,8,0.08840346336364746
28,9,0.0883188247680664
28,10,0.08810782432556152
28,11,0.0891873836517334
28,12,0.0891571044921875
28,13,0.08886265754699707
28,14,0.08880949020385742
28,15,0.08870077133178711
28,16,0.0927743911743164
29,1,0.06877517700195312
29,2,0.08952641487121582
29,3,0.08628106117248535
29,4,0.09334850311279297
29,5,0.09345483779907227
29,6,0.09027409553527832
29,7,0.08785033226013184
29,8,0.08764910697937012
29,9,0.08945894241333008
29,10,0.08809089660644531
29,11,0.0884404182434082
29,12,0.09024238586425781
29,13,0.08895230293273926
29,14,0.08889126777648926
29,15,0.08987641334533691
29,16,0.08971643447875977
30,1,0.06732916831970215
30,2,0.08746194839477539
30,3,0.08735442161560059
30,4,0.08758664131164551
30,5,0.08766865730285645
30,6,0.08691048622131348
30,7,0.09055042266845703
30,8,0.09026288986206055
30,9,0.08892130851745605
30,10,0.08788609504699707
30,11,0.08777093887329102
30,12,0.08795690536499023
30,13,0.08791804313659668
30,14,0.08845758438110352
30,15,0.08868241310119629
30,16,0.0892491340637207
31,1,0.06638693809509277
31,2,0.0871272087097168
31,3,0.08887362480163574
31,4,0.0868840217590332
31,5,0.08794927597045898
31,6,0.0881202220916748
31,7,0.08839726448059082
31,8,0.08943676948547363
31,9,0.08924221992492676
31,10,0.08833885192871094
31,11,0.08829522132873535
31,12,0.08876490592956543
31,13,0.08881664276123047
31,14,0.09539628028869629
31,15,0.08958911895751953
31,16,0.08984947204589844
32,1,0.12093997001647949
32,2,0.13160014152526855
32,3,0.1315751075744629
32,4,0.138258695602417
32,5,0.1416795253753662
32,6,0.13407111167907715
32,7,0.1334543228149414
32,8,0.13275861740112305
32,9,0.13261198997497559
32,10,0.13274359703063965
32,11,0.1331641674041748
32,12,0.13284826278686523
32,13,0.13339853286743164
32,14,0.13949370384216309
32,15,0.13370800018310547
32,16,0.13401222229003906
33,1,0.10119104385375977
33,2,0.13103485107421875
33,3,0.13131976127624512
33,4,0.1313765048980713
33,5,0.13357019424438477
33,6,0.13126325607299805
33,7,0.13220643997192383
33,8,0.13210749626159668
33,9,0.13322687149047852
33,10,0.13349437713623047
33,11,0.13284063339233398
33,12,0.13296890258789062
33,13,0.1396493911743164
33,14,0.1340627670288086
33,15,0.13466215133666992
33,16,0.13419127464294434
34,1,0.10139298439025879
34,2,0.13211536407470703
34,3,0.13182401657104492
34,4,0.13412928581237793
34,5,0.1418135166168213
34,6,0.14319753646850586
34,7,0.13187956809997559
34,8,0.13150858879089355
34,9,0.13228774070739746
34,10,0.13217592239379883
34,11,0.13233423233032227
34,12,0.14338064193725586
34,13,0.1345968246459961
34,14,0.13430070877075195
34,15,0.13449811935424805
34,16,0.13445568084716797
35,1,0.07697582244873047
35,2,0.08720803260803223
35,3,0.08790326118469238
35,4,0.08855938911437988
35,5,0.08851456642150879
35,6,0.08712387084960938
35,7,0.08758091926574707
35,8,0.08794379234313965
35,9,0.08733868598937988
35,10,0.08848857879638672
35,11,0.08846855163574219
35,12,0.08891129493713379
35,13,0.0883321762084961
35,14,0.08937764167785645
35,15,0.08910584449768066
35,16,0.09186506271362305
36,1,0.06804656982421875
36,2,0.0875089168548584
36,3,0.0868690013885498
36,4,0.08691930770874023
36,5,0.08741521835327148
36,6,0.08791208267211914
36,7,0.08887839317321777
36,8,0.08948564529418945
36,9,0.0881803035736084
36,10,0.08846664428710938
36,11,0.09158205986022949
36,12,0.08921623229980469
36,13,0.0889596939086914
36,14,0.09012722969055176
36,15,0.08900833129882812
36,16,0.09082794189453125
37,1,0.06988358497619629
37,2,0.09132122993469238
37,3,0.08822345733642578
37,4,0.08689260482788086
37,5,0.08730006217956543
37,6,0.09125185012817383
37,7,0.08859872817993164
37,8,0.09318661689758301
37,9,0.08872699737548828
37,10,0.08808374404907227
37,11,0.08817219734191895
37,12,0.0897226333618164
37,13,0.08933615684509277
37,14,0.09016561508178711
37,15,0.08967947959899902
37,16,0.09017634391784668
38,1,0.06734132766723633
38,2,0.08725428581237793
38,3,0.08616161346435547
38,4,0.08660411834716797
38,5,0.08717966079711914
38,6,0.08741617202758789
38,7,0.08909296989440918
38,8,0.08802175521850586
38,9,0.08800005912780762
38,10,0.08881759643554688
38,11,0.08846378326416016
38,12,0.08849453926086426
38,13,0.0910336971282959
38,14,0.08878040313720703
38,15,0.09425091743469238
38,16,0.09060239791870117
39,1,0.06704211235046387
39,2,0.08775448799133301
39,3,0.08786582946777344
39,4,0.0875093936920166
39,5,0.08761715888977051
39,6,0.08829951286315918
39,7,0.08887076377868652
39,8,0.09289336204528809
39,9,0.08773446083068848
39,10,0.08879327774047852
39,11,0.08940410614013672
39,12,0.08948564529418945
39,13,0.08980417251586914
39,14,0.08863687515258789
39,15,0.08986639976501465
39,16,0.0891120433807373
40,1,0.06649088859558105
40,2,0.0992426872253418
40,3,0.10236907005310059
40,4,0.09268975257873535
40,5,0.09135174751281738
40,6,0.08896517753601074
40,7,0.08733844757080078
40,8,0.08834671974182129
40,9,0.08788681030273438
40,10,0.08830666542053223
40,11,0.08934855461120605
40,12,0.08841800689697266
40,13,0.08859968185424805
40,14,0.08962535858154297
40,15,0.08969736099243164
40,16,0.08918094635009766
