model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,35,4,0,vgg19,0,22,4,0,bert,0,12,4,8,16715.5,16935.969387755104,593.3648506624453
resnet101,0,35,4,0,vgg19,0,22,4,0,bert,0,12,4,32,16760.0,16802.775510204083,192.95656329499977
resnet101,25,35,4,0,vgg19,0,12,4,0,bert,6,10,4,32,6032.0,5868.357142857143,1218.9712227270727
resnet101,0,35,4,0,vgg19,19,22,4,0,bert,5,12,4,32,16747.5,16739.76530612245,176.9740440452289
resnet101,0,5,4,0,vgg19,19,22,4,0,bert,0,10,4,32,9546.5,9594.438775510203,214.19279253516171
resnet101,0,35,4,0,vgg19,0,22,4,0,bert,0,2,4,8,16668.0,17236.336734693876,1528.234154672544
resnet101,0,11,4,0,vgg19,0,22,4,0,bert,0,12,4,8,11545.5,11602.938775510203,190.59545877229885
resnet101,0,35,4,0,vgg19,0,22,4,0,bert,0,10,4,64,16821.0,17894.84693877551,1691.8191413932243
resnet101,16,35,4,0,vgg19,0,10,4,0,bert,0,4,4,32,9279.0,10030.57142857143,1191.6687065298177
resnet101,15,35,4,0,vgg19,0,8,4,0,bert,0,12,4,8,11531.0,11599.051020408164,222.79680375684228
resnet101,0,35,4,0,vgg19,15,22,4,0,bert,4,12,4,8,16781.5,17446.326530612245,1771.4004823551231
resnet101,0,25,4,0,vgg19,0,22,4,0,bert,6,8,4,8,12450.5,13722.479591836734,2028.2906507375171
resnet101,0,35,4,0,vgg19,2,22,4,0,bert,10,12,4,32,16715.5,17605.316326530614,1953.9360046177583
resnet101,0,16,4,0,vgg19,21,21,4,0,bert,0,12,4,16,11220.0,11327.581632653062,300.30929374153334
resnet101,20,35,4,0,vgg19,0,22,4,0,bert,3,4,4,64,7319.0,7331.326530612245,86.87414959327766
resnet101,0,35,4,0,vgg19,0,22,4,0,bert,1,8,4,32,16796.0,16814.38775510204,163.43348098601254
resnet101,19,27,4,0,vgg19,6,22,4,0,bert,0,12,4,64,11458.5,11477.112244897959,160.94630126498342
resnet101,27,35,4,0,vgg19,0,22,4,0,bert,0,12,4,8,11490.0,11534.897959183674,193.41124050845323
resnet101,0,35,4,0,vgg19,0,22,4,0,bert,0,12,4,64,16775.0,17659.73469387755,1570.84345308578
resnet101,0,23,4,0,vgg19,5,17,4,0,bert,1,12,4,8,13892.0,13811.07142857143,2097.118237739881
resnet101,14,21,4,0,vgg19,6,22,4,0,bert,0,12,4,8,11383.5,11424.295918367347,175.18982178428536
resnet101,0,33,4,0,vgg19,0,1,4,0,bert,0,12,4,16,16238.5,16260.0,177.69510691183413
