model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
inception_v3,0,6,1,0,vgg19,2,19,1,0,bert,5,11,1,8,9519.5,10848.459183673469,2715.7135461348935
inception_v3,5,10,1,0,vgg19,5,10,1,0,bert,7,11,1,64,9155.0,9845.387755102041,1683.7407432447276
inception_v3,8,13,1,0,vgg19,5,17,1,0,bert,2,6,1,8,9402.0,9885.316326530612,1318.8516154636181
inception_v3,4,9,1,0,vgg19,16,21,1,0,bert,4,10,1,8,9255.0,9794.755102040815,1372.9714094056724
inception_v3,7,12,1,0,vgg19,4,18,1,0,bert,2,8,1,64,9944.5,11052.642857142857,2303.4249266813845
inception_v3,6,10,1,0,vgg19,15,20,1,0,bert,2,6,1,16,8272.5,9626.367346938776,2277.1542453011307
inception_v3,0,10,1,0,vgg19,17,21,1,0,bert,7,11,1,64,16334.5,17117.316326530614,3468.3212389085384
inception_v3,7,13,1,0,vgg19,12,17,1,0,bert,2,7,1,64,11341.5,13084.867346938776,2732.931171567556
inception_v3,0,8,1,0,vgg19,0,13,1,0,bert,2,9,1,16,11666.0,13557.540816326531,3349.721831790641
inception_v3,8,13,1,0,vgg19,7,14,1,0,bert,4,9,1,32,9424.5,11028.377551020409,2506.405555059839
inception_v3,8,13,1,0,vgg19,2,21,1,0,bert,2,8,1,8,10209.5,11976.265306122448,3191.7611431494656
inception_v3,7,13,1,0,vgg19,7,18,1,0,bert,0,4,1,64,11341.5,12762.112244897959,2878.2035102794166
inception_v3,8,13,1,0,vgg19,3,14,1,0,bert,5,11,1,64,9911.0,11104.551020408164,2154.341393380736
inception_v3,4,9,1,0,vgg19,11,18,1,0,bert,6,10,1,8,9394.5,10765.734693877552,2765.421658630167
inception_v3,4,10,1,0,vgg19,8,21,1,0,bert,7,11,1,64,10883.0,12458.19387755102,2479.8895122613308
inception_v3,1,10,1,0,vgg19,16,21,1,0,bert,1,8,1,64,16414.5,16947.571428571428,3552.345229936564
inception_v3,2,13,1,0,vgg19,13,20,1,0,bert,5,10,1,8,21181.0,21832.214285714286,4284.17265665622
inception_v3,6,12,1,0,vgg19,12,21,1,0,bert,1,11,1,16,15094.0,16399.255102040817,2457.402441899487
inception_v3,0,5,1,0,vgg19,14,18,1,0,bert,1,8,1,8,10634.5,12004.479591836734,2768.4511555387635
inception_v3,8,13,1,0,vgg19,0,21,1,0,bert,0,6,1,64,10063.5,11396.5,2428.088146241476
inception_v3,2,10,1,0,vgg19,10,18,1,0,bert,6,10,1,8,13373.0,15699.65306122449,3258.271054929069
inception_v3,4,11,1,0,vgg19,5,21,1,0,bert,6,11,1,32,12453.0,14332.530612244898,3322.176973145715
inception_v3,6,10,1,0,vgg19,4,14,1,0,bert,0,11,1,16,16483.0,17605.724489795917,2795.6782309545038
inception_v3,3,11,1,0,vgg19,10,18,1,0,bert,7,11,1,16,13088.5,13193.581632653062,454.1321601101534
inception_v3,3,9,1,0,vgg19,5,21,1,0,bert,5,11,1,8,10166.0,10612.357142857143,1628.0989618545418
inception_v3,7,13,1,0,vgg19,14,18,1,0,bert,4,11,1,64,11286.0,13104.887755102041,2629.4031482396363
inception_v3,6,13,1,0,vgg19,17,21,1,0,bert,5,11,1,8,13058.0,15224.489795918367,3558.370179102861
inception_v3,8,13,1,0,vgg19,9,14,1,0,bert,0,4,1,8,9302.0,9992.887755102041,1563.2682593420711
inception_v3,2,6,1,0,vgg19,6,19,1,0,bert,7,11,1,64,6813.0,6892.632653061224,346.87036300280243
inception_v3,1,13,1,0,vgg19,0,6,1,0,bert,7,11,1,8,18485.0,18724.428571428572,1465.157496583872
inception_v3,1,12,1,0,vgg19,4,12,1,0,bert,5,11,1,8,16806.0,18947.04081632653,3338.212233621669
inception_v3,5,9,1,0,vgg19,10,21,1,0,bert,6,11,1,16,7924.0,8072.765306122449,615.2507337069555
inception_v3,8,13,1,0,vgg19,9,15,1,0,bert,6,11,1,16,9291.0,9759.744897959185,1517.6058367505295
inception_v3,2,11,1,0,vgg19,1,10,1,0,bert,6,10,1,8,14436.0,14473.081632653062,235.3104624624099
inception_v3,8,13,1,0,vgg19,9,16,1,0,bert,2,10,1,16,12470.0,14064.448979591836,2735.7582731355433
inception_v3,5,10,1,0,vgg19,10,20,1,0,bert,2,11,1,16,13632.5,14160.459183673469,1335.7467541383623
inception_v3,9,13,1,0,vgg19,4,8,1,0,bert,3,9,1,16,9207.5,9692.724489795919,1516.1852491725451
inception_v3,4,8,1,0,vgg19,13,19,1,0,bert,0,7,1,64,11214.5,11667.959183673469,1417.11706426965
inception_v3,8,12,1,0,vgg19,1,10,1,0,bert,7,11,1,16,7543.0,8149.989795918367,1398.340886404225
inception_v3,0,5,1,0,vgg19,6,15,1,0,bert,5,9,1,32,6837.0,7586.9795918367345,1602.549747577609
inception_v3,6,10,1,0,vgg19,13,21,1,0,bert,7,11,1,32,8284.0,9495.673469387755,2230.7833243765594
inception_v3,8,12,1,0,vgg19,17,21,1,0,bert,6,11,1,8,7742.5,8246.244897959185,1432.9743938725414
inception_v3,3,7,1,0,vgg19,14,20,1,0,bert,0,6,1,16,9101.0,9111.408163265307,144.31681678456772
inception_v3,8,13,1,0,vgg19,17,21,1,0,bert,6,10,1,32,9025.5,9278.581632653062,1016.2677507897679
inception_v3,0,11,1,0,vgg19,15,20,1,0,bert,4,11,1,16,15240.5,15421.295918367347,599.1703483233052
inception_v3,9,13,1,0,vgg19,8,16,1,0,bert,7,11,1,32,7236.0,7431.15306122449,663.9483990283143
