model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,32,4,0,resnet152,0,13,4,0,bert,0,12,4,32,15944.5,17012.377551020407,1556.0940669542858
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,4,4,64,24777.0,25290.275510204083,1474.4247012324267
resnet101,17,18,4,0,resnet152,0,52,4,0,bert,1,3,4,8,24471.5,24923.469387755104,1221.2636998507303
resnet101,25,35,4,0,resnet152,0,52,4,0,bert,10,12,4,8,24205.0,24308.88775510204,266.3680085380214
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,11,11,4,16,24456.5,25053.571428571428,2129.940197493338
resnet101,5,35,4,0,resnet152,0,45,4,0,bert,0,12,4,8,21908.0,22013.785714285714,433.1410490444734
resnet101,32,35,4,0,resnet152,17,52,4,0,bert,0,0,4,64,16567.0,16630.18556701031,259.29922729585
resnet101,24,35,4,0,resnet152,8,52,4,0,bert,0,12,4,32,21276.5,21295.316326530614,170.63809399193224
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,5,4,16,25566.0,27009.244897959183,2145.717267742005
resnet101,6,33,4,0,resnet152,0,52,4,0,bert,9,12,4,8,27642.0,27656.34693877551,159.54681368154937
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,11,4,8,34510.5,31122.428571428572,4584.371599159875
resnet101,0,35,4,0,resnet152,0,16,4,0,bert,6,12,4,32,17155.0,17601.091836734693,1238.856707026929
resnet101,0,8,4,0,resnet152,40,52,4,0,bert,0,12,4,8,11664.0,11812.84693877551,343.5873281750444
resnet101,3,15,4,0,resnet152,0,52,4,0,bert,0,12,4,64,24975.5,26012.5,2198.5464551166806
resnet101,0,35,4,0,resnet152,0,28,4,0,bert,0,12,4,16,24428.5,23315.755102040817,2338.9211277992695
resnet101,0,35,4,0,resnet152,21,23,4,0,bert,0,12,4,16,16560.0,17361.65306122449,1679.2603091111082
resnet101,24,35,4,0,resnet152,0,52,4,0,bert,0,12,4,16,27584.5,27510.602040816328,3091.346892041495
resnet101,0,35,4,0,resnet152,15,36,4,0,bert,0,12,4,8,17128.0,18066.85714285714,1556.166286167414
resnet101,0,35,4,0,resnet152,16,52,4,0,bert,4,12,4,32,17483.0,18536.551020408162,1649.1655411421848
resnet101,0,9,4,0,resnet152,0,51,4,0,bert,0,12,4,16,27318.5,27156.908163265307,791.709917587768
resnet101,13,35,4,0,resnet152,0,52,4,0,bert,4,4,4,32,24861.0,25554.30612244898,2004.2378540674258
resnet101,33,35,4,0,resnet152,43,43,4,0,bert,0,12,4,64,11034.0,11135.867346938776,307.28945464134887
resnet101,2,35,4,0,resnet152,0,52,4,0,bert,0,12,4,8,25142.0,26443.602040816328,2749.125188275747
resnet101,27,30,4,0,resnet152,31,42,4,0,bert,0,12,4,8,11543.0,11656.316326530612,511.88135577153577
resnet101,8,35,4,0,resnet152,0,52,4,0,bert,0,12,4,8,24846.0,25538.0,1820.9813344480397
resnet101,0,12,4,0,resnet152,0,52,4,0,bert,6,7,4,64,24411.0,24468.469387755104,261.6817355023914
resnet101,0,26,4,0,resnet152,0,52,4,0,bert,0,12,4,16,24761.0,24869.448979591838,463.99353713059276
resnet101,0,35,4,0,resnet152,51,52,4,0,bert,0,3,4,64,16718.0,18023.418367346938,2245.9903407368092
resnet101,21,35,4,0,resnet152,5,23,4,0,bert,0,12,4,32,11867.5,12083.979591836734,813.158279388834
resnet101,0,12,4,0,resnet152,2,21,4,0,bert,0,12,4,8,11801.5,12028.561224489797,842.4974422092406
resnet101,8,35,4,0,resnet152,0,52,4,0,bert,0,0,4,16,24592.0,24623.479591836734,199.61193113863368
resnet101,0,35,4,0,resnet152,0,43,4,0,bert,0,12,4,32,21223.5,22088.76530612245,1773.6900587505756
resnet101,0,35,4,0,resnet152,30,38,4,0,bert,11,11,4,8,17007.0,17378.79591836735,1093.7418823879166
resnet101,28,35,4,0,resnet152,0,27,4,0,bert,0,10,4,64,13395.0,14596.15306122449,1784.448564866439
resnet101,0,35,4,0,resnet152,0,2,4,0,bert,0,5,4,8,17185.5,18876.081632653062,2264.1572098436827
resnet101,3,14,4,0,resnet152,0,52,4,0,bert,0,5,4,16,24750.0,25769.448979591838,2427.686570406405
resnet101,0,33,4,0,resnet152,0,26,4,0,bert,2,12,4,16,16600.0,17098.673469387755,1521.31513175688
resnet101,18,35,4,0,resnet152,0,45,4,0,bert,6,8,4,8,21607.5,22209.01020408163,1913.762404456782
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,6,4,32,24805.5,24834.479591836734,175.72231280107812
resnet101,32,35,4,0,resnet152,0,52,4,0,bert,0,12,4,64,24496.0,24520.714285714286,218.19121926252052
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,1,12,4,64,24958.0,25567.928571428572,2054.970178292977
