colocation,FCFS_tail,SJF_tail,EDF_tail,Abacus_tail
Res101Res152VGG19,1.2385600852966308,1.531830366516113,1.2287154907226563,0.9870449142456051
Res101Res152Bert,1.1718072285970054,1.4085413370768232,1.1435344299316406,0.850284552001953
Res101VGG19Bert,1.10676317024231,1.3744448833465577,1.0412714653015138,0.929495239257812
Res152VGG19Bert,1.3146563529968263,1.5593197326660158,1.4153883323669434,1.0335054435729976
