model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet152,0,52,4,0,vgg19,19,22,4,0,bert,4,12,4,8,26163.5,28588.29591836735,4570.809148233514
resnet152,0,52,4,0,vgg19,0,4,4,0,bert,11,11,4,16,26626.5,29653.908163265307,5699.439256497501
resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,4,64,28786.5,31858.132653061224,6195.833783948819
resnet152,26,52,4,0,vgg19,2,22,4,0,bert,0,2,4,8,12539.0,13637.5,1900.6011575825376
resnet152,22,45,4,0,vgg19,0,22,4,0,bert,0,5,4,16,11381.5,12070.0,1811.1402147683157
resnet152,0,22,4,0,vgg19,0,10,4,0,bert,0,12,4,16,12073.5,13461.795918367347,2544.4183969541746
resnet152,50,52,4,0,vgg19,19,19,4,0,bert,0,12,4,64,11400.5,11573.622448979591,736.6443152914067
resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,0,4,16,29330.0,30508.316326530614,6104.2699969657215
resnet152,18,52,4,0,vgg19,0,22,4,0,bert,9,11,4,64,16752.0,18934.816326530614,3868.789101142785
resnet152,0,52,4,0,vgg19,9,22,4,0,bert,0,11,4,8,25998.0,29742.76530612245,5821.925967884771
resnet152,25,42,4,0,vgg19,0,22,4,0,bert,0,12,4,32,12155.0,13063.530612244898,1719.5647598589023
resnet152,0,52,4,0,vgg19,0,22,4,0,bert,5,12,4,16,25962.5,29505.938775510203,6000.452042182928
resnet152,0,32,4,0,vgg19,0,22,4,0,bert,0,5,4,64,20172.0,20612.397959183672,3411.5376799367887
resnet152,33,52,4,0,vgg19,0,22,4,0,bert,0,12,4,8,19794.0,17910.285714285714,3257.848573296588
resnet152,0,32,4,0,vgg19,2,22,4,0,bert,0,12,4,32,16628.5,19255.255102040817,4247.235478571109
resnet152,0,52,4,0,vgg19,9,22,4,0,bert,2,12,4,32,27422.5,29963.173469387755,5369.584850796975
resnet152,0,50,4,0,vgg19,14,22,4,0,bert,2,5,4,16,24722.5,26654.714285714286,3293.476675527686
resnet152,0,21,4,0,vgg19,17,22,4,0,bert,0,11,4,32,12511.5,12890.622448979591,2306.7395778249884
resnet152,33,52,4,0,vgg19,0,22,4,0,bert,2,12,4,16,11138.5,11786.357142857143,2133.5291700344187
resnet152,0,52,4,0,vgg19,0,22,4,0,bert,0,12,4,32,28807.0,29832.408163265307,5252.182319675988
resnet152,0,52,4,0,vgg19,19,22,4,0,bert,10,12,4,64,24690.5,26546.34693877551,3243.8466964142385
