colocation,FCFS_tail,FCFS_throughput,FCFS_violation,SJF_tail,SJF_throughput,SJF_violation,EDF_tail,EDF_throughput,EDF_violation,Abacus_tail,Abacus_throughput,Abacus_violation
Res101Bert_Res152VGG19,1.4922927656907312,694,0.529,1.5603884183443506,672,0.534,1.507788787841797,680,0.54,1.249835904634915,783,0.271
Res101Res152_VGG19Bert,1.5021982703575723,693,0.515,1.5250325716458837,703,0.496,1.4518282963679383,708,0.491,1.31456645320012,797,0.272
Res101VGG19_Resn152Bert,1.4407429504394533,691,0.527,1.5109610032301675,658,0.5680000000000001,1.4635220301701473,692,0.538,1.3367048691969639,774,0.33599999999999997
