colocation,FCFS_tail,FCFS_throughput,FCFS_violation,SJF_tail,SJF_throughput,SJF_violation,EDF_tail,EDF_throughput,EDF_violation,Abacus_tail,Abacus_throughput,Abacus_violation
Res101+Res152+VGG19,124.04733062744143,555,0.5820000000000001,152.31660247802728,424,0.74,137.5572508239746,430,0.744,123.24656150817871,750,0.353
Res101+Res152+Bert,186.34117126464844,451,0.86,199.97125244140625,431,0.848,188.53466476440428,444,0.863,177.64689254760742,750,0.78
Res101+VGG19+Bert,103.11231994628906,649,0.365,121.4572396850586,573,0.479,105.55231475830078,626,0.393,90.72355957031252,881,0.122
Res152+VGG19+Bert,120.40704772949218,489,0.579,130.37636627197264,442,0.641,111.5390319824219,567,0.481,93.88581726074219,815,0.18999999999999995
