model_id,bs,seq_len,latency
5.0,8.0,0.0,17.459392547607422
0.0,16.0,0.0,25.250911712646484
5.0,4.0,0.0,25.986194610595703
5.0,2.0,0.0,20.6601619720459
0.0,1.0,0.0,26.889324188232422
5.0,16.0,0.0,39.37363624572754
0.0,1.0,0.0,18.68462562561035
5.0,1.0,0.0,15.647172927856445
5.0,16.0,0.0,22.137165069580078
0.0,8.0,0.0,24.64127540588379
5.0,4.0,0.0,7.553815841674805
0.0,16.0,0.0,18.158674240112305
0.0,8.0,0.0,17.07291603088379
0.0,4.0,0.0,33.7224006652832
0.0,1.0,0.0,29.83880043029785
0.0,2.0,0.0,18.070459365844727
0.0,2.0,0.0,18.241167068481445
5.0,4.0,0.0,7.045984268188477
5.0,16.0,0.0,24.200916290283203
5.0,16.0,0.0,40.73143005371094
5.0,16.0,0.0,35.38060188293457
0.0,16.0,0.0,15.40231704711914
5.0,16.0,0.0,19.259214401245117
5.0,2.0,0.0,12.135028839111328
5.0,2.0,0.0,9.364843368530273
0.0,4.0,0.0,19.433975219726562
5.0,2.0,0.0,5.088090896606445
0.0,1.0,0.0,18.678665161132812
5.0,16.0,0.0,19.37556266784668
5.0,2.0,0.0,8.945465087890625
0.0,16.0,0.0,19.953489303588867
5.0,8.0,0.0,10.65373420715332
5.0,4.0,0.0,6.837606430053711
0.0,1.0,0.0,18.64767074584961
5.0,4.0,0.0,17.206907272338867
0.0,4.0,0.0,14.031171798706055
0.0,4.0,0.0,22.329092025756836
0.0,1.0,0.0,15.137195587158203
0.0,2.0,0.0,21.735191345214844
0.0,16.0,0.0,16.993045806884766
0.0,2.0,0.0,19.0737247467041
0.0,4.0,0.0,36.594390869140625
0.0,1.0,0.0,41.76592826843262
0.0,2.0,0.0,55.51910400390625
0.0,1.0,0.0,17.965316772460938
0.0,16.0,0.0,18.123388290405273
0.0,1.0,0.0,17.48514175415039
0.0,4.0,0.0,17.1966552734375
5.0,1.0,0.0,21.36826515197754
5.0,1.0,0.0,14.737606048583984
5.0,4.0,0.0,20.557165145874023
5.0,16.0,0.0,35.180091857910156
0.0,2.0,0.0,14.801263809204102
0.0,2.0,0.0,18.24808120727539
0.0,4.0,0.0,17.256975173950195
0.0,8.0,0.0,22.23372459411621
0.0,8.0,0.0,17.403841018676758
5.0,8.0,0.0,27.42314338684082
5.0,1.0,0.0,12.001752853393555
5.0,4.0,0.0,17.917156219482422
0.0,2.0,0.0,17.7609920501709
0.0,8.0,0.0,16.18647575378418
5.0,4.0,0.0,9.359359741210938
0.0,8.0,0.0,19.6535587310791
5.0,1.0,0.0,9.397268295288086
0.0,4.0,0.0,23.97894859313965
0.0,8.0,0.0,19.426345825195312
5.0,16.0,0.0,33.09822082519531
5.0,16.0,0.0,27.232646942138672
5.0,1.0,0.0,30.776262283325195
0.0,4.0,0.0,18.58806610107422
0.0,8.0,0.0,20.192861557006836
0.0,8.0,0.0,21.917343139648438
5.0,8.0,0.0,10.693073272705078
0.0,8.0,0.0,19.93274688720703
0.0,1.0,0.0,18.76091957092285
0.0,8.0,0.0,16.139984130859375
5.0,2.0,0.0,6.893396377563477
0.0,1.0,0.0,19.421100616455078
0.0,16.0,0.0,13.333320617675781
0.0,4.0,0.0,22.881507873535156
0.0,8.0,0.0,17.131805419921875
0.0,8.0,0.0,28.31864356994629
0.0,2.0,0.0,42.56606101989746
5.0,2.0,0.0,11.107683181762695
5.0,1.0,0.0,16.14522933959961
0.0,4.0,0.0,20.176410675048828
5.0,16.0,0.0,33.96320343017578
0.0,16.0,0.0,22.492647171020508
5.0,8.0,0.0,10.607004165649414
5.0,16.0,0.0,18.79405975341797
0.0,16.0,0.0,29.059648513793945
5.0,2.0,0.0,30.32970428466797
5.0,4.0,0.0,36.64803504943848
0.0,16.0,0.0,43.16091537475586
0.0,2.0,0.0,49.3624210357666
0.0,4.0,0.0,62.328338623046875
5.0,16.0,0.0,18.688678741455078
0.0,8.0,0.0,21.936893463134766
0.0,4.0,0.0,28.690099716186523
0.0,1.0,0.0,22.36652374267578
5.0,4.0,0.0,6.536960601806641
5.0,1.0,0.0,6.180524826049805
5.0,4.0,0.0,6.534814834594727
0.0,8.0,0.0,15.980720520019531
5.0,4.0,0.0,9.323835372924805
0.0,16.0,0.0,21.5299129486084
5.0,1.0,0.0,7.232904434204102
0.0,2.0,0.0,21.986007690429688
0.0,1.0,0.0,17.952442169189453
0.0,16.0,0.0,29.798030853271484
5.0,8.0,0.0,29.79755401611328
0.0,4.0,0.0,31.754732131958008
0.0,4.0,0.0,37.333011627197266
0.0,4.0,0.0,17.490148544311523
0.0,1.0,0.0,20.828962326049805
5.0,2.0,0.0,24.14417266845703
0.0,4.0,0.0,14.178276062011719
0.0,2.0,0.0,14.926433563232422
0.0,8.0,0.0,13.678789138793945
5.0,2.0,0.0,16.25370979309082
0.0,8.0,0.0,20.57504653930664
0.0,8.0,0.0,22.60613441467285
5.0,4.0,0.0,12.395858764648438
5.0,2.0,0.0,4.810571670532227
