colocation,FCFS_tail,FCFS_throughput,FCFS_violation,SJF_tail,SJF_throughput,SJF_violation,EDF_tail,EDF_throughput,EDF_violation,Abacus_tail,Abacus_throughput,Abacus_violation
Res101+Res152+VGG19+Bert,226.7857150268554,924,0.749,226.7857150268554,924,0.749,228.3683493041992,920,0.745,226.7857150268554,924,0.749
